mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,,"—; :; ;; -; –; ”; =; ""; ―; ça; .; 000; ‚; &; *; }; ?; ); 10; 'e; 45; 500; „; 128.697; 24; ]; 19; 31.; 38; 53; 2000; -yo; ….; ......; ‘au; ’e; {; $o; 1.80; 125; 14.; 143er; 16.; 17.; 1872; 1897; 1918; 1920; 20-30; 200000; 258; 25e; 30000; 397; 4-5; 400; 42; 43; 44; 46; 47; 51; 52; 58; 6000; 65; 6e; 71; 8-1-a; 85; 90; 999; đe; h; hh; _; °; 11; 3/4",…; »; «; ...; çà; 5; 30; “; 2; 4.; !; 4; 3; ’; 1.; 200; 3.; 8.; 8; 13.; 6; 50.; 1; |; 2.; 1000; 340; 25; '; 70; /; 80; 9; 60; 1868; §; \; 13; 1914; 24.; 240; 37; 39; 60.; 75; 5000; 40; 0; 20; 120; ..; `; (; 100; ....; 450; :|; 28.; 800; 99er; -oh; :1; ·; '5; 'ha; 'i; ‚o; +; 10.; 100.; 1279; 15-20; 15.; 16; 1913; 1à; 20000; 230; 27; 273; 30.; 31; 34'; 35; 36; 364; 3e; 425; 5.; 59; 600; 629; 7.; 715; 73; 77; 88; 89; 89.; 900; 95; 99; 50; 14; [; 49; h.; 12; 17; 150; 48; 6.; 64; 66; 82; 9.; 7; 15
Craig,RXTN,richten; rechten,richte-n; rüsten
Craig,KLN,klein; kleini; klaani; klaaner; klaine; klaini; klaane; klän; klaan; kleinen; kellner; kläne; gelonn; galan; gellen; gelohn; gelon; klain; klane; kläner; klauen; kleenen; kohlen,kleine; kläiner; kleiner; kläin; kläini; kleina; kläine
Craig,P,by; bie; bue; bei; bier; ben; büe; per; be; ba; püh; ber; po; peu; poh; b.; bäh; bauer; beau; baoue; beer; bauen; bee; bey; böuj; boy; bu; bü; bueä; payer; pen; poy; pah; puh,bi; bien; bàh; bah; b; p.; bä; baüe; bi'; bich; p; p-i; pe; pee; poo; pp; bej; bo
Craig,VRXTNT,verständig; vorstand; verschtande; verständi; v'rstandi; v'rständig; v'rstöönd; verstanden,verstand; verstande; verstanda; verstandi
Craig,SLTT,soldate; saldote; saldade; solltet,soldata; soldat; soldaten
Craig,V,wie; wäj; wo; waj; wayer; veeh; wen; wü; wee; vier; weich; wien; weh; vie; waue; waich; waier; va; vo’; vue; waaue; wej; v; viej; waaj; weye; 'wie; ’v; veer; vi.; viii; w; wä’; waau; wäej; wæj; waer; waij; wäy; weij; wie-e; wier; wöüj; wich; woh,vo; wu; we; wà; wia; vu; wer; wag; wi; ver; veh; wih; wa; weih; wö; wue; ve; 'wo; wàie; waye; wei; wöööah; wüj; vieh; v.
Craig,AYT,agent; agaçant; awet,ageht; eigentiig
Craig,TRML,dirmel; diermlich; dirmlich; dreijmol; dreymol; dürmel; dürmli; tremmel,drejmol; dreimol; dirmlig; drummel; durmelich; tirmel; trummle; dreimal
Craig,XNL,schnell; schneller; schnuller; schannel; schnalle; schnalli; schnelle; schnelli,schnall; schnaller; schinheilig
Craig,FRFR,vorfiehre; verfahre; verfuehre; verifer; veryffer; vorführe,verfiehre; voriwer; vorfahra; verfüehre; veriwer; vierfach
Craig,XF,schaff; schiff; schaf; schoof; chauf; schaffer; schowe,chef; schiewe; schaffa; schaffig; schiew; schaffe; schof; schief
Craig,SYL,sawel; siegel,sagal; sàwel; segel
Craig,FR,for; frau; fur; fer; fröuj; für; fröüj; fraue; fahre; fyr; fräuj; faire; frej; fra; fröij; vrai; füehr; freau; frey; füehre; vier; früej; füere; voir; fraij; freij; führe; fyer; v'r; fraie; fraj; fuehr; frauen; frai; führ; verra; vori; ferie; fohre; freaue; freue; frœj; führen; fürr; fyre; freuen; viere; führy; f'r; führer; v‘r; fair; fera; ferri; feur; fieri; fierig; fihre; for-e; fräie; freu; freye; freyer; friej; froej; froie; fröiij; früeh; früeij; früij; furich; fyri; fyrio; vär; veer; verre; very; vur; fahren; feuer; früh; fahr,fir; fraü; füer; vor; ferig; fire; frei; fiehre; fraui; fräu; frieih; firig; vora; fier; freie; ver; fiehrer; fräui; froh; fuer; firio; fiahre; fach; fröj; fräü; fraüe; freia; freii; frieh; viar; fiehr; froi; fr.; vieri; färig; phare; vache; fächer; fahra; fahrer; ferich; ferr; fiehra; fiera; fierich; foire; fräj; fràü; freier; fri; froia; var; vore; fiere; fruej
Craig,PLTY,beleidige; bluetige,beleidiga; blüetiga; blüetigi
Craig,VTL,waddel; wädele; veut-il; wäddel; wädle; waidli; weddele,wàdele; wadel; wäddele
Craig,AKLT,ekelt; eklat; ieigelt; ooghalte; egalité,ig'lade; aghalte; iglada; égalité; éclat; ig'holt; iglade
Craig,LRT,lacht; laacht; laachter; laauert; leert; leucht,lehrt; lärt; leuchten; liacht
Craig,SH,sehen; sehe; sähe; shah; sheen,seho; soho
Craig,XM,schämme; chameau; schämm; schamme; schimmy; schäme; schümm; cham; schamä; schämen; schamm; schemme; schimm; schma; schmeer; schüüme; schäm,scham; schimmer; schame; schàmme; schmier; schüm
Craig,HLP,halben; höllebue; helaba,halb; halbe
Craig,TPF,dupfe; dapfer; dopf; dupf,tupfe; tapfer
Craig,RX,rych; reich; riech; reche; rieche; reiche; raasch; rychi; räich; räichs; rash; rech; rechen; reicher; reichs; reisch; riecher; ryche; rycher; rysch’,rich; riche; richer; richi; rüsche; rauich; rausch; reicha; reuisch; risch; rsch; rueich; rüsch; rasch
Craig,TSNK,zung; zing; zanke; zinkier,zunge; zang; zungen
Craig,TTL,titel; dittlich; dytli; tantel; dattle; dantel; deutlich; tant’l; total; daadäejli; daadäjli; dantele; dattel; daudel; detail; dottel; düddele; duttle; tadel; tadle; täntele; tötlich; dittli,düdel; ditlig; doddel; ditli
Craig,KLTY,goldiger; goldigi; goldige,guldige; goldiga
Craig,NXXT,nächschte; nächscht; nachschde; nächschde; nächschter; noochsicht; nachschte,nechscht; nachscht
Craig,HST,heißt; haißt; haisst; hüssdier; häißt; hüsstier; heesst; heesste; hesst; hießt,heisst; häisst; hasst; heisst’
Craig,ANVRXMT,unverschämte; unverschämt; unv'rschamter; unverschämter,unverschàmter; unverschàmte
Craig,LNTR,länder; landru; leander; leender; lindre; linduech; lintuech,lànder; lindere; linnduech
Craig,PSR,bsuech; bassiere; böser; bessere; besser; besuch; beeser; passire; besseri; 'besser; b'süch; baiser; basiere; bassire; besuche; bösere; bsueche,posiere; besserer; b'süech; böeser; passiere; bsüech; bessre; b'suech; b’süech; besuchen; bsüch; büeser; bis’r; passieren; besüech; bsorri
Craig,FRNR,ferner; fernere,verunehre; vorneri; vornher; vernarre
Craig,KTR,gueter; contre; guter; gedüech; geht’r; getraaue; götter; chter; cuterie; gädder; gadier; gedraue; getraa; geträue; getrei; gitt'r; guater; gueder; guitarre; kidder; kittere; güter,güeter; katri; cidre; getreü; cadre; chatri; geht-r; getraue; getreüer; güater
Craig,PXR,buschur; bisher; bicher; bscheer; bschorr; buschuhr; buschur‚; pschorr,biecher; bschare
Craig,PRVT,bravheit; paravent,brevet; proviant
Craig,ANTRN,andern; anderen-au; andren; entrain; ändern,unternàh; anderen
Craig,KXT,c’est; gescht; c'est; gscheid; koscht; gschieht; gscheider; koschte; g'schieder; g'schied; gest; gscheidi; g'schiede; gescheid; gschiedt; gschteh; käschte; kischte; gascht; gäst; kaschte; gaischt; gichder; cest; g'hüst; g'scheit; g'scheiti; g'schejt; g'schiht; g’huescht; g’hüst; g’scheite; g’scheiter; g’schejt; gaescht; gaist; geistig; gescheiter; geste; gist; gscheide; gscheidt; gscheijt; gschejti; gscheut; gschiede; gschieder; gschiedter; gschont; gschyder; gychter; gscheit; kost; kosten,geist; geischt; geischter; kaste; g'schieht; koste; gsteh; g'scheidt; kiste; g'scheidter; geister; gscheiter; geschter; gscheite; kischt; c'est-ça; gschoit; c’est-ça; g'scheid; g'scheide; g'scheidte; g’schieht; gast; gecht; geiste; ghüst; giicht; güscht; kaschta; kàste; kost'; gäscht; gschejt; gschied
Craig,FRTS,fritz; fritze; veerzeh; verzeye; vierzi; fordass; frites; friz; fruits; v'rzej; verts; verzeij; vorze,verzeih; vorzieh; vierzeh; fratz; fortés; fritz'; verzei; verzejh; vierzeh'; verzej
Craig,TRKS,dreiecks; dreyegse,durchs; durichs
Craig,SFT,saftig; suffit; sowyt; süfft; safti; safdi; saft; savait; sanft; siewete,sànft; sänft; sowit
Craig,ARKL,origel; arikle; origle,orgle; arcole
Craig,KXPRR,gspräch; g'schpräch; g'spräch; gespräch; gsproche,gesprochen; g'spràch; g'spràchig; gsprach; g'sproche; g’sproche
Craig,VX,waisch; wäsche; wichse; wäsch; weich; wäisch; wisch; wachs; waich; weichs; wych; wiche; wechen; weissch; wesch; wich,wàsche; weisch; weiche; wsch; wieche; wichs; wische; wascha; wasche; wachse
Craig,VRVNT,verwandte; verwandt; verwende; verwandti; v'rwöehnt; verwandi; verwandten; verwenden; verwind; verwinde; verwöhnt; verwund; verwunder; verwundt,verwandter; vorwand; verwändt
Craig,FRTKM,furtkumme; furtkumm,furtkämme; freidigem
Craig,MXTR,maischter; muschter; mäischter; muster; maister; mysterien; maischtere; mäischtere; mystère,meister; meischter; mister; meischtere; meischtra; meistër; mèistere; meistere
Craig,KLKVNX,glückwünsch; glückwünsche; glüeckwüensch,glickwunsch; glückwunsch
Craig,KVS,gewiss; gewiß; gewesen; gewese; gewisse; gebisse; gewissi; gwiß; gebiss; gewäsen; 'gewisse; gebiß; gewiese; gewis; gewissen; gibus; kawes; quasi,g'wiss; g'wisse; gwiss; g'wisser; gwissa; gwisse; g'wiss'; g’wiß; gwis; gwisser; gewäse
Craig,KXPR,casper; gschbier; gschbiere; g’spier; gasper; gschpire; gspüer,kaschper; gschpier; gspier; g'spir; g'spier; g'spiere; g’schpier
Craig,PRKN,braconnier; bragon,bergen; braconie
Craig,TSYT,zehjt; zeihjt; zuegeht,züegeht; züageht; züegeto; zugeht
Craig,SXR,saa‘schre; sichere; sicheri,sicher; sicherer
Craig,KKNT,gekennt; gekünd; gegunnt; gekündt; geeigneten; gekannt; gekennet; gekönnt; gkennt,gekneit; geknejt
Craig,KNPF,knepf; knöpf,knapf; knäpf; knopf
Craig,SLV,selwer; sälwer; sælwer,salwer; silwer; salwe; sälwe; sàlwer
Craig,XPTSR,spazeere; schpaziere; spazieren; spazire,spaziere; schuehputzer; schüehputzer
Craig,PRVR,prowiere; barrebuere; barribüre; browwiere,prawiere; browiere
Craig,KX,kiche; gehsch; kich; c-ch; gäusch; ghäische; gych; köeche; geh'sch,kasch; g'schàh; kecha; gschah; gesch; g'heische; g’schah; g'schah; gash; gechah; gosche; gscha; kieche; geh’sch; gisch; gosch
Craig,ANTXLS,entschluß; entschluss,entschliesse; entschlosse
Craig,KVX,gewachse; gewäsche; giewich; gewächs; gewachsen,g'wachse; gwachse; g'wiche; gebüsch; gewiche; gwächse
Craig,VYNM,wäjenem; wäejenem,wäje-nem; wagenem; waje-nem; weje-nem; wajenem; wegenem
Craig,MRR,macher; mairerie; märerie; marier; mourir; mehrere,mürer; mouchoir; macherei
Craig,XL,schlaaue; schlaa; schuel; schell; scholle; schallü; schlich; schallu; schuele; schiller; scheele; schilli; schule; schlöj; schleh; chel; schalu; scheel; scheijlich; schele; schelli; schieler; schlaauer; schläij; schläuej; schlauen; schlee; schlöüi; schleier; schelle,schla; schüal; schülli; schlag; schläj; schläue; schlaue; schüel; schlaü; schual; schollé; chillig; schaale; schale; schalen; schall; schalle; schlaüe; schlaui; schlöij; scholla; scholli; schüejle; schulig; schloi; schül
Craig,FNN,feinen; vun'ne,vun-ene; vun-ne
Craig,APRTS,abards; überdies,abarts; aparts
Craig,ATL,ideal; edle; etoile; italie; adler; adel; anteil; idealen; italien,edla; edler; edlen; italia; ateil; àtelier; eitel; ideale; atelier; edli; edel
Craig,VSR,wasser; was'r; waaser; was’r; wass'r; wäis-r; waiss'r; was're; wässeri; wässerig,wass-r; was-r; wàsser; weisser; wisser
Craig,ANTRXT,unterschied; underschäide,anderscht; unterscht; unterrichte; unterscheida; unterscheide; unterst; anderst
Craig,MTH,mueth; menthe; muth,müeth; mithi
Craig,MML,mamele; mämle; mammel; memmele,mummel; mammele
Craig,KNL,canaille; kanal; knelle; knalle,kanallie; kànel; knollig; knall
Craig,VRLNK,v'rlange; v'rlang; verlangen,verlange; wuchelang; verlang
Craig,VRTSRN,verzirne; verzürn; verzüern; v'rzirne; v'rzüerne; v'rzürne; verzirn; verzuerne,verzüerne; wertsachen
Craig,VRTS,wurds; warzi; werzi; veerzig; veerzeh; verzeye; vierzig; vierzi; v'rzej; verts; verzeij; vorze; wärds; warte-se; würze,verzeih; wirds; vorzieh; vierzeh; verzei; verzejh; vierzeh'; wartesie; verzej
Craig,VR,wäre; wär; worre; wurr; wir; wur; were; wayer; wie'r; wuch; wie’r; woche; wahr; vrai; wo'r; wach; voir; v'r; wære; wo’r; wohri; wor; verra; waier; wär-er; wär’; wären; vori; wær; w'r; werr; waren; wochen; viere; v‘r; wuhr; vär; verre; very; vur; waare; waer; wahri; war‘; warre; wehr; wie-ere; wier; woch’; wohrer; woren; worr; wörre; worren; wurre; wehre; waar,wàr; war; wohr; vor; vorig; wer; wàre; wara; wora; wuche; wache; vora; ware; viar; wucha; wahrer; vieri; wore; vache; wacha; var; vore; waar'; wie-r; wahre; woch
Craig,MKS,mieux; mix; maachseh; machseh; machsh; mückse; mückser; müx; müxe,machs; macksen
Craig,AFKN,uffgahn; ufgehn; uffgänn,ufgàn; ufgänn; ufgenn
Craig,NHR,naher; näher; näheri,nohar; noher
Craig,ANTH,andhuen; andhüen; eindhuen,unnöthig; anetho; unnothig
Craig,PRTS,pardessü; bereits; baradies; paradiesaue; parents,bardessü; paradies; paredies; brotes; brütesse; portez
Craig,VRXT,wirst; verreist; wurster; v'rsteh; wurst; worscht; verschont; versteh’; wirscht; wohrschint; wurschter; verschaide; verschteh; werst; wohrschynt,versteh; würscht; verricht; verscheide; verschiede; verschitte; vorsteh; warscht; warst; würste; wurscht
Craig,MXK,meschugge; maschukke; maschucke; maschokke; maschugge; meschug; maschuke,meschügge; maschücke
Craig,PX,bisch; basche; bech; b’sh; basch; bicher; bische; bish; bscheer; passch; pech,b'schaüe; b'schaü; biecher; bsch; besch; büchs; bich; boisch; bischen
Craig,LKT,liegt; lockt; l'acte; leget; lucide,lüegt; ligt; legt; lüagt; liagt
Craig,FRXT,förcht; verreist; fuerichter; füerscht; v'rsteh; fürchte; fericht; füericht; füerichti; fürscht; versteh’; ferichte; ferschte; fircht; föercht; fourchette; frist; fuericht; fuerichti; furcht; furichti; fürschte; fyericht; verschaide; verschteh,ferchte; versteh; färcht; ferchta; frechste; furicht; verricht; verscheide; verschiede; verschitte; vorsteh; fercht
Craig,FN,vun; von; fyn; façon; fanny; finer; fähne; feiner; fen; feinen; fon; fönne; fyni; veine; venn; venu; vun-; vun-i; vunn; fine,fahne; fini; vin; fein; fin; feen; fina; vo-n; feine; fiener
Craig,PY,böüje; bège; bieje; bœju; böije,bougie; bäuje; begeh; boje; böje
Craig,MKT,mey-katt; mägd; mej-katt,magd; màgd; makt
Craig,TSTR,zitter; zitt'r; zidder; zyter; zett’r; zetter; zitt’r; zytter; zeeder; zett'r; zettr; zit’r; zitt’re; zittr; zittre; zutrauen; zydder,ziter; zittere; züetraüe
Craig,ANTRSNT,intressant; interessant,intéressant; intressante; interessante
Craig,KXPN,g'spanne; g'schpanne; gschbanne; gschpanne; gspänn; gspanne,g’spanna; gspunna
Craig,PNK,pong; bange; bänke; bankier; bing; binge,bang; bank; baenke; bangi; banke
Craig,KNS,ganz; göönz; gäns; connais; geniesse; genuß; gaönz; genesen; genießen; genossen; kaans; keines; kens; kinnes; könnes; kanns,kuenz; g'niesse; gans; kenns; geniessa; genuss; g'nuss; keins; gàns; kännes; cons; g'nosse; gänse; gênes; gnosse; kines; kunz
Craig,PLTS,polizej; belz; plätz; politesse; bolizej; billets; blitz; plaz; bhalts; blatz; blitzen; blitzi; blotze; bolizeij; plætz; platzen; pelz; platze,platz; plàtz; pla-atz; polizei; polizeij
Craig,XMR,schuehmacher; schmeer,schuhmacher; schimmer; schüehmacher; schmier; schmiere
Craig,PML,bäumle; bummel,bemol; b-moll; baimel
Craig,VRX,wursch; wurrsch; wärsch; wyrsche; verrech; verrisch; versche; verschie; vorschueh; vurrsch; wahrsch; wyersche,wirsch; warsch; wàrsch; worsch; vierschi
Craig,PRXT,burscht; bruscht; brecht; burst; büerscht; brust; prost; bricht; birschte; bräschte; brauchst; braust; breste; brichdi; brichte; briechd; bruchst; bürschte; bürste; priester,pristi; prieschter; b'richt; b'richte
Craig,KRNK,krank; kranki; ‚kranke; kernigen,krönige; kranke; kranker; grunga; kränk; krànke
Craig,TKN,tagen; digne,decken; tigen
Craig,XSL,schüssel; schissel; schuessel; schüessel; schussl,scheusal; schüssle
Craig,KNP,knübbe; knibbe; canapée; kannapee; knapp,knüppe; kanepee; knüppé; canapee; canepé; kanepé; knab; knappa
Craig,XTY,stäeje; stage; staje; stäje,stege; staga; stàge; stawe; stiega; steje
Craig,XS,chose; schieße; schaz; schuß; chesse; choisi; schasse; schäz; schees; scheese; scheess; scheesse; schiessen; schosen; schuss; schüsse,schiesse; schiess; schiasse; chas; schoss; chasse; schiese; schieß
Craig,AFNTL,eventuell; eventuelli; öffentli; uffnodle,eventail; oeffentli
Craig,FRHRT,verhirot; verhiroti; verhoort; verhört; verhyrot,firhärd; verhirota; verhirote
Craig,XRM,charmé; scharmier; schurme,schirm; charme
Craig,SN,sehn; sin; sini; sohn; syn; sähn; sein; sunn; syni; syner; sehne; syne; seine; son; seiner; seinen; seyn; sain; säin; sinnen; sion; sonne; sahne; sinner; sæhn; ’sin; saa’ne; sauen; se-n; se-n'; se’n; sehner; senn; sey’n; sie’ne; sin-e; so’n; söhne; sonnen; sinni; seien,sinn; sàhn; sahn; sine; suhn; sähne; sunne; siner; sina; sen; san; sinne; sahn-er; sanna; sìn; sinna; so'n; söhn; sone; sunn'; sunna; sien
Craig,MPL,moppel; mabül; mobel; möbel; mobile,mobil; maboul; mabul; mabull
Craig,PRFNK,beruefung; pruefung; prüfungen,büechfink; prüfung
Craig,LPXT,liebschte; liebschter; liebschti; liebst; liebscht; liebscht‚,liebster; liebste; liabschta; liabschte; liabschter
Craig,TRTR,dochter; doochter; töchter; tochder; döchter; doochder; dööchter; toreador; traduire; traître; trottoir,tochter; derdur; dritter; tortür; traitiere
Craig,MNK,manger; monaco; ménage; menge; mince,menage; mangi; munke; mang; mange
Craig,VFR,waffer; wywer; wiefer; wifer; wofor; wiewer,wiwer; wewer; wiver
Craig,HMT,hemd; heimet; hamd; hemder,häimet; heimat
Craig,PFS,bewiese; bewyes; befassen; beweis; bewiß; bewys; bewyse; pouvez; bewies,bewis; bewise; bewiesa
Craig,NF,nuff; newe; nevö; nouveau; näwe; ’nuf; n-owe; naf'; naiv; naw; neffe; nff,neveu; nuf; nf; neuveu; nowa
Craig,PRR,brauchen; buecher; büecher; pürer; brache; brächi; brauch; brauère; bruch; büchere; bürerej,brüche; brrr; bacher; brücha; brüch; bruche; biacher; bracher; brauche; bruech; brüecha; brüeche; büürerej; präch; broche; brüech; bücher
Craig,HPT,hebbt; haupt; habt; houpette; hüibheida; hüibheidi; hüüpt,hebt; häupt
Craig,PRSTT,präsident; président; präsidente,presidant; president
Craig,VLS,valise; wills; wells; valse,volls; weils; wels; vieles; willes
Craig,FRLKN,verlegen; verlogen,verlageni; verleigena; verleugna
Craig,FRVLT,frevelt; farwelade,vrwalte; farwelad
Craig,AMSR,amesiere; amesier; amesire; amüseere; amüsier,amüsiere; àmmesüeche
Craig,VRTSVFL,v'rzwiefel; verzwyfle; v’rzwiefle; verzwifle; verzwyfel; verzwiefle,verzwiefla; verzwiefel
Craig,KXTLT,gschtellt; gestalt; gestalten; gestellt; g’schtalt; gschtellte; gstillt; gstalt,g'schittelt; g'schittelter; gstellt
Craig,VNKXT,wenigschte; wenigste; wenigschten,wenigst; wenigscht
Craig,KFTST,gfitzt; gfitzte; gfitzti; gfitzter; g'fitzt; g'fitzter; g’fitzte; gfetzt; gfetzte,g’fitzt; g’fitzter
Craig,NRV,nerve; narve; nerv,narwa; narva
Craig,AYPLK,äujeblick; aeujeblick; aujeblick,aügeblick; oigablick; oigeblick; augeblick; awebleck
Craig,TRF,druff; derf; darf; drowe; treffe; darauf; treff; dürfen; triewe; trywe; dærf; dörfer; treffen; drüewe; dærfe; derfer; druewe; drüffe; drüwe; treff’; tryewe,dervo; druf; därf; dorf; derfe; derfüer; triwe; driwe; drfüer; triff; troffe; drfu; drvu; derfa; derve; dervu; driwa; drvo; traffe; driewe; därfe
Craig,KXXTL,g’schichtel; gschichtle; gschichtel,g'schichtle; geschichtla
Craig,YL,joli; julia; joel; jolie,julie; jüli; johle
Craig,FRML,formell; förmlich; v‘rmahle,vermähla; viermol
Craig,PRPL,bareblie; barble; barbleeh; barebli; bareplee; pareplui; parrblö; propeller,parbleu; parepli; parapluie; perbleu; paraplui
Craig,LFL,löffel; leffel,läffel; laiwel; liewele
Craig,PRST,présent; bressant; brüüsst; präsentier; présenter; presenter; présentier; pressant; pressanti,presentier; prosit; pressante
Craig,FRTSL,fritzel; v'rzähle; v'rzehle; frätzel; verzäehl; verzälle,verzehle; verzähle; verzähl; verzehl; fràtzle; verzahl; verzehla; verzeille; vorzahle; vrzehle
Craig,PRMT,beruehmte; berüehmt; berühmte; b’rüemt; beriehmt; berihmt; beruehmt; berüehmter; berüehmti; berühmt; berühmten; permettier,b'riehmt; permette; brummt
Craig,KTN,gedohn; guten; getan; geton; gedon; güete-n; gatten; göttin; gueten; kation,centner; couton; göttine; gattin; gedoon
Craig,HNTX,händschi; händschih; hendschih,hàndschig; handschig
Craig,XVYRSN,schwejersohn; schwiegersöhnen,schwiegersuhn; schwiegersohn
Craig,KNTRT,contrat; g’ändert; geändert; genaduert,kinderdag; kinderdaj
Craig,ALRRXT,allererschte; allerersten,allererst; allererscht
Craig,VT,widder; witt; vadder; wytt; vetter; wetter; wyt; weit; vient; vedder; vite; wedde; witte; vodder; wodde; winter; weiter; wat; weite; wid; wiedder; wodd; vädder; vant; vätter; vaut; vente; veut; vide; voder; vont; wäijt; wätter; weht; wejt; widde; wied; wiedi; wieti; wott’; wüedi; wueti; wüetig; wett,wieder; vater; wit; wott; wider; vatter; wotte; watter; wüet; wot; witer; weder; vot'; wüeti; watt; wide; witter; wüat; wuet; wüete; watte; want; wauite; wiata; wiatig; wiete; wite; wuetig; wüten; wette; wedder; wade
Craig,KKK,chicago; gückük; gügück,kückück; güggück; chigago; kuckuck
Craig,FRVR,verwehre; verwach; fürwahr; fäierwehr; v‘rwehre,verwache; verwahra
Craig,KRTH,gerothe; g’hieroth; g'hieroth; geroothe; ghiroth; corinther; g’rothe; gerooth; ghieroth; ghyrooth; greth,g'hirothe; g'rothe; ghirothe
Craig,RKLMR,reklamier; reklameere; reklamieren; reklemiere,reclamiere; reklamiere
Craig,HRX,hörsch; horche; horch; horich; horiche; heersch; heroische; höer’sch; hoersch; hôersch; höersch,härsch; hersch; horcha; horchen; hirsch; hör'sch
Craig,AMS,iemes; amis; amesier; ums; ameis; ameis'; âmes; amuse; amüsier; eemes; emes; unmueß; umso,amesse; amies; anmässe; anmesse; omeise
Craig,KK,gück; qouic; coucou; gegen; guk; chic; geck; gukke; kek,gege; gige; gega; kà-kà-o; gücke; chouc; gig; gigger; gücken; ka-ka; kaka
Craig,PRNT,brand; brennt; bränd; brännt; brannten; prend,brannt; bauernhut; bauernhüte
Craig,FRL,frl; freili; freijli; forelle; freilich; verrejle; vorläuej,verlo; fröhlich; fröhlig; fraule; verloh; feierlich; fächel; varle; frauele
Craig,VRTST,verratzt; wärdst; verzieht,verzeiht; vierzeht
Craig,KLTSK,geldsäck; geldsack,galdsäck; klotziga
Craig,VLK,volik; wolike; völker; walke; welk; wolik,volk; wulke; welligi; willig
Craig,KRTR,ghiroter; garanteer-i; garantiere; geehrter; krejt'r; kriejt‘r; kritter,creatür; carotier; garantiera; garder; ge'achter; kreatur; kreatür; kreatüre
Craig,XTS,stoss; stoß; chez; schaz; schients; schätzen; schätz; schints; schäz; schintzig; schüetze; schütze; shatz; stis; stüße; schutz; schätze,schatz; stosse; schitza; schint's'; schütz
Craig,MNR,minere; miner; männer; myner; minner; mynere; meiner; minnere; miener; mænner; muehn'r; mainer; maneer; männre; mienere; min‘re,minre; mànner; min-r; manier; müen-r; min’r; min'r; minn’r; minnre; min're; mineur; minr; manner; maniere
Craig,YK,juge; jacke; jck; jeg,jage; jucke; jako
Craig,ANKMT,ynkummt; ankummt; ankommt; inkummt,unkummod; unkommod
Craig,TSKNFT,zukunft; zuekunft; zuekünfti,züekunft; zükunft
Craig,XLK,schilke; schlecke; schleck; schlucker; schilike; schluk; schluck,schlage; schlag; schlacke; schlàcke; schillike; schulig; schlucke
Craig,PKRF,begryffe; begreifen,begriffe; begrif; begrife; begriff
Craig,FRTRNK,forderung; vertränke,vertrànke; vertrunke
Craig,PPR,papiere; babier; beau-père; papierer; babbier; papeyer; pipero,babiere; papier
Craig,TFR,defur; dafür; defüer; defür; diefer; dofor; däuwer; daiferei; devoir; devrai; döüwer; täuwere,tiefer; dauwere; tiefra; defuer; dauwer
Craig,FRLPT,verlobt; verleebt; verliebt; verliebti; v'rlebt; v'rliebt,verliabte; verliebte; verlabt; verlebt
Craig,VRTNK,v'rdanke; verdanken; verdauung; verdinge,verdanka; wortung; verdanke
Craig,ANTS,änzich; anze; ainzi; aanzig; ainzich; einzich; ieneds; indeß; ohnedes; ohnediß; änzig,einzig; anzig; anzu
Craig,KYT,gejed; gejaut; kehjt,giget; gjaid
Craig,KKL,gäggele; cécile; gockel; gaggele; gickele; chocola; cecile; gäggelich; gickle; giegle; giggele; giggle; goggel; gückle; gukkle; kegel; gigele,keigel; gackel; gickel; gückel; kugle; kugel
Craig,AM,um; aim; aam; am; imm; ammej; ami; äm; amer; âme; imme; aime; am-e; am’e; eimer; ému; im-e; im’e; eem; aım; em-e; emm; ime; ümer,em; umme; eim; àmme; ihm; immer; emma; eme; àime; ume; emoi; amen; im; äim; amie; amü; ihm'; ohme; amme; emo; om
Craig,TSKL,zeglich; ziegel; zikkle; zügel,zickel; zugleich
Craig,HM,heime; homme; haam; hammer; haame; häme; häm; hemmer; haim; hum; hääm; heimme; him,heim; häime; häim; hem; haime; hämmer; heimi; hem'; hymen; ham
Craig,XRF,schriewe; scharf; schrywe; schryewe; scharfi; scharfe; schriew; shriewe,schriwe; schriewa; schroff
Craig,TRVR,driwwer; drüewwer; druewwer; driewwer; drüwwer; draabär; drvor,dervor; trawere
Craig,TRMT,traimt; drmit; traamt; dr'mit; draimt; träumt,traümt; dermit
Craig,APXL,abscheili; abschlaa; abschlaaue; abschläe,abscheülig; abschla; abschla'
Craig,AFK,eweck; avec; ewack; officier; ewegg; ewek; uffge; avec-ça; avecça; ewaek; ewigi,eweg; ewäck; ufku; ewig; ewiga; ewäg; ufegeh; ufgà; unfug; unfüg; ewige; ewag
Craig,ASK,üsge; üßge; ausge; üs-ge; üsg,associé; üsgeh; üsgà; essig; az'ku; isige; üsegeh; üssge
Craig,PS,pas; bas; bass; passe; poz; baas; biz; bees; poesie; beesi; bösi; bisse; biss; büesse; bese; böser; beese; pause; boes; bois; besser; bossu; puis; beeser; poussé; biß; basse; baase; pose; 'besser; baiser; biße; bissi; boesi; böesi; bœss; bos; bösen; büeße; bysse; passé; passen; pauz; payse; pois; pos; poß; base; pays,bis; possig; böes; böse; büese; bäse; böeser; bes; bös; büesa; pis; bàse; besa; biessa; bösa; büass; büeser; büess; passa; posse; biesse; pass; baß
