mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,TRNKR,dringer; derangeere,derangier; derangiere
Craig,ANXTL,anstellen; ynstelle; annestelle; anstell; einstellen,anstelle; anestelle
Craig,MLHS,müelhuse; mülhüse,milhüse; milhüser
Craig,VKT,veehkeit; vogt,wiegt; weckt
Craig,FNXT,fenschter; finschte; fienschte; feinste; feenschter; finscht; fanschter,fenster; finster; finschter; fänschter
Craig,TRK,dreck; druck; tragen; drücken; drücke; düerike; dürke; dürkei; treck,trage; duregeh; traga; türk; trag; dràck; drackig; dräckig; düerik; dureku; tirage; troga; trüc; trug; drack; drucke
Craig,X,scheen; cher; schueh; schoen; schah; schauen; chen; schei; scher; schien; che; schu-hu-hu; ’ch; cha; chia; chien; schaich; scheer; scheij; schej; scheu; scheue; schie; scho’; schoe; schueau; schyer; shah; schau; schaue; sche; ch,scho; schier; schu; schaü; schen; schich; schaüe; schüeh; 'isch; schöen; scha; schoi; 'scho; ‘isch; sch; scheuer
Craig,XTTL,städtel; stattli,städt’l; städle
Craig,PN,bin; bon; baan; ben; bonne; bein; pneu; peine; banner; piano; bain; bann; büehn; bühn; ban; bauen; bei’n; ben-i; beni; bi'ne; bian; bie’ne; biehn; bin’; binn; binnen; bohne; boyon; bun; pain; pan; pen; pianne; pionier; pyn; bäin; bahn,bien; banne; b’han; bahna; bie'n; biner; bn; bona; bühnen; pin; beine; bühne
Craig,HRN,herrn; hören; herren; haaren; harräin; heran; hirn,herein; hernàh; horn; herin; hirner; höre-n'; hörner
Craig,FRN,verein; fern; frauen; fur’ne; vereine; voran; feiern; ferner; führen; freuen; fernen; for’ne; frau’n; frohn; fur'ne; vernaaue; fahren,vorne; fran; franç; vor-ne; furneau; farn; veräin; vernàh; vorn
Craig,KLKLX,glücklich; glüecklich; glücklicher; glücklichi; glüecklicher; glüecklichi; glücklichen; glücklich‚; glüeckliche; glüeklich; glükliche; glüklichs,glicklich; glickliche; glicklichi; glückliche
Craig,ASTRK,uessdrück; üssdruck,az'trage; üssdrucke
Craig,XTRP,starb; stærb; stärb; sterben,stirb; sterb
Craig,MVL,meewel; möwel; möewel; mabül; mewel; mobel; möbel; mobile,mobil; möwle; maboul; mabul; mabull
Craig,KMPLMT,komplimente; kumplement; kumplemente; kumpliment; complimente; gombliment; kumplimente,complement; cumplement; cumplemente; cumpliment; komplimant; komplimento; kumplimante; compliment
Craig,XRMT,charmanter; scharmanter; charmante,charmant; scharmant
Craig,AX,ejch; ish; öjch; ych; ech; ochse; ochs; ích; äiche; ausschau; echo; eiche; esche; ich-e; isch'er; ischer; ochseaue; isch',eich; äich; eijch; isch; ich; esch; euich; ichs; eujch; asche; eiich; i-i-ich; i-ich; i'sch; isch-er
Craig,ALV,allewäj; allewaj; allewej; allewäej; alleway; allewäy; allewæj; ellewej,allewag; allwag; elève; alewag; allewàg; allewäij; allewig; allwa; élève
Craig,NRM,nooch-em; noch-m; nooch-e-me,noch-em; nochem; noochem
Craig,KVLT,gewöllt; gewellt; gewalt; gewalti; gewählt; gewöellt; gewollt; gawelt; gebellt; gebildter; gewählet; gewaltig; gwellt; kaiwe-lüder,gwalt; g'wählt; g'walt; geballt; quält; qualité
Craig,ASRS,ausreißer; üsseres; üssrysse,üsrisse; ass-rs; üserisse; üssrisse
Craig,KXR,gschirr; g'schirr; g’schirr; gschray; kauscheri; gschirre; gschri,g'schrei; gschrie; g’schräij; g’schrie; geschrien; gschroia
Craig,KRPN,cherübin; krabben,groben; grobian
Craig,PRF,bravo; bref; bravi; breef; bachoffe; brov; brav; prof; prüfen; beruef; berufen; bravoooo; breff; briäf; briefen; pourvu,brief; briefe; berüef; briafe; beruf; brava; briaf; brave
Craig,FRK,vorige; frage; force; vergeh; fierig; fierige; fierigi; frico; frouga; fürrigi; fyrige; v'rreck; vorge; vorgeye; vorrucke; fragen,froge; vorig; ferig; frog; firig; froga; vorku; frack; firige; verrecke; farce; färig; vergah
Craig,MNXTR,minischter; münster; minister; müenschter; monstre; muenschter; münschter,ministère; munster
Craig,FRXL,verschlaaue; vorschlaa; förschle; verscholle; v‘rschläuej; verechle; verschlaa; verschlaue; vorschlöö,verschla; verschla'; verscholla; vorschläuj
Craig,NNTPP,nundepip; nundebibb,nun-de-bib; nunde-bib; nuntebibb
Craig,VRXTK,verstick; v'rstick; versticke,verstecke; versteck
Craig,AFRYNK,uffrejung; uffreijung,ufregung; ufrejung
Craig,FRY,fröuje; fröüje; früehjer; frühj; fruehjer; fraje; fruehj; frühjer; frejer; friehjer; fraije; friehj; fröije; frage; freje; früejer; froeje; friejer; frijer; früehje; frühje; fierige; fierigi; forje; freiji; frooje; frouga; froüje; früjer; fürrigi; fyrige; früehj,froge; froga; firige; frauje; fröje; freije; fräje; freji; froje
Craig,KFRS,gfresse; g'frasse; g’fresse; gewüerz; gewürz; gfraß; gfräß; gfräße; gfräßi,gfrasse; gfrässe
Craig,PRLT,brüehlt; brillant; bierläde; brielt; bruehlt; bruelt; perlot; perlt; prolet,brüelt; briehlt; brüllt; brüellt
Craig,ANNK,annonce; anhenke; ahnung; ahnunge; anhänke; innung; oonhanke; unange,anonce; inhänke; uneinig
Craig,PVL,biwwel; bibele; biwel; büewel; büewele,bàwele; bibel; biawle; biewle; buwele
Craig,FXT,fascht; fescht; fest; füscht; faschte; faust; feschti; fist; füschte; feste; fischt,faste; fechte; feist; feister; feschta; feschte; fester; ficht; füst; fast; feschter; fichte
Craig,ANTRR,entrer; e-u-andrer,anderer; andrer; and'rer
Craig,KMRKT,gemerkt; gemerikt; gemerigt,g'merkt; gmerkt; gemerickt
Craig,ARNK,ering; ehring; irinke,irrung; eh'ring; erringa; orange
Craig,KVST,gewisst; gewißt; gewüßt; gebaßt; gewüeßt; gebiezt; gewusst; gewußt; qu'as-tu; gewüsst,g'wisst; g'wissheit; gewüesst; g’wißt; gwissheit; gwisst
Craig,TH,doher; daher; diuhu; diuhe,dohi; tuhen
Craig,KXTS,gschtuss; gschieds; gstoße; gschütz; gstuß,g'schieht's; gschitz; gscheits
Craig,KMPLMNT,komplimente; kumplement; kumplemente; kumpliment; complimente; gombliment; kumplimente,complement; cumplement; cumplemente; cumpliment; komplimant; komplimento; kumplimante; compliment
Craig,XPRT,sport; spreed; schperrt; spreede; spreedi; spröde; spart,sperrt; spröd
Craig,TSKFT,zukunft; zuekunft; zuekünftig; zueküenftig; zuekünfti; zükünftig,züekunft; zükunft
Craig,HLSTR,halsduech; halsdüecher,halsstarrig; halstuech
Craig,SLX,sollsch; solchen; solche; solch; seelisch; seelischi; söellsch; soll'sch; söllsch; solsch,soll’sch; sälsch; solchi; solcher; sellsch
Craig,ARXT,erecht; erscht; erschte; erschter; eræcht; ersten; eraschütte; ereecht; erräecht; errichte; erreicht; erschti,erst; erste; erschta; arichte; erscheint; erster
Craig,SNR,sinere; syner; sin’r; seiner; sin'r; sehn'r; sinnere; sahn'r; sehn’r; synere; sinner; sehner; sinn'r; sinnierer; sunne-uehr,siner; sinre; sinn-r; sin're; sahn’r; sehn-r; sahn-er; sahn-r; sähn'r; saue-nr; sinn’r; sinnr; sinnre
Craig,ANSR,unseri; unserer; unsere; ünsere; ünserer; ünser; ünsri; unsri; unseren; uensere; uenseri; uns‘ri; ünsre; ünseri,unser; unsre; uns're; unsrer; unsera; uns'rer; uns’re
Craig,RV,raiwer; roby; räwe; rüehwich; ruewi; ruewe; revier; rewe; rüewi; ruewig; rüwi; robe; ’rieber; rauben; räuwe; reiben; revue; riewi; riewe,rawe; ràiwer; räiwer; riawe; rüewer; reben; riwe; raube; reiwer; riawi; riawig; riäwig; riehwig
Craig,TK,deck; decke; dicker; tagen; douce; tige; dick; dage; deci; dige; dik; doc; dukke; tik,tag; tàg; tage; dega; dicke; decka; teig; teck; dege; tig; dacki; decken; tiga; tigen; dig; tigi; dicki
Craig,HTR,hett'r; het'r; hett’r; het’r; hinteri; hader; hatt'r; hätt’r; hett-ere; hintri; hüter,hett-r; heiter; hintere; hat'r; hätt-r; hat’r; hätt-ere; hatt-r; heitere; hinteren; hott’r; hätt'r; hauteur; hettr
Craig,SNT,sind; sundaa; sunndaa; sünd; sundi; sünden; santi; senat; senti; sönd; süend; sundaö; sundiäue; sunndi; sont; sonntag; sehnt; santé,sunntig; sünde; sunndig; sahnt; sant; sine-a-idee; sinnt; sint; sundig; sunnti; sünder; sand
Craig,FSTKRTL,visitekærtel; visitekærtle,visitekärtel; visitekartel
Craig,KXNK,g’schenk; gschenk,g'schenk; g’schank; g’schenker; gschanker
Craig,AVRHPT,uewerhaupt; üwerhaupt; iwerhaupt; überhaupt; iwwerhaupt; üewerhaupt; iewerhaupt; iewerhäupt; iewwerhaupt; iwerhaapt; iwwerhäupt,iwerhaüpt; iwerhoipt; iwerhäuipt; üewerhäubt; ewerhaupt; iberhauipt; iwerhauipt; iwerhaupit; uewerhäubt; uewerhäupt; iwerhäupt; üewerhäupt
Craig,TRM,dorum; traum; traime; darum; traim; drumme; drumm; draim; träum; dräimer; term; thürmen; traam; träim; turm; tram,drum; traüm; träume; darm; traüme; trümmer; darme; dräim; drom; tràim; träumen; treima; troim; türm
Craig,FRTRPT,furttriebt; vertrybt,verderbt; verdirbt; vertribt
Craig,KRVLT,grawelt; grüwelt,krobelt; grobelt
Craig,RRT,rächt; raacht; raucht; rächter; rächte; rüecht; rüered; rührt,racht; rachte; rachter; riehrt; ràcht; rachta; rachti; raücht; räucht
Craig,FRMK,fromage; pharmacien; vermag,vermöge; vrmöge; vermöga
Craig,MN,min; mini; mon; muehn; myn; miner; mann; myni; müehn; mein; man; männer; myne; minni; miehn; meine; myner; maan; minner; maane; mäne; meinen; meiner; main; mään; minne; müen; mäine; m'an; miener; mænner; män; menü; miene; minn; määne; miin; m’en; mähn; main’; mainer; mane; maneer; manie; mayen; men; menu; meyn; minen; míni; monay; money; mynne; maine; manne,mien; mine; mina; muen; mànner; manier; meina; mian; mahne; mohn; mànn; mi'ne; muni; mäin; manner; m'en; manich
Craig,XLFR,schloofere; schloofer,schlàfere; schlofer; schlofere
Craig,FRKLT,verkleid; verkohlt; foureaukleid; frauekleider; verkält; verkälte; verkleidti,vergelte; verkleide; vergalte; vergulde; vergold; verkleida
Craig,HMLX,heimlich; himmlischen; haimliche; himmlischi,häimlichs; himmlisch; himmlische
Craig,TRV,drüwer; drowe; druewwe; driwwer; drüewwer; druewer; drüwwe; drowwe; triewe; druewwer; driewwe; driwwe; treiben; trywe; darüber; driewwer; drobe; drüwwer; triebe; drüewe; driewer; driwwen; druewe; drüwe; traawe; tryewe; trawe,dervo; triwe; driwe; driwer; drüewer; trouver; driber; drvu; darwe; derve; dervu; derwa; dorwe; drewer; driwa; drvo; drüben; driewe
Craig,XNKTNTS,schnekkedänz; schnekkedänze,schnàcketànz; schnackedanz; schnacketanz
Craig,MLX,möjlich; mejlich; milich; meejlich; mellich; möejlich; möijlich; möjliche; molsch,milch; millich
Craig,HRTST,hochzitt; hochzitter; hochzydder; hochzytt; hochzyt; hochzitte; hochzeit; hochzäiter; hochzytter,hochzit; hochziter; horizont; hochzite
Craig,SXX,sächsischen; sächsisch; sächsischer; sächsische; siechsch; süchsch; sychsch,süechsch; suechsch
Craig,PLK,police; place; balike; belegen; belügen; blicken; plag; pollacke,billig; blick; polka; blicke
Craig,AXTR,echter; oeschtreich; ischter; oestreich,astrich; oschtere
Craig,LPS,liebs; liebes; lips; là-bas; lipse,lipps; liabs
Craig,RYR,rejiere; rejier,regiera; regiere
Craig,PSRT,basiert; b'sorit; bassirt; passiert; b’sorit; bsorrit; b’suecht; bsucht; paaseert; pasiert; passeert; passirt,bsorit; posiert; b’sorijt; passiart; passierte; bassiert
Craig,HLY,heiliger; heiligi; häiliger; häiligi; heilijeh,heilige; heiliga
Craig,LYS,lawaß; legis,lawes; lejes; logis
Craig,YMR,jemer; jemmer; jehmer; jomer; joomerej,jomre; jammer; jomere
Craig,ARN,ihren; eryn; erin; erinner; eriin; ähren; arn; erno; euern; ehren,eirn; irène; aachen; ere-n; erne; ihrn; irn; ohren
Craig,SFL,sowohl; savel; säwel; suffeyel,zviel; soviel
Craig,HNT,hund; händ; hynt; hände; hünd; hint; hinder; hinde; hinunter; hönd; honnette; honte; höönd; hunte,hinte; hànd; hand; hinta; handa; hännt; hunde
Craig,SSR,süesser; süßer,sässer; süsser
Craig,FXTL,feschtel; festlich; fischdal; füstel; füstöl,feschtlich; fischtle
Craig,VRLN,verlon; verlonn; v'rloon; verleih’n; verlieh’n,verlehn; verlehne; vrlonn
Craig,LFT,lauft; luft; laaft; läüft; left; levite; lifti; löuift; luefti; lüfte; lufti,laüft; lauift; lewat; làuft; loift; läuft
Craig,ALF,allewäj; allewaj; allewej; ulf; allewäej; alleway; allewäy; allewæj; alfo; ellewej,elfe; alaüfe; elève; allewäij; élève; elf
Craig,LX,liche; lieschen; licher; liejsch; luejsch; lâche; lachs; laijsch; lauschen; lch; leche; lischen; löijsch; lösch; lösche; lossch; lüej’sch; lüejsch; lich,losch; leicha; läsche; lejsch; lichi; löscha; lusch; lajsch; leisch
Craig,AKT,aktie; ecoute; akt; aktien,akte; ageht; e'gueter
Craig,TKT,dokter; duggade; t'écoute,tact; deckt; docter; decidier; deckete; taugt; takt
Craig,MKST,machst; mixte,muckst; mückst
Craig,AXLT,ueshalte; üsschlaat,üshalte; üshalta
Craig,XMK,schmecke; schmecker; schmeke; schmekke; schmuck; schmücken; schmug,schmeck; schmecken
Craig,PTX,poetisch; badisch; baitsch; batsche; poetischen; poetischer,peitscha; badische
Craig,KNKT,gangt; g'henkt; gängd; geneigt; ghenkt; gängt; gængt; g’hängt; gängd'i; gängte; ghankt; knock-out,giengte; g'hängt; g’hänkt; genügt
Craig,ANF,ainewäy; anhewe; einewäj; unauf; unfuej,envoie; envoi
Craig,TNT,dante; donnit; dont; dande; dinte; tant; dunder; ‘tante; dant; denod; dinde; döhnt; donnant,dunte; tante; tanta; dundi; teint; dent; tenant; tiant; tinte; tönt; tüant; dient
Craig,MMSL,mamsell; mamsel; mamsall; mamsellen,mamselle; mamsella
Craig,VRTL,wörtel; wörtele; wertel; vorteil; wörtl; wöertel; wertele; vortel; wertle,wachtle; verdäile; viertel; vortäil; wörtle
Craig,ASKNK,üssgange; üßgange,üsgange; üsgang; uesgang
Craig,XMN,chemin; schämen,cheminé; cheminée
Craig,NRPR,nochbor; nochbre; noochber; noochbre,nochber; nochbere
Craig,FNK,finger; finge; fang; fiancée; fiancé; fangen; funk; funken; fing; funke,fink; fange; funka
Craig,XNT,schient; schneider; schynnt; schinder; schnieder; schand; schnejt; scheint; schande; schanté; schönheit; schinnt; schnyde; schynt; schöenheit; schind; schneijt; schnid; schnuud; schnydt,schint; schnide; schnider; schenheit; schanda; schinda; schneit; schneite; schinde; schniede; schnied
Craig,RTL,radle; rädel; radler; redlich; räddele; reddel; redli,redle; rudel; radel
Craig,KLTR,glidder; kleider; klaider; klettere; gliedder; klättre,glieder; glättere; kalter; galanterie; kälter; klett'r; kolteri; koltri; kläider
Craig,PXPL,beijspiel; beispiel; biespiel,bispiel; bäischpiel
Craig,ANFLT,aanfälti; änfälti; infallt,invalid; einfalt
Craig,PRP,proper; propper; probe,prob'; barri-ab; bürebua; bürebue; prob; brobber
Craig,TSK,zuck; zug; döisig; döüsig; dausig; zeigen; döjsig; zucker; döuisig; döusig; töusig; zaig; zeugen; züegg; zuge; zyg,zeig; zeige; ziege; zige; zoge; zeiga; ziega; taüsig; toisig; zugg; zieg; züega; züeku
Craig,ANTSX,änzich; ainzich; änziche; anzicher; anzichs; einzich; einziche; einzicher,einzichi; einzichs
Craig,VRKNT,vergniejt; v'rgnüejt; vergnijt; vergunnt; verküende; verkündt,verkünde; vergnüejt; vergnüjte; verkinde
Craig,ANXTRMT,instrümenter; instrüment,instrument; instrumente
Craig,TSTS,zedaas; zeijts,dasitzen; zatz; zatze
Craig,KRXTT,gerichtet; gerüstet,g'rischtet; g'ristet; chrischtdaa
Craig,ANV,ainewäy; anhaben; anhewe; anver; einewäj; unver; unwäyer; unwer,envoie; anwie; envoi
Craig,MSKNT,muesikante; musikante,müsikant; müsikante
Craig,TSKFTY,zuekuenftige; zuekünftige; zuekinftiger; zueküenftige; zueküenftiger,züekünftiger; züekünftige; züakinftiger; züakünftiger
Craig,KLKT,gelockt; gelegt,g'lüegt; g'legt; glegt; glockt; glüeckt; klagt; geluegt; glickt; glückt; glüegt
Craig,KSRT,gsuecht; g’suecht; gsüecht; g'suecht; g’süecht; cessiert; choisiert; g’sücht,g'süecht; gsüacht; g’sacht
Craig,ARLS,ehrlosi; erleese; erlös,ehrlos; ehrlose; erlöser
Craig,N,na; 'ne; ’ne; nee; n'; n-; noh; ‘ne; nä; nej; no’; noo; n; nich; n’; neuer; nuer; ’n; ney; nou; ''ne; 'na; 'noo; ‘noo; ’n-; ’ner; çonne; naa; nää; naau; naaue; näh; neie; neig; neu; neuen; neui; nig; noah; noeh; nöij; nöj; nüej; ny; neue,nei; ne; no; nàh; nie; -n-; nia; nu; 'n; neüe; nai; neü; ni; näi; neia; nieh; nien; nàie; nah; näie; nen; neij; 'nen; naue; neüer; ner; nüer
Craig,VNTRFTS,wunderfitz; wunderfitzi; wunderfizi,wunderfitzig; wunderfitzich
Craig,RRTS,rauch'ts; rauchts,rachts; rachtse; räuchts; rächts
Craig,VRHKST,verhext; verhexde,verhaxt; verhäxt
Craig,VRXNL,wohrschienlich; wohrschinlich; wahrscheinlich; wohrschynnlich,wohrschinlig; wohrschienlig; wahrschinlich
Craig,APS,ebbs; ebs; absaa; abso; ebbs'; ehbs; obs,ebbes; ebbis; abisse; ibiesse; ebis; abbisse; absah; ebbas; opposi; ebes
Craig,PRFS,bravs; professer; brofesser; bürewase; profasser,barfues; barfuess
Craig,AVN,yvonne; avion; ewene,ebene; ebena
Craig,PSTS,b’sitz; besitz; besitze; besizen; passez,bsitz; bsitza
Craig,FML,familli; famili; fameli; famelie; famille; famelli; famile; famillie,familie; familia; fummel
Craig,ATMPL,automobil; automobile,ottomobil; ottomopel; automoppel
Craig,SX,saasch; siehsch; sich; sechs; sachse; sachs; sachsen; sieh’sch; sych; siesch; sichs; säesch; säui’sch; saa'sch; saöjsch; sechs-e; sie‘sch; sieh‘sch; sechse,sàisch; sisch; sicher; seisch; säisch; saisch; 'sisch; säijsch; sechser; siech; sieche
Craig,AYR,öijeri; öijer; ejier; öjer; öjere; eijer; aawehre; äijer; ejerer; oijere; öijere; öijerer; ejer,ejere; eijeri; ejeri; eujere; eijere
Craig,LNK,langi; lang; langue; langen; lenken; lunge; l'ancien; lancé; lenke; ling; linken; lung,langer; länger; làng; linke; länge; langa; lànge; lunga; lange
Craig,PRTSLPM,burzelbaum; burzelbaam,büerzelbäim; burzelbäum
Craig,ARHLT,erhalten; erhält; erholt,erhalte; erhalt; erhalta; erhellt
Craig,SR,sehr; sueche; suech; sach; suchen; süür; sera; sûr; sorri; suche; sachen; ser; sorig; süche; z'r; seuchen; sie’re; sieur; saare; sarich; seren; serre; serrer; seuche; sıere; so-ere; so're; sœur; soir; sori; süch; surah; sûre; suuri; sur,süeche; süech; sache; süache; süecha; sacha; sàch; süre; soirée; sür; sach'; sähr; sarah; seri; sier; siere; sir; so-r-ä; sreich; such; soeur; surre
Craig,KXPF,g’schöpf; gschöpfer,g'schöpf; g'schäpf; gschöpf
Craig,KLF,glauwe; geloffe; glauwich; glöüwe; clowe; glaawi; glauw; g’holfe; glauwi; gläuwich; gloowe; g'holf; glaöwe; glaw; glowe; klaff; klowe; gholfe,glaüwe; gläuwe; gloiwa; g'loffe; gläuwi; ghulfa; g'hulfe; gholfa; glauiwe; gloffe; g'holfe
Craig,XPRNK,sprung; spring; schpreng; spreng; sprueng; sprüeng,springe; spranga; sprenge; springen; springer
Craig,LN,lon; lonn; loon; léon; lohn; loin; leon; lyon; luna; lün; lina; lahne; län; laune; lein; leine; line; lion; lüüne,lehn; lehne; linie; ln; lahn; lan; len; linne; lüna; lüne; lyoner; lünne
Craig,PV,babe; baba; babier; buewe; bébé; bobo,buwe; büewe
Craig,NRTS,nachtasse; nachts; naachts; nacht-s; noochts; noochze,nachtesse; nachtassa
Craig,LY,lüeje; leije; löuje; lueje; löüje; lage; lieje; löije; lueije; lüje; laije; ligue; läije; laawe; lawer; lejie; leuje; löuije; lüejen; lüge; lugie; laje; leje; lawe; löje,lüege; lawa; lüage; lige; lege; liege; lüega; làwe; liega; lüaga; lager; läje; liager; läujer; lega; liage; liger; ligi; loge; logie; logier; luega
Craig,ANTSK,aanzig; aanzigi; anzug; einzigi; änzig,einzige; einzig; anzeige; anzig; anzige; entsage
Craig,FS,vous; füeß; fuess; fass; fueß; vos; fasse; fässer; vas; vase; fois; fais; faß; fieß; fuesse; füesse; fus; fuß; füüs; vis; vis-à; vois,füess; fiess; fües; fassa; fiesse; fuss; fues; fassen; fiass; fiasse; füass; füss
Craig,XFT,schafft; schaft; schaffot; schafott,schuft; schaffott; schafte
Craig,FRLNK,v'rlange; v'rlang,verlange; verlang
Craig,SMR,summer; simmer; simm'r; simmier; sommer; zmor,somir; zmacha
Craig,KNTS,ganz; göönz; göönze; gaönze; könnts; cantus; conduis; gaönz; kienze; kindes; kinds; kinnitzer; knedes; ganzen; ganzi,kuenz; ganze; ganza; ganzer; kunnts; chantez; chunnts; kännts; kuentz; kunts; kunz
Craig,SMT,somit; sametich; sammete,samt; samete; sement; zmiddäuj; sammet; sammt
Craig,VRFR,vorfiehre; verfahre; verfuehre; vorführe,verfiehre; verfiehrer; vorfahra; verfüehre; verführer; vierfach
Craig,FT,fait; faut; vite; fette; fett; füddi; fütti; faite; fête; fatt; faute; fedder; fade; fueder; fadder; faden; fäjt; fatte; fenter; fete; fode; ften; füti; photo; vaut; veut; vide,fattig; vot'; fäder; fader; fet; fit
Craig,KLKL,glücklich; glüecklich; glükli; glickli; glüeklich,glicklig; glückli; glicklich; g'licklig; glieklig; glüeckli; glöeckel
Craig,XLF,schloofe; schloof; schlaf; schlauwe; schilf; schläf; schlafe; schlaif; schloofer; schlyffe,schlofe; schlof; schleif; schleife; schlofer; schlafen
Craig,LTN,leuten; läuten; laden; latin; leetion; leiden,lation; latten; leiten; litanei; litanej; litenei
Craig,PKRT,bekehrt; begehrt; baikert,begahrt; bougiert
Craig,TN,denne; dini; din; den; diner; dinni; dhuen; dnoh; dhüen; dine; tuen; duen; dyni; dyn; duehn; tun; dienen; thun; dinner; thuen; dinne; dyner; donne; dyne; t'en; deiner; de-n; deinen; diane; donner; t’en; deine; dän; dun; dein; dänne; dannen; dehn; deni; dhün; dîner; dino; dnho; donna; donné; dünne; tanie; teen; tini; tion; denen; dünn; diene,thien; dàne; denn; dina; dane; dene; doni; dana; dann; toni; däne; toine; dinn; danne; tenue; dänn; tüen; diener; tian; dena; denn'; dennä; t-en; taine; ten; tenu; tien; tine; tüan; ton; tön; düen
Craig,MSM,masumme; muess-em; mueß-m,mieihsam; mieihsame
Craig,YNKFR,jungfer; jungver,jungfere; jungfrauie; jungfre
Craig,TTR,theater; dodurich; dhät’r; toder; datteri; datür; didier; dooder; duet’r; toter; dutter,düderi; deter; täter
Craig,MNXT,minischter; münster; minister; müenschter; mainst; manscheede; meinst; muenschter; münschter,meinste; munster
Craig,KXLY,g'schlaawe; g'schläuje; g'schlawe; g’schlaawe; g’schlawe; gschläueje,g'schlage; gschlage; g’schlage; gschlaga; gschläuje
Craig,SS,suis; soso; sais; süesser; sois; sous; süse; süss; suess; saös; säujseh; se-s-; sehsa; sejs; siehs; sies; siessi; siß; siz; so-so; soyez; ssss; süeß; süeße; suse; süßer; suus; ses; siess; süess,siesse; sässer; siass; siess'; süsser; süüse; süsse
Craig,RS,rose; ross; riß; ros; reis; roß; riss; rs; ries; 'rs; rasig; raus; reise; ’rus; roos; raase; räis; raise; ras; räs; raß; rasse; reis’; reissen; reiz; réussie; reüssier; riesig; rossé; rues; rüesig; rüs; rusé; rüß; rüsse; rösser; rosa,rüss; rüess; risse; reis'; reisen; räise; rese; resi; rosig; rousseau
Craig,AFKRT,uffgerejt; uffg'hört,ufgerejt; ufghört
Craig,KRM,gerôme; grimme; krumm; krumme; grum; gramm; grimmi; kroom; krummer; charmé; crimée; gérôme; grimm; kram; krämer; kramme; krum,crème; kràmer; krümm; charme
Craig,VRVR,verwehre; verwach; v‘rwehre,verwache; verwahra
Craig,VRXNT,wohrschint; v'rschnied; verschändt; verschinde; verschnitte; verschunde; wohrschynt,verschànde; verschnatter
Craig,SP,supp; souper; sap; subbe,seppi; sepp; siebe; suppa; suppe
Craig,XNK,schenk; schang; schnok; schnoke; schunke; schenke; schangier; schanke; schenken; schinke; schnæcke; schnaike; schneck; schunge; chance,schank; schnick; changier; schänk; schnàck; schnake; schnoock
Craig,KRNT,grund; gerennt; grannade; garandier; granate; grient; grüend; gruende; grunde; grande; grand’; courant; crient; geraant; gerinnt; granaten; gruend; grüende; gründe; gründen; kurrent,grint; grand; g’rennt; grind; gerannt
Craig,HFL,hewel; höfli; hafel; häfele; heflich; hinfällig; höflich,höflig; heflig; hiffele
Craig,XVTS,schwyz; schwitze; schweiz; schwitz; schwatzen; schwäz,schwàtze; schwiz; schwàtz
Craig,LTR,lütter; leider; ludder; lueder; leiter; ledder; lotterie; l'autre; lädder; leijt'r; lejt'r; lintuech; luejt'r; lytter,lüter; läiter; lieder; lauter; leitere; lejt-r; lüader; liter
Craig,XVY,schwöujer; schwöjer; schwyge; schwager; schwejer,schwige; schwiega; schwöijer; schwàwe; schwiege; schwoger
Craig,KL,gell; cela; gäll; gleich; gäl; klaaue; gall; keller; gel; keeler; kel; glaich; kehl; kilo; gaul; geel; gel'; geller; kohl; kühl; klaue; col; geli; celui; chel; gaal; gääl; gähler; gala; gallier; gelaoue; gele; geleier; gell’; gellen; kehle; klaoue; klauen; kleye; kœjle; kohlen; köjle; küehl; küele; galee; klee,gli; glich; gal; galle; klei; kohler; g'lo; gàll; gälle; kaller; glo; cl; gale; galla; gaül; glei; kahl; kahle; keijle; kiahl; kiehl; kl; kläi; klaüe; küehle; gehl; gelle; kohle
Craig,KMPF,kämpf; kämpfer,kampf; kampfa; kämpfen; kämpfe
Craig,XK,schick; schicken; schik; chic; chiker; schicker; schiücker,schicke; scheik; schücker; chouc; scheicke
Craig,KRF,geruefe; crevé; gerufen; grafe; growi; caraff; curve; grafen; growe; gryff; kraf; kurive; griff,g'rüefe; greifa; greifen; gerüefe; greffier; cerveau; greife; grüefa; grüefe; grüewe; kuchafee; corvée; griffe
Craig,FLNK,füehlung; velange,flink; flinke
Craig,RF,ruef; ruefe; rüefe; räwe; ruewi; ruewe; rewe; rüewi; rüwi; räuwe; reif'; revue; rfer; riewi; ruef’; rüfe; rufen; ruf; riewe,riefe; rief; riaf; rfüer; riawe; riwe; rfuer; riafa; riawi; riefa; ruff; reif; rufe
Craig,KFST,gewisst; gewißt; gewüßt; gfasst; g’fasst; gewüeßt; gfaßt; gfizt; gewusst; gewußt; gfezter; gewüsst,gewüesst; g'fasst
Craig,PVS,bewiese; bewyes; beweisen; beweis; bewiß; bewys; bewyse; bewies,bewis; bewise; bewiesa
Craig,ARM,erum; ejrem; ierem; armi; eurem; irem; armen; armer; er-em; ärmer; erummer; euerem; iehrem,ihrem; arme; arm; eürem; arma; äirem; eirem; ärm; eierm; armee; aerm
Craig,ARV,erwer; arriver; erüewer; arrive; eriewwer; eruewer; erüwer; ohreweh,erwe; araber; erwa
Craig,ASS,assez; asse-s,ass-es; ass-s; ass-se; asses
Craig,XFL,schäfel; schäfele; schaufler; schiffele; schofle; schöüfel; schöüfli,schüfel; schäfle; schifele; schüfle
