mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,NSKN,n z k a n; n s k i n; n s a g n; n s c e n,n s g e n; n z k o n
Craig,TKTS,d e k ä z; t g z e h,t o c k z
Craig,SPF,s e p f a; z b u e w; _ s e p f; s s e p f,s e p f e; s e - p f; z b ü e w
Craig,VV,h w o w e; w o w e _; w i e w e; _ w i e w; _ v i v e; v i v e _; _ w y e w; w y e w e; h w e b e; _ w y w e; _ w a - w; w a - w a; w y w e r; _ v e b u; h w o o w; w o o w e; w o w e n; w e b e r; _ w e j w; w e j w i; _ v e b i; _ v e w i; _ v i v i; _ w e i v; _ w e w w; _ w i - w; _ w o - w; _ w o b e; - w i e w; h w ä b i; v i e w e; w . . . w; w a y b i; w e b e n; w e ï b e; w e i v h; w e v e r; w e v i e; w e w e h; w e w w e; w i - w i; w i w i e; w o - w o; w v e r _; w w e w i; _ v i v a,_ w i w e; w i w e r; w e w e _; _ w i e v; w i e v i; h w e w e; _ w à w e; h w ä w e; w ä w e _; _ w e w e; w e w e r; _ w i v e; h w à w e; w à w e _; _ w e - w; w e - w e; w i v e _; w i v e r; w ä w e h; w e i b e
Craig,KNRT,g n i r t,g n a r d
Craig,PLF,b l i e w; _ b l y w; b u l v e; b l y w e; b l a u f; b l y e w; b e l e w; b l y w _; h b u l v; _ b u l v; _ p l i f; b b e l f; b e l f o; b e l i f; b l ä u f; b l o v o; b l ü f f; b o l e w; p i e l f; p l i f f; p p e l f,b l i w e; _ b l i w; ' b l i w; p u l v e; b l i e f; b l i w a; _ p u l v; b h e l f; b l e i w; b l o i f; _ p l a f; p l a f o
Craig,NTXP,n d s b o; n d e s b; n e d s b,n a t s p
Craig,FTSK,f f z i g; f z i g _; f f z u g; f t i s c; f t s g u; f ü t s c; f z e i c; v a t s c; v e z u c,f u t s c; f e z o g; f t s a c; f z u g _
Craig,VTL,v e t t l; w ä d e l; w a i d l; _ w ä d l; _ w i t l; w ä d l e; w e t t l; w i t l o,w i t t l; w à d e l; w a d e l; w à i d l
Craig,NTRK,n d r u c; n d e r k; n t e r k; n t r a k; n d r ä c; n d r i c; n d r ü c; n t r ä g; n t r i c; n d e r g,n t e r g; n t r a g; n t r i g
Craig,APTK,o b d a c,à b t i g; a b d e c; a b t a g; a b t i g
Craig,ATHL,e t h l _; a t h l e; _ a t h l; e t h l i; u e t h l; e t h a l; ä t h l _; e d h ä l; i e t h l; u t h a l; ü t h l i; a t h o l; i t h a l,e t h l e; a t h e l
Craig,NTKL,n d e g l; n d g l ä; n d k a l,n d g ü l
Craig,TVS,t w a s _; t i v e s; t w a s s; d w a s s; d e b a ß; d i b ü s; d ü w e s; t i b ü s; t w i e s,d i v i s; t e b à s
Craig,ATRV,e t r i w; e t r a w; i d e r v; i d e r w; i t a r w; o d r i w,i t e r w; e d e r v; e t e r w
Craig,RR,r o o c h; r a u c h; _ r ä c h; r a a c h; r i è r e; r a i r e; r a c h e; r o c h e; r h ö e r; r ä c h e; r r i è r; r h e r e; r h i e r; r ü c h ’; r ü e h r; r ü e r e; r ü r i _; _ r ü h r; r u e h r; r ü h r e; r e r e j; r è r e _; r e h r u; r - e r _; r e r i e; r h ö r e; r i r e _; r r i e r; r o c h _; r ä c h _; _ r ü e r; r r ä c h; r i e r e; r r r r _; h r e r i; r ä c h i; r h o o r; r h y r o; r ü h r _; r ü ü r i; ' r e h r; r h e r r; r ü c h i; _ r a r e; _ r a r i; _ r i è r; _ r i e r; _ r ö h r; - r - e r; ‘ r i r r; r a c h i; r a i r _; r a r e r; r a u è r; r a u r e; r a u r i; r a y e r; r e e h r; r e e r e; r e r e r; r e u r _; r e y e r; r h a a r; r h e i r; r h y r a; r i e u r; r i r r e; r i r r u; r ö h r e; r o i r e; r ü e i r; r u i r e; r ü r e _; r ü ü r e; r u u r i; r u c h _; r r e r _; r o h r _; r a u e r; r e r e i; r h ö r _,_ r a c h; h r e r _; r a c h a; r ü c h e; r r à c h; r h a r _; r ü e c h; r i e h r; _ r à c h; r à c h e; r a ü c h; r ä u c h; r h i r o; r h e r _; _ r e h r; r e - r e; r o c h a; r ü c h _; _ r a r _; r e i e r; r h e e r; r i a h r; ' r e r _; r ä r ä ä; r a r i e; r e h r a; r e ü e r; r ü c h a; _ r e r _; r e u e r; r u e c h; _ r ü c h; _ r o h r; r ä ä r ä; _ r a - r; _ r e y r; r a - r a; r ä ä ä r; r à c h _; r ä c h a; r à c h i; r ä r ä _; r a ü e r; r ç e u r; r e h r _; r e y r a; r h ö r a; r i e r r; r ü e r _; r ü h r u; r ü r ä _; r o r e _; r a c h _; r ü r i g; r u c h e; r h a r r; r u i e r; r i e r _; r - e r e; h r e r e; r e r e _
Craig,TSNL,z ä h n l; z e n l o,z i n a l
Craig,AMPT,a m p e t; a m b e t; y m p t o; u m p e t; u m p i t; y m b a d; a m b i t; i m b a d; i m b e t; o m p a t; u m p e d; u m p u d; i m p i d; o m p e d; u m b e d; u m b e t; u m b t _; y m p a t; o m p e t,a m b e d; u m p t _; a m p u t; i m p e t; o m p t e; o m p t o; e m b e t; o m p t _
Craig,ANKSK,i n g s c; e n k s c; y n g s c; e n g s c; u n g s k; o n g s c; a n g s c; æ n g s c,ä n g s c; ü n g s c; a n k s c; ä n k s c; i n k s c; u n g s c
Craig,RSLT,r s l y t,r s l i t; r s o l d
Craig,ATHR,a t h r i; a n t h r; o d h a r; o t h r i; a t h a r; ä t h e r; e t h ö r; e t h r o; i t h ö r; i t h ü r,i t h a r; e t h e r; a t h e r; o t h e r
Craig,MRTS,m h e r z; m ä r z _; _ m ä r z; m m e r z; m o r d s; _ m a r z; m a r z i; _ m e r z; h m ä r z; h m i r z; m e r z i; m h a r z; m i r z e; m e r z _; h m e r z,h m a r z; m a r z e; m e r z e; m a r z _; m e h r z
Craig,ASLT,e s ü l t; e s u l t; a s e l t; a s l a d; a s l a t; a ß l e d; é s u l t; i s o l d; i s o l t; y s e l t; e s e l t,e ß l e t; ü s l i t
Craig,NTH,n t h u e; n d h u e; n d h e i; n d h ü e; n d h a i; n t h e i; _ n o d h; n d e h ü; n o d h a; n t h e _; n t h e r; n n t h e; _ n y d h; n d e h a; n ö t h ’; n y d h a; _ n ö t h,n ö t h i; n n ö t h; _ n o t h; n o t h _; n d h ä i; n e t h o; n n o t h; n o t h i; n d e h e
Craig,ATNS,i t e n s; e d e n s; e t n u ß; e d a n z; e d ä n z; i d e n s; a t a n s; a t e n z; e t ä n z; e t n u s,e t à n z; u t o n s; a t o n s; e d ö n z; i d n i s; e t a n z
Craig,APLM,i p l o m; a b l e m; e b l u m; i b l e m; o b l e m; u b l i m,e b l ü m; e p l u m
Craig,LPSK,l b s k o; l æ b s c; l e b s c,l i b s c; l a b s c; l ä b s c; l i b s k
Craig,ALS,_ a l s _; u l e s _; a l l e z; e l s e _; e l e s e; a l o i s; _ e l s ä; i e l s _; i a l i s; _ a l l z; o l o s s; e l o s s; _ a l s a; i l l e s; a l ö s _; o o l s _; e i l s s; e l a s s; e l l e s; e l l o s; e l o s i; e l s e n; o l e s _; _ i l s _; a l i s e; a l l ü s; e e l i s; e e l s _; e e l s o; e h l s a; e l æ s e; e l l s a; e l s a u; i l l ‘ s; i l l ü s; ö e l l s; u e h l s; ü e l l s; ü l l s _; y a l i s; e l e i s; e l l i s; e i l s a; e l o s _; i e l a s; i e l e s; i l o s o; i l l s _; a u l ü s; o l i ß _; u l ü s _; e u l s _; ö l l e s; _ a l e s; _ a l s i; _ e l e s; _ i l ü s; a - a l s; ä e l s _; ä h l ' s; a l e s _; a l e z -; a l i s a; a l l ’ s; a l l i z; a l l s -; a l s e _; a l u s _; a l u s e; a u l u s; e a l i s; e e h l s; e h l s ä; e l a a s; e l e s -; e l e s a; e l e s s; e l i s a; e l l ’ s; e l l s o; e l ö e s; e l o o s; e l ö s s; e y e l s; i e l s i; i j l o s; i l a u s; i l e - s; i l e h s; i l e s _; i l e s ä; i l e s s; i l l i s; i l l o s; i l ü s s; o i l e s; o l i e s; o l i s s; o l l ' s; o l l i s; o l l o s; o l o s _; u e l o s; u e l s _; ü e l s _; u l o s _; ü l s i e; u l u s _; y e l s _; i l l u s; _ a l l s; a l i s i,a l s o _; _ e l i s; _ a l s o; e l i s _; e l i s e; a l o y s; o l l e s; a l o u s; _ e l s a; i e h l s; i l l e z; e l a s e; e h l s _; i l i s i; a l a i s; o l l ’ s; o u l i s; u l i s s; i l a s a; a l e e s; ü e l o s; o l l s _; e l o s e; a l o s _; _ a l i s; _ e l l s; _ e l s à; _ i l l z; a a l s a; ä l l e z; a l l s a; e l i e z; e l i s è; e l l s e; e l s a _; e l s o h; i e l s a; i l i e s; o h l e s; o l o s a; o l z h o; ü l e s e; ü l l s a; u l o s e; e l e s _; e i l s _; e l ä s e; a l l e s; e u l o s; i l o u s; o l z h a; o u l e z; u l e z -; e l l s _; a l l s _
Craig,HMR,h a m e r; h ü m o r; h a a m r; h e i m r; h e m a r; h o m a r,h ü m e r; h u m o r; h e - m r; h e m e r
Craig,PRTR,b e r t r,p o r t r; b r o d r
Craig,APFTS,o p f e z,ä p f t s; a p f e z
Craig,ARTSH,i r t s h; e r d s h; u r t s h,o r d s h
Craig,APLP,a b l e b,o b l i b
Craig,RL,r l i c h; r ä u l e; r o l l _; r e l e _; r i l l _; r l e i j; r e i l i; h r e l _; r a l e _; r e j l e; r i e l l; r ü e h l; r ä h l e; r e i j l; r ü e l _; ' r l o o; r r e l a; r o l l i; h r e l ä; r i l l i; r ö l l e; r r e l e; r e l l e; h r l i _; r a l l _; r h e i l; r i o l o; r o l e r; _ r ö l l; - o r l e; ' r l i e; r a l l e; r e i l _; r h o l u; r i e l a; r l ä i _; r l a j _; r l e i h; r r e l _; r u e h l; r o y a l; r a u e l; r i a l _; _ r o l l; r e u l i; _ r e l e; ‘ r l ö i; r l ö i j; r o u l è; _ r e a l; _ r e j l; _ r e l a; _ r i e l; ' r l a u; r ä h l _; r a i l i; r ä j l i; r a l e r; r a l i e; r e a l i; r e h l e; r e l a u; r h e h l; r h o l _; r i e l _; r i e l i; r i e l o; r i o l _; r l ä u e; r l a y _; r l e y _; r l i e h; r l i e j; r l i h _; r ô l e _; r o l l ä; r r e j l; r r e l y; r r l e _; r u e l _; r ü e l ä; r u e l e; r u e l i; r ü e l i; r ü ü l i; r ü e l l; h r e l a; r a h l e; r l e r _,r l i g _; h r l i g; r ö h l i; _ r e l i; r e l i g; r o u i l; r r l i g; r i e h l; r l o h _; r e l l _; r l e i g; r ü e l e; r o l l a; r u l a _; r a u l e; r a i l _; r i l l e; r a l a g; r l ä u i; r h o l e; r o l l e; _ r e l l; r - l e -; r a ë l _; r à i l l; r ä j l e; r h a l l; r h ä l l; r i a l e; r ö j l i; r o l l o; r r a l i; r ü l l _; r l e i _; h r l e _; r l i e r; r o l e _; r i l l a; r e i l l; r e u l o; r h e l l; r i o l e
Craig,PKY,b g e g e,b g a w e
Craig,ATLS,e d e l s; i t a l s; o d e l s; a t e l s; e t l i s; a d e l s; i t l e s; i t l o s; ü t ü l s,ü d e l s; u d e l s; ü d l a s; ä d e l s; e t e l s; e t l o s
Craig,AKNK,i k u n g; ü g u n g; i g u n g; e k n e c; e k n i c; a g u n g; e g e n g; i g e n c; i g i n g; i k n e c; ü g a n g,e g u n g; e g a n g; e k n ä c; o g a n g; u g a n g; e g ä n g; e g i n g; i g a n g
Craig,STS,_ s i t z; s s e z _; s e t z _; _ s e t z; _ s u z a; s o z i a; _ s o z e; s e t z e; _ s o z i; s ä t z _; s i t z _; _ s a t z; _ s ä t z; _ s i z e; s a t z h; s i z e _; s e t z u; s a t z _; s a n t s; s a t i s; _ s z e n; s z e i j; _ s e z i; _ s i t s; _ s i z _; _ s o - z; ' s t i s; ’ s i t z; ’ s t o ß; h s e z u; s a t t s; s ä t z e; s e z i e; s i e d s; s i e t z; s i t s _; s i t t s; s i t z i; s i z e n; s o - z e; s o y e z; s s t i s; s s t o s; s s z a u; s z e i h; s z e j _; s z e n _; s z e y e; s z i e r; ß t e s _; z d ö ü s; z t e s _; s s i t z; ’ s e t z; h s t e s; s i z i e,s z i e h; ' s e t z; z ' z i e; ' s i t z; s o t t s; s i t z e; _ s u z i; s s z e h; s s z e j; s u z i _; _ s e t s; ' s t o s; s s e t z; s i t z u; _ s ü z i; ’ s t o s; s e h t s; s e t a s; s e t z -; s e t z a; s i d e z; s i t e s; s i t z a; s s ’ z i; s s e z i; s s t e s; s s z e r; s ü z i _; s z u e _; ß t ’ s e; z ' z a h; s e i t s; s o d a s
Craig,TSLR,t s e l r; z e l ä r; z e l e r; z l e h r,z l e r _; t z l e r; z a h l r
Craig,PKL,p e k ü l; b ä c k l; b g h o l; b g e l e; b u c k l; b ä k k l; b e g l ä; b g e l a; b g e l o; p i c k l; p e g l o; b e c i l; b e g l ü; b i k l _; b ü e g l; b u k k l; p i k k l; p o k a l; p e k u l,_ b e g l; b e g l e; b g ' l e; _ b e k l; b e k l a; p a c k l; b e g l i; b g h a l; b é c i l; b a c k l; _ p a k l; ' b e g l; b e g e l; b g e l i; p à c k l; p a k l a; p i e g l; p i k e l; p i k l o; p p i k l; p ä c k l; b e g l o; b e k l ö
Craig,PKS,b a c h s; _ b o x _; _ b o x -; b g s ä j; p a c k s; p e c h s; _ b o c s; b b k e s; b k e s s; b o c s _; _ b i x _; _ b o k s; _ b u x _; b e g s i; b é k o s; b g s u e; b g s ü ü; b o c k s; b o k s s; p i g e s; p o k u s; _ p a i x; p a i x _; b g s e h,b i g ü s; b ü c h s; b i c h s; _ b o x e; b g ' s à; b g ’ s a; b i g o s; b o x e r; p à c k s; b u c h s; p e c k s; b o x e _
Craig,ANTH,e n t h a; _ a n t h; u n d h e; _ a n d h; a n d h u; a n t h u; u n d h a; ü n d h a; e i n t h; i n t h e; i n t h u; i n d h e; a n n t h; a n t h e; y n t h a; e i n d h; e n t h e; e n t h ü; i n d h u; y n t h e; _ e n t h; u n d h ä,ü n d h ä; ü n d h e; a n d h a; a n e t h; e n t h o; a n d h ü
Craig,XLS,c h l u ß; c h l ö s; c h l u s; c h e l s; c h l o ß; c h l ü ß; c h l e s; c h l ä s; c h l a ß; c h u l s; s h o l z,c h l i s; c h l ü s; c h l o s
Craig,YKT,j e k t _; j - k a t; j e c t i; j ü g e d,_ j a g d; _ j a g t; j a g t _; j a g d a; j u c k t; j a g d _
Craig,NXPR,n s p r u; n s b r u; n n s p r; n s p e r; n s p i r; n s p r a; n s p r o; n s p r ü; n s p o r,n s p a r; n s b r i
Craig,XMK,c h m a c; c h m ü c; c h m e k; c h m u c; c h m a k; c h m i c; c h m ü g; s h m e c; c h m ä c; c h m u g,c h m e c
Craig,NTSH,n z e h a; n d s h a; n d s h i; n z e h ö; n z u h ö,n d e s h
Craig,SVY,s w ä j e; s v ö j e; s v o g e; s w a j e; s w e j e,s w e g e; s w a g e
Craig,VRS,_ w u r s; _ v ' r s; v e r s u; _ v o r s; _ w ä r s; w u r r s; v o r s i; _ w e r z; v e r s e; v e r s a; _ v ‘ r s; w e r s _; w ü e r s; w w e r s; _ v ’ r s; h w e r s; _ w a r z; v e r s _; w w e r z; v e r s o; _ w u r z; v ' r s a; v r e s a; v e r s i; w u e r s; _ w e r s; _ w y r s; v ' r s ü; v o i r s; v o r s e; w i e r s; w e r a s; _ v ä r s; _ v r s ü; _ w ü r z; h w ö r s; h w o r z; v ' r s u; v ' r y s; v ’ r ü s; v ä r s _; v o r s o; v r a i s; v u r r s; w ä r e s; w e r ’ s; w e r i s; w e r ü s; w ö r e s; w ö r s _; w ü e r z; w ü r z _; w y e r s; w ä r s _,w o h r s; _ w i r s; _ v e r s; _ w a r s; v e r s ü; w a r s _; v o r ü s; _ w ü r s; v r e s _; _ v a r s; v o r z '; v e r s à; _ w à r s; h w a r z; w a r z _; v i e r s; v ' r i s; h w ä r z; v o r u s; h w a r s; v e r i s; _ v r s i; h w ä r s; v a r s e; v o r - s; v o r s _; w e r - s; _ w o r s; w e r e s; v e r s ä; v e r s ö; w a h r s
Craig,ARHS,e r h o s,e r h ü s; e r h i s; e r h a s; o r h ü s
Craig,HRP,h a r e b; h e r ü b; h o o r b; h i e r b,h e r a b; h à r à b; h ä r p _; h e r b o; h i r e b; h u r e p; _ h e r b; h e r b e
Craig,NKNK,n g u n g; n c i n g; n k u n g,n g a n g
Craig,RKNP,r k n ö p,r k n e p; r k n ü p
Craig,VRV,v e r w e; v e r w a; w i r w e; _ v ' r w; v e r w ö; v o r e w; v o r w ü; w e r v e; _ v e r v; _ w i r w; h w e r v; v ' r w o; v e r v o; v o r w e; w w e r w; w e r w i; w e r v o; w e r w o; _ v ‘ r w; _ v o r v; v ' r w e; v ' r w i; v ' r w ö; v ‘ r w e; v e r a w; v e r e w; v e r w y; v o r v ä; w r i e w; w e r w u; v o r w i; w e r w a,_ v o r w; v e r w i; v o r w à; _ v e r w; v o r w a; _ v r w a; v o r i w; v o r w ä; v e r w ü; w e r w ä; v e r i w; v e r w o; v o r ü w; w a r w a; w à r w e; w o r w a; w o r w e; v e r w u; v e r w ä; v o r w u
Craig,XPNS,s p e n s; s p i n s; s p o n s,s p ä n s; s p a n s
Craig,RYM,r é g i m; r j e m o; r a w e m; r j e m ä; r r j e m,r e g i m; r j ä m e; r r j ä m; r e j e m; r j e m e
Craig,HKK,h i c a g,h i g a g; h i g k e
Craig,RTRN,r t r a n; r t r i n; r t r ä n,r t r à n; r t r e n; r t r u n; r d r ä n
Craig,KSXT,x i s t i,x i s t e
Craig,ARKM,o r k u m; e r k u m; o r k o m; e r g e m; e r k o m; o r g e m,ü r k e m; e r k a m; e r k ä m
Craig,TN,d e n n e; _ d i n i; d i n i _; t e h n _; _ d e n _; _ d i n e; _ d i n _; d i n e r; t i o n _; _ d i n n; d h ü e n; _ d o n n; d i n n i; d h u e n; _ d i e n; d i n n e; h t e n _; _ d n o h; d n o h _; d o h n _; t t e n _; d o n n e; t i o n e; t u e n _; t h u e n; _ d y n i; d y n i _; _ t u e n; _ d y n e; t a a n _; _ d y n _; d u e h n; d u e n _; _ d e i n; _ t h u n; h t e h n; t h u n _; _ d u e n; d e i n e; d i e n e; t o n n e; _ d e n n; d e n i _; t i o n a; _ t e n n; t e n n i; d o n n a; t i o n ä; _ t u n _; d y n e r; t i n e n; d e n e r; t ' e n _; _ t ' e n; d o n n i; _ t o n n; t i n i _; t ’ n e _; t e n a u; _ d e - n; d y n e _; t h o n _; t i o n i; t i n o _; _ d a ö n; _ t e n e; d e - n _; t a i n _; t h a n _; t u n e _; d i e n _; _ d e n u; h t i o n; _ d i a n; _ t ’ e n; d d y n i; d h o n _; t ' n e _; t ’ e n _; t e h n '; t h e n _; t i o n n; t ü n n e; d e i n _; t t ’ n e; _ d ä n _; _ d e n ä; _ d i n ‘; _ d u n _; d e n h e; d o n n o; d t e n _; t a a n e; t ä n i g; t e n - e; t e n i _; t e n i e; d i a n e; t t i n _; _ d ü n n; d i n a i; t e i n a; t e n e r; t t e n e; _ d y n a; ' t ' e n; d ’ n e _; t a u n e; t o n n i; _ ‘ t a n; _ d a n ä; _ d e h n; _ d e n æ; _ d e n i; _ d h ü n; _ d î n e; _ d i n o; _ d n h o; _ d ö h n; _ d ö ö n; _ d ü ’ n; _ t a n i; _ t e e n; _ t h a n; _ t i n i; _ t o n a; _ t ö n e; - d i - n; - d i e n; - t i o n; . . d e n; ’ é t o n; d a a n a; d a n n -; d ä n n e; d a u u n; d e - n ä; d e e n _; d e e n e; d e h n _; d e i n ’; d e n h a; d e n n o; d h o n i; d h ü n _; d i - n a; d i e n u; d i h n e; d î n e r; d i n i e; d i n o _; d n h o _; d o n n é; d ü ’ n e; d ü n n e; h t ’ n e; h t e n i; t - a n n; t ‘ n e _; t a a n h; t a n é _; t ä n e _; t ä n e .; t a n e n; t a n i e; t e - n e; t e e n _; t e e n e; t e i n -; t e n e e; t e n o o; t i e n n; t i n ’ _; t i n n e; t i n u e; t o i n _; t o n e n; t ö n e n; t o n n é; t t - i n; t t ' n e; t t ‘ n e; t t e - n; t t e n -; t u n n _; d e n e n; _ t i o n; d ü n n _; t i e n _,_ t i e n; t h i e n; _ d à n e; d à n e _; d e n n _; t h ü e n; d e n e _; _ d a n n; _ d e n e; d a n n _; _ d a n e; d a n e _; d o n i _; _ d i n a; d i n a _; t i n e _; _ d o n i; d a n a _; _ t a n n; t a n n e; t a i n e; _ d a n a; t o i n e; t e i n _; _ d ä n e; d ä n e _; _ t o n i; t o n i _; _ d u n n; d u n n e; _ t o i n; t n à h _; t n e r _; d i n n _; _ t e n u; t - n e _; t i a n _; d i n e _; d a n e r; t ä i n _; t e n e _; t ü n e _; _ t e i n; _ t i a n; _ d i n '; _ t ü a n; h t i n a; t e n u e; t h e n e; t i n a _; t o n n a; d a n n e; _ t ü e n; d ä n n _; t ü e n _; h t i a n; t e - n _; t e i n e; d i a n i; _ d e n a; _ d i - n; _ t - e n; _ t a i n; _ t e n _; _ t e n a; _ t i n e; d ’ h o n; d e n a _; d e n n ä; d i - n e; d i e n a; d i n n ’; d i n n a; d i o n _; d o y e n; d u e n -; h t e - n; h t i e n; t - e - n; t - e i n; t - e n _; t a n ç o; t a n e _; t a n e i; t a n e j; t e h ’ n; t e h n u; t e n e i; t e n u _; t i - o n; t i n i e; t ö n e _; t t - n ’; t t i n e; t ü a n _; t u n é e; _ t o n _; _ d ä n n; _ d a n i; d a n i e; _ t ö n _; _ d e n o; d e n n '; d o o n _; t o n n è; _ d ü e n; d n e r _; d ü e n _
Craig,ANXPR,a n s p r,e n s b r
Craig,RFNT,r f u n d,r f i n d
Craig,PKP,b g e b e; b e k a b; b g i b b; b g i e b,b i g o b; b e g a b; p a g e p
Craig,LRX,l ä r c h; l r e c h,l e r c h
Craig,STK,’ s t e c; ’ s t o c; s s t e c; s y d e k; ' s t o c,s i t e k; ' s t e c; s s t i g; ' s t a c; ' s t i g; s i t i g; s s t ü c; ' s t i c; s s t i c
Craig,TRTSV,_ d r z w; d r z w i,d e r z w
Craig,NTLS,n d e l s; n t e l s; n d l i s; n d l o s,n t l a s
Craig,XVR,c h w a r; c h w æ r; c h v ' r; c h w r i; c h w y r; s c h w r,c h w ö r; c h w o r; c h w u r; c h w à r; c h w ü r; c h w ä r
Craig,HTL,h e i t l; h i e d l; h ô t e l; h a n t l; _ h e t l; _ h u d l; h ä d l i; h a t ü l; h e n t l; h u d l e; h ü e t l; h ü t t l; h u t t l,h a d e l; h ä d e l; h o t e l; h a t u l; h e e t l; h u d e l; h i t t l; h u d d l
Craig,SVRM,s v e r m; s w u r m,s w i r m
Craig,TTSV,_ d a z w; d a z w i; t o d s w,_ d e z w; d e z w i; h t e z w; t e z w a
Craig,MPRN,m p r e n,m b r i n
Craig,RLXT,r l o s t; r l u s t,r l ö s t
Craig,LMXT,l m o s t,l m e s t
Craig,MFL,m ö w e l; m f l e _; m f l i e; m e n f l; m e v o l; m e w e l; m f e l e; m i f o l,m e f a l; m e f l a; m m e f l; m f a l l
Craig,ASKSK,ü s g s c; i z g s c,o s g s c
Craig,AFRS,e w e r s; i v e r s; e w e r z; ü w e r s; a v o r s; a v r e s; e w ü r z; i w e r z; a w ü r s; e v e r s; e w ü r s; ö w e r s; u v e r s; ü w e r z; e f ö r s; e f r a ß; e v o r z; o w e r s; u f e r s; y w e r s; i f e r s,u f e r z; i w e r s; e w u r s; i v r e s; è v r e s; e w i r s; o f o r s; u f o r s; ü f e r s; e f r e s; e v o r s
Craig,PFNK,p f i n g; p f ä n g; p f u n g,p f a n g
Craig,PRTV,b r o t w,b r a t w
Craig,ANYL,e n j e l; a n j e l,i n j e l
Craig,XTR,_ s t r ü; s t r o o; s t i e r; s d i r a; _ s t r a; _ s t r o; s t r o h; s t a r i; _ s t r ä; _ s t e r; s t o r i; s t r i e; s d i r e; s c h t r; _ s t o r; _ s t r i; _ s t ü r; s t ü e r; _ s t æ r; c h t r ä; s t r ü e; s t r ä h; c h t r e; c h t r o; _ s t r y; s d i e r; s t ä r i; s t e e r; s t o c h; s t r ä i; c h t ' r; s t ' r _; s t r e n; c h t o r; s t e r i; _ s t y r; s t r a u; s t ’ r _; s t e r a; s t r a h; s t r e h; s t r ö e; s t y r _; s t y r e; s t r e _; c h t r i; s t r a i; c h e d r; c h t ö r; c h t r ü; c h t ü r; s d a c h; s d r a a; s d r ü e; s d ü e r; s t a r _; s t e r -; s t e r u; s t ö r _; s t r ä u; s t r a y; s t r e j; s t r e r; s t r i g; s t r u e; s t r ü i; s t r y e; s t u e r; s t ü r _; s t y e r; _ s t r ö; s t ö r u; s t r e u,s t e r _; _ s t i r; _ s t a r; _ s t r u; s t i r _; _ s t ö r; s t ö r e; s t r e i; _ s t ä r; s t ü c h; _ s t u r; s t ö e r; s t - r _; s t r a ü; s t a r r; c h t r a; s t è r e; c h t ’ r; c h a t r; c h t i r; c h t r _; s d r a i; s t ä c h; s t ë r _; s t i a r; s t ö c h; s t r a -; s t r a e; s t r o i; s t r u i; s t a c h; s t e r e; s t o r _; c h t r u; s t i r e; s t a u r; _ s t r e
Craig,MTKL,m i t g l,m e t k l
Craig,RSM,r s a m m; r o s s m; r s a m e; h r s a m; r s a m _; ' r s a m; r s ä u m; _ r o s m; h r s m a; h r s m i; r e s a m; r o s m e; r o ß m a; r s m a i; r y z m i; r z m i e,r o s a m; r i z ' m; r s ü m e
Craig,RTSR,r z e r _; r z e h r; ' r z i r; ' r z ü r; r d s r e; r z u c h; r z u e r; r z ü e r,r t s o r; r z e r i; r z e r r; r z i e r
Craig,AMTSK,a m t s g; u m z e g; a m t s c; u m z i c; u m z u g,u m z u k
Craig,SFR,s e f r a; s e w i r; s f ü h r; s f a h r; s f ü e r; s p h ä r; s v e r e; s v e r r; s f r a u; s - f u r; s - v e r; s ' f e r; s e v e r; s f r e u; s f r ü e; s f u e r; s i v e r; s o f e r; s s f r a; s u i v r; s v e r a; s y f e r; z f r a u; z f r i e,s f r a ü; s ü f e r; s o f o r; s e f o r; s e w e r; z f a h r; _ s ü f r; s s v e r; s ü f r a; s f a c h
Craig,AKML,i g m o l,a g m o l
Craig,XPLP,s b l y b; s p l a p,s b l i b
Craig,RNXT,r n e s t; r n s t e; r a n s t; r o n s d; r ü n s t,r n s t _; r ä n s t
Craig,RKRL,r k r a l,r g e r l
Craig,NLK,h n l i c; n n l i c; n l a g e; n a l l k; n e l l g; n l a g u; n l e u c; n l i k e; n l o c k,n l i g _; h n l i g; n l i g e; n n l i g; n l ä i c; n l e g i; n l o g i
Craig,HYN,h e h e n; h o h e n,h i g a n
Craig,XY,c h e g e; c h j a _; _ c h j a; c h a g o; c h a w e; c h e g i; c h o j e; c h ö j j,c h i g a; c h - j o; c h u h j; s c h - j
Craig,XFT,c h ä f t; c h a f t; c h ä f d; c h i f t; s h a f t,c h à f t; c h u f t
Craig,AHTS,e h i t z; e h o z _,a h e z u
Craig,NPKS,n a b g s,n p a k s
