mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,NSN,n s e h n; n e s s n; n a s e n; n e s e n; n i s o n; n s - n o; n s o h n; n s o n n; n z n i _,n s i o n; n ’ s n i; n s o n _; n s i n n; n s a h n; h n s i n
Craig,PXTV,b s t v e,b s t w i
Craig,HPL,h o p p l; h a b l ü; h ö p p l; h e b l ä; h e p p l; _ h e p l; h e p l a; _ h o p l; h a p e l; h a u p l; h o p l a; h u p p l; h ü b l a,h ä p p l; h e b l ü
Craig,STSK,s z e i c; s z e k u; s i t s c; s z a i c; s z e g e; s z ü g e,s z o g e; s e t s c; s e z o g; s z i e g; s z u g _
Craig,PLS,_ p l u s; b l o o s; b o l i z; p l u s _; b b e l s; b l o s _; p i e l s; b e l z _; p l a i s; _ b e l z; b e l s _; p l u s i; p a l a s; _ b l ü s; b l ü s _; b l o u s; b l e s _; p l a ß _; _ b l i z; _ p l ä s; p l ä s i; _ p u l s; p u l s _; _ p l a s; _ p l a ß; p e l i s; _ b l e ß; _ b l o ß; b b l o s; b l o ß _; b o l i s; p o l i z; b l u e s; _ p l a z; b o l i ß; _ b l e z; p l a s i; p l a z _; _ b a l s; _ p l ä ß; _ p l æ s; _ p l i z; _ p l ü s; - p l ä s; b a l s _; b e l ü s; b i e l s; b l e i s; b l e ß _; b l ü ü s; h p e l z; p i l z _; p l a s e; p l ä s e; p l æ s i; p o l i s; p ü l s i; _ b l e s; b l e s s; b l a s s,b l o s e; p l i e s; b l i e s; _ b l o s; b l o s s; _ p e l z; p p e l s; b e l ä s; p e l z _; b l ü e s; _ b e l s; b a l i s; b a l l s; b e l a s; b e l e s; b l ü s e; p e l s e; p e l s o; p p e l z; _ b l a s; _ b l i s; p a l ä s; p e l s _
Craig,KLXT,g l a s d; g l u s t,k l o s t; g l o s t
Craig,NF,_ n u f f; _ n o u v; n o u v e; _ n e w e; n u f f _; h n ü ü f; n ä w e _; n ü ü f e; n n i v e; n e w e _; _ n e v ö; n e v ö _; _ n u w e; n u e w e; _ n i e w; _ n u e w; h n e e w; n e w a j; n i e w e; n ü ü f _; _ n ä w e; h n u u f; n n e w e; _ n ü w e; h n u f e; h n ü f f; n e e w a; n f ü e r; n n e w ä; n o f f e; n u f e _; n ü f f e; n v i e h; h n ä w e; n e u f f; n i e f a; n n e u f; _ ’ n u f; _ n - o w; _ n a f '; _ n a i v; _ n a w _; _ n e f f; _ n e w y; _ n f f _; _ n i f i; _ n i n f; _ n o h f; - i n v e; - n u f f; ' u n i v; ’ i n v i; ’ n u f _; h n e w e; h n h o f; h n ü e f; n - e w e; n - o w e; n - u e w; n - u f f; n a f ' _; n a i v _; n a u f _; n a u f f; n ä w e a; n æ w e _; n e e w e; n e f f e; n e w a a; n e w ä e; n e w ä j; n e w ä y; n e w e i; n e w y o; n f u e h; n f u e j; n h a u f; n h e w e; n i i n f; n i n f a; n n f a h; n n i f i; n n i f u; n o w e _; n ü e f f; n ü e n f; n u f f ü,_ n e v e; n e v e u; n n e w a; _ n u f _; _ n ü e w; h n ü f e; n ü f e _; _ n o w e; n u f f e; n v o i e; _ n o f o; h n u f f; n ü e w e; _ n i w e; n e w a u; _ n e u v; _ n o v e; _ n o w a; _ n ü n f; h n f a h; h n ü f _; h n ü f a; n a v e _; n e f ä h; n e f i e; n e f ü e; n e u v e; n h a f e; n i e f _; n n i e f; n o w a _; n ü f a _; n e v i e; n f e r _; n o f e _; n v o i _; n ü f e r
Craig,APLF,e b l i w; i b e l f,o b l i w
Craig,AHKT,e h i g t; u h i g t,ü h i g t
Craig,AKNS,i g e n s; a g e n s; e g e n s; a g n e s; a g n è s; a k a n z; i g n e z; a c a n z; e g ä n s; e k a n z,i g n i s; e k ä n s; u g e n s; u g n i s; ö g e n s
Craig,LKNK,l g a n g; l k n e c,l g u n g
Craig,MMS,_ m a m s; m a m s e; m a m s a,m u m e s
Craig,RKRV,r k r a w,r g r a w
Craig,AYV,e j e w a; u g e b e; a g e b u; o u g i v; u g i v a; e h j w a; e g e b e; ä i j e v; i j e v i; ä e j e w; ä j e b ö; a j e w u; a w e v a; e g a w w; e g e b a; e g e b ä; e g e b i; e g e w o; e j e b o; e j e w e; e u g e w; i j e b i; o g e w a; o g e w ä; o o g e w; u e h j w; ü e h j w; u g e w i; u g e w o; ü j e b i; ö j e b i,e g e b u; i g e b i; ü g e b o; ü g e b u; e g e w e
Craig,THS,d e h ü s; h t h ü s; h t h a s; h t h ä s; h t h i s; t t h i s,t a h i s
Craig,YNKF,j u n g v,j i n g f; j u n g f; j ü n g f
Craig,MPV,m p e v e; m p e v o,m p e v ä
Craig,FNSK,f e n s c; f a n s c; f ü n s c,f i n s c; f ä n s c
Craig,RKK,r i g k ä; r ü c k k; r ü c k g; r u c k g; r g e k o; r k ü e c; r g a u k; r i k e k; r i g k e; _ r i g k; r a a c c; r e c k k; r e g i g; r g y g e,r g e g e; r u c k k; r ä c k g; r e g a g; r g e g a; r k ü a c
Craig,KFL,g f a l l; g e w a l; _ g f a l; g e w ö l; g ’ f a l; g e f a l; g e w e l; g e f ä l; k a v a l; g ’ f l ö; g f ü e l; g ' f ä l; _ g ' f l; g f l ö ü; _ g e f l; c a v a l; g i v a l; g e f i l; g ' f l ö; _ g f l e; g e f l ü; g e w o l; g f e h l; g f i e l; g f l i e; _ g f i l; _ g f l i; _ g f l u; c h f l e; c h o f l; g ' f l a; g ' f l i; g ' f l u; g ’ f i l; g ’ f l i; g e f l a; g e f l e; g e f l o; g e f ü l; g e w œ l; g f ä h l; g f l e i; g f l e y; g f l ö i; g f l u e; k a u f l; k e v o l; _ g f ä l; _ g f l a; _ g f l ö,g ' f a l; c h ö f l; g ' f à l; g f a h l; c i v i l; c h i f l; g ' f i l; g f ü h l; c h ä f l; g à w i l; c h ü f l; c k f a l; c k f l e; g ' f o l; g ’ f l ü; g ä w e l; k f a l l; k f l e i; k o n f l; c h e f l; _ g ’ f l; c h f o l; g ’ f o l; g e w ä l; g f i l l; g f l ö j; g f ä l l
Craig,TSVM,z w a i m; z w ä i m; z w a j m,z w e i m
Craig,FKF,f f g e w; f g e w a; f g e w e; f f g a w; f g e w ä; f - k a f; f e g a w; f f g ' f; f f g f a; f g ’ f o; f g e f a; f f g ’ f,f g ' f i; f g ’ f a; f g f i e; f g h o w
Craig,APKK,a b g e k; a b k o c; a b g e g,e b k u c
Craig,XKM,c h g e m,c h g o m; c h k u m; c h k o m
Craig,ARHP,e r h a b; e r h o b; e r h e b; e r h o p,o r h a b
Craig,LLM,l o l a m,l h e l m
Craig,AFL,e w y l _; e w i e l; e i f e l; e w e l _; i e w e l; o u v e l; u v e l l; i n f e l; u e w e l; e w ö l l; e f e l _; i n f ä l; e w y l l; o f l i e; a f f e l; e w e l l; ü w e l _; e f f e l; e w e l e; e f ä l l; i f f e l; i e f e l; _ ü w e l; e e w e l; e w ä h l; e p h a l; _ e w y l; a i f e l; e f ü h l; ö w e l _; y e f e l; e u f e l; ä v e l _; u e f ä l; u w e l l; u e f a l; e v o l ü; o f e l i; e j f e l; a v a l i; ä f e l e; ä i f e l; ä f e l _; y e w e l; y f l e _; e f f l i; é v e i l; i n f l u; ö f l e _; ö f l i _; ü f f e l; y f e l _; u f e l _; e f a h l; y w e l e; _ e v e l; a v a l l; i e f a l; ä n f ä l; a u f l e; a v a i l; ä w e l _; e i f l e; e i n f l; e n f e l; e v a l _; e v o l i; e w ö e l; e w o l l; e w y l i; ö e w e l; o f l e _; u f a l l; u f f l o; u f l a u; y n f ä l; ö f f e l; e n f a l; i f f l e; i v a l _; ü w e l e; ä w e l e; e f e l e; e v e l e; e v o l l; _ a f l i; _ i n f l; a a f e l; a f e l i; a u w e l; a v e l _; a v i l l; ä w e l a; a w o l l; e - v e l; e f e l l; e f f ä l; e f i l e; e f ü l l; e i f l u; e j f a l; e j f l e; e n f l o; e v o l _; e w a h l; e w e i l; e w e l a; e w o h l; e w œ l l; e y f e l; e y v o l; i f e l i; i f f l i; i f o l _; i j f l ä; i j v o l; i n f o l; i v o l i; i w e - l; o f e l e; o f f l e; ö f f l i; ö i j f l; o n f l a; o o f e l; o o f l e; o o w e l; o p h é l; ö ü f e l; o u f f l; o u f l e; ö ü f l i; o u v i l; o w e l i; u e f e l; ü f f ä l; ü f f l e; u f i e l; u f l e _; u f l e r; u f l e u; ü f l i _; u n f a l; u v i e l; u v i l l; u w ä h l; u w e l i; y v o l i; i n f a l; a f e l _; u f f a l; a n f a l; a n f ä l; e f l e i; _ a u f l; a u f l a; u f f l e,e w i l _; i w e l _; _ i w e l; e w i l l; e f a l l; i w e l e; i w i l l; a w o h l; _ i w i l; e i f a l; i f a l l; e v o l u; e v a l i; à f e l e; e f à l l; ü e f à l; a f e l e; ü e f a l; e v i e l; _ i f a l; a f a l l; i f e l _; ä f f e l; i v i l i; u f f e l; i f l e _; o f f e l; _ i f l u; ä f l e _; e i f à l; i a w e l; _ u f l o; e f l a _; e f l i g; e f l i i; e i f l i; é v o l u; i e f l a; i f e l e; i f l i g; o f i l _; ö f l i g; ü e f ä l; o w e l _; a f f l e; à w i l l; u i f e l; _ a f a l; _ u f f l; _ u f l a; _ u f l e; a f l e _; a f l i a; a i w e l; e e f l i; e f o h l; e i w i l; e v a l l; e w a l _; e w a l i; e w i i l; i e f l u; i j f e l; o n f l i; o v e l _; ü a f a l; ü a f l i; ü f a l l; ü f ä l l; u f l a g; ü f l e _; u f l o _; u w e l e; ü f e l _; e f e h l; o v i e l; e f l e _; i e f l e; e v e l _; u f f ä l; ü v i e l; ü e w e l; o w o h l
Craig,ARPK,e r p a c; a r b a c; e r a b g; e r a b k; e r b u c; e r b ü c,e r b ä c; ü r b a c; e r b a c; e r b e g; e r b e k; e r b i c
Craig,HRL,h a r e l; h a r l e; h e r l e; h ä r e l; h a r l _; h e r e l; h ü r e l; h e r l i; h o c h l; h a r o l; h e r a l; h i r r l; h o r a l,h a r l o; h e r r l; h a r l a; h i e r l
Craig,AKT,o k t e r; a k t e r; a k t i o; o c i e t; u c k t _; a k t i e; e k t e r; u c k t e; _ a k t i; a c a d é; o c a t a; o c i é t; _ a c a d; y - k a t; i k a i t; _ o c t a; i g a d i; i k a t _; i c o t _; _ o k t a; a c t a i; i c t i o; ü c k t e; e k t i o; e k t i e; ü k a t i; a k e t _; e a k t i; e c o u t; i e k t _; ü g e d e; u k t i o; i g o t t; e c k e t; a g t e n; u c k e t; a c t e _; e g o t t; i k t i e; a k a d e; a k t a _; e c k d i; e c k e d; e c k t ’; é c o u t; e g a t i; e k k e d; e k t e e; e y k ä t; i c a n t; i c a t _; i c a t e; i c i t e; i c i t i; o c a t _; u c a t i; ü k t i o; ü c k t _; i c i t a; u c k t i; i g t e _; u c k d e; a g i t t; e g i t t; i k ä i t; i k a t u; i k e t e; o c o t t; o k a t ä; _ a g a t; _ a g i t; _ a k a d; _ a k t _; a a g e d; a c a n t; a c k t ‘; a g d e _; a g é d i; a g i t i; a g t ' _; a g t ’ _; a g t e _; ä i g t e; a k - t e; a k t a i; a k t e u; é c a d e; e c k t '; e c t e r; é c u t i; é g a t t; e g a t t; e g e t _; é g o u t; e g o u t; e g t e n; e g u e t; e i g e d; e k a d e; e k ä i t; e k a u t; e k k t _; e k ü t i; e u k t _; i c k ü t; i g a t i; i g d ö i; i g d ö ü; i g e d ü; i g i t t; i g t e n; i g t ö ü; i k a i d; i k a t e; i k k e t; i k t e r; o c a t i; o c t e u; o g a t i; o k a t e; ö k t e r; u c i d e; u c k t '; ü c t i o; u e g e d; u e k t _; ü g e d _; u g e t t; u g g a d; u k t e r; y k ä t t; i c k e t; e u g t _,ü e g t _; i c k t _; é c i d é; e c k t _; i k a n t; e i g e t; a c k t _; e i g t _; i g t a ü; e c k t e; e c t e u; e g e t e; ü a g t _; e c t i o; e g e h t; e c i d i; _ a k t e; a g e t _; à c k e t; a k e t e; i g h t _; i e g t _; a c t i o; a c k e t; e c k t i; à c t e r; i g e t _; i k a d i; a c t e u; a g e h t; e g a t _; e g a t e; o k e t t; ü e c k t; a k t e _; o c t e r; a c t a _; a c t e r; u c k e d; _ a g e d; _ a k o t; _ e c e t; _ o k t o; a a k t _; a c a d e; a c k d i; a c k d ü; a c k e d; ä c k e t; ä c k t _; a c k t ’; a e g t _; a g e d e; a g e d i; a g o t t; a g ü e t; a u g t _; e c e t e; e c i t i; e c t i e; e e k t _; e g e d e; e g e t o; i a g t _; i g t i _; i k e t t; o g e t _; ü e g e t; u e g t _; u g e h t; o k a t _; _ a c t i; a c k i t; e c t e _; e g i t i; e g t e _; e k e i t; i k a t i; o c k t e; u c t i o; e k e t t; i c a t i; o c k t _; i c k t e
Craig,TXT,d e s d a; d i c h t; t i c h t; t e s t e; t e s t i; t s c h d; _ d i s t; d e s d ö; d i c h d; d s c h t; d i s t e; _ d a s t; _ d o s t; d a s t e; d e s t e; d i s t a; d o s t e; t e c h t; t i s d a; t i s t e; t i u s t; _ d ü s t; _ t i s t; d e s t ’; d e s t a; d e s t ü; d i s d a; d i s t _; d i s t i; d ü s t e; t h i s t; t i s t a; t o a s t; t œ c h d; t s h t e; t t i s d,d e s t o; _ d e s t; _ t e s t; d e s t i; t i s t _; t s c h t; t e s t a; t i s t i; t e s t _; h t a s t; t a s t e; t t e s t
Craig,HTK,h o t o g; h i t e k; h é t i q; h ä d i g; h ä t i g,h i t i g; h a d i g
Craig,YYS,j j e s _,j g e i s
Craig,PKN,p a g n e; b e g n a; b g ä n n; b g e n u; _ p a g n; p o k e n; b e g i n; b i g e n; b g e n _; b g e n n; p a g n a; p a g n o; p i c k n; p i g n o,b i k u n; b e k u n; b e g n i; b e g a n; _ b e g n; p a g n i; b e g ä n; b e k e n; b e k a n
Craig,RM,r u m m e; r ô m e _; _ r i è m; r i è m e; r a u m _; r r u m _; r a m m _; r u m m _; r i m m e; _ r h ü m; r h ü m a; r ü e h m; r a i m e; r i u m _; r m e e j; ’ r u m _; _ ’ r u m; r ä m e e; r e m e n; r ä m e r; r ü m e n; _ r ä u m; r a i m _; r e m e r; r m e n _; r u e h m; _ ' r u m; r e m e _; _ r o m e; r o m e o; _ ‘ r u m; _ r a u m; _ r e m a; ' r u m _; ‘ r u m _; r a a m _; r a h m e; r ä i m e; r ä m i e; r ä m i i; r a ö h m; r e i m _; r h e u m; r o m a g; r o m m e; r o o m _; h r e m a; r o m e n; _ r e i m; _ r a a m; _ r a h m; _ r a m a; _ r e m e; _ r e u m; _ r ö m i; _ r o m m; _ r ü m m; _ r ü m o; _ r u m y; - r o m a; ' r - m e; ' r m o e; ' r m ö j; ' r m ü i; ‘ r m a h; ’ a r m é; ’ r ü e m; ’ r u m m; r - m a j; r - m e r; r ’ e m _; r a - m o; r ä h m e; r a m e n; r a m e r; r a u e m; r a u m e; r a u m i; r e - m -; r e - m ’; r e - m a; r e - m o; r e i j m; r ê m e _; r e m e h; r e m i è; r e m m e; r e n m u; r e u m e; r e u m ü; r e y m o; r i m é e; r i m e n; r i m m _; r m ’ e _; r m a g _; r m e i e; r m e j _; r m o e j; r m ü i j; r o m e r; r o m m i; r ö m m i; r r e m e; r r m u u; r ü h m e; r u m y o; r m i e r; r e m a i; _ r ö m e; r a m m e; r i m m i; r m e e _; r o m m _,h r e m _; r u m e n; r e j m o; r a ü m _; _ r u m _; r m e r _; r i e h m; _ r o m a; _ r h u m; _ r u m a; r - e m _; r i a h m; r e i m o; _ r ü m e; r h u m e; r m ü e n; _ r u h m; _ r u m m; ' r e m _; r a ü m e; r i m i e; _ r i e m; _ r ü m _; r e m i e; r ä u m e; _ r ü h m; r i m a _; r i e m e; r ü m e _; r h u m _; h r m e i; - a r m e; h r e m i; r à i m _; r a m a h; r à m e r; r è m e _; r e m e j; r h u m a; r i m a i; r o i m _; r u h m _; r ü h m _; r u h m e; r ü m m _; r e i m a; r ü m m e; _ r o m _; _ r e m _; r ä i m _; r a m m a; r ä u m _; r h e i m; r m é e _; r ö m e r; r o m m a; r u m m i
Craig,MLT,m m e l t; _ m i l d; m i l d e; m i l i t; m a l a d; m e l d _; m e l t e; m a l d t; m e l d u; m l e t _; m o h l t; m e l t _; _ m o l t; m a l i t; m l e t t; h m e l d; m ä h l t; m e l d t; m h a l t; m i l d _; m i l d t; m m l e t; m o o l t; m u u l t; _ m e l d; m a l e d,m a l d a; _ m a l d; m a l d e; ' m a l d; m o l t _; ’ m a l d; m e l a d; m i l l d; m o l t a; m o l t e; m e l o d; m o l t i; m e l d e
Craig,APKM,a b g e m; a b k u m; a b k o m,a b g ' m; _ a b g m; a b g m a
Craig,AYTH,e j e d h; a g a t h; e j e t h; i j e t h,e g e t h; i g e t h
Craig,ANKN,a n g e n; u n g e n; e n k e n; i n g e n; i n g u n; a n k e n; a n k u n; o n c e n; ä n g n i; u n k e n; a n c i n; _ u n g n; u n g n a; y n g e n; e n k i n; i n k u n; o n g e n; a n c u n; e n g e n; e n k u n; i n g ' n; i n g i n; ü n g e n; y n g a n; e n c o n; i n k e n,a n g n i; i n c e n; a n g a n; a n c o n; i n g - n; u n g ü n; ä n g e n; i n g a n
Craig,NRF,_ n e r v; n e r v i; n e r v e; n e r f a; _ n e r f; n a r v e; n e r v _; n e r v é; n r e i f; n o c h f,n r i e w; n a r v a; n r u e f; n a c h f; _ n a r v; n e r f e; n n e r v; n e r v ö
Craig,AXR,e s c h r; i c h e r; e c h e r; e c h r i; i s h e r; i c h ’ r; i c h r e; y c h e r; e c h o r; i c h r o; u s h e r; ü s h o r,i s c h r; a s c h r; e s h e r; i c h ' r; i c h è r; ü s c h r; i c h r i
Craig,VNT,w e n d i; w i n d e; w e n d t; h w u n d; w i n d t; _ w i n t; w i n t e; w e n d _; w i n d i; w ä n d _; w a n d t; h w e n d; v i e n d; w ä n d i; _ w ä n d; v e n e d; w a n d ü; w a ö n d; w e n d u; w i n d ’; w u n d t; w u n d _; w i n n t,w o h n t; w i n d _; h w i n d; w a n d e; _ w u n d; w a n d i; _ w a n d; ' w a n d; w a n d _; w a n t e; h w a n d; w u n d a; _ w i n d; w a n d a; w ö h n t; _ w à n d; ' w e n d; h w ä n d; w à n d _; w i n d a; w e h n t; w u n d e; _ w a n t; ' w à n d; v e n a t; w a n d ’; w à n d e; w ä n d t; w a n t _; w e a n d; w e n d ’; w e n d a; w e n n t; w o n i t; w e n d e; w ä n d e; w u n d '; _ w e n d; _ w ü n d; w ü n d e
Craig,PSK,_ b e s c; _ b i s c; _ b a s c; _ b u s c; b s u e c; _ b ’ s c; _ b i s k; _ b ä s c; _ b ü s c; b a s s g; b e s i c; h p a s c; b e s u c; _ p i s c; _ b s u c; - b e s c; b ' s ü c; b b e s c; b e e s g; b e i s c; b i s c u; b i s k e; b i s k u; h b u s c; p a s s c; p ä ß i g; p e s a c; p u i s q; p y z k i,_ b ' s c; _ p o s c; b z ' g à; _ b a ß g; b a ß g e; b s a g e; b s ü e c; b e s a c; _ b s i c; _ b s ü c; b ' s i c; b ä i s c; b o i s c; _ p a s c; p p e s c; b a a s c
Craig,FTSS,f f z e s; f z e s e; f z e s u; f z i ’ s,f à t z z
Craig,RVK,r o w e c; r v i c e; r w e g _; r w i g _; r w i g e,r w e g e; r w e c k; r w a g e; r w e g a; r w e k a; r w e i c; r w a g a; r w e i g; r w i c k
