mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,ANT,ö n n t; _ u n d; u n d _; e n t _; ä n d e; i e n t; ä n d i; e n d i; _ e n t; a i n t; e n d a; e n d e; a n t _; e n t e; a a n t; _ i n t; o n d e; ä n d _; a n a t; e n d _; i n d t; e u n d; ö ö n d; _ i n d; ö n d _; ö n d e; ü n d _; e n t u; e h n d; e i n d; a n d i; i e n d; e n d u; ä n t _; i n d d; y n n t; a n t a; _ ü n d; y n t _; u e n d; u n d a; ü e n d; y n d _; o n t e; o n d i; e n t a; ü n d i; a n d _; u n n d; i n a t; a n d -; a n d ’; e n a d; e n d t; o n d _; ö ö n t; i n ü d; i n t i; e n t è; a n d t; o n n t; u n d i; a n t é; o n d a; o n t -; e n d é; ü n d t; a n d ü; a n t ’; a u n t; e e n t; e n t t; i n u t; ö n t _; ä n t e; _ ä n d; e e n d; e n e t; e n t ’; o n - d; o n a d; y n d i; _ ö n d; a n d d; a n t u; i i n d; i n - d; i u n d; o n d u; ö n t e; o n t i; u n d t; i n n t; a n d u; a n d o; e n a t; e n e d; o n t ä; o n t o; u n d d; _ ä n t; _ o n t; _ y n d; a a n d; a i n d; a n d ä; a n d y; ä n e d; a n i t; a n t -; a n t '; a ö n d; e ä n d; é n a t; e n d ü; e n i t; e n o d; e n o t; e n t -; e n t '; e n t y; e n ü t; i a n d; i n d :; i n d o; i n d ü; i n o d; i n t o; i n t t; i n t u; ö e n t; ô n d _; o n e d; o n t é; œ n n t; u n d u; ü n d u; u n d y; ü n n t; u n t ü; ü ü n d; ü ü n t; y n n d; ö h n t; i n d u; i n e t; ü n t _; i n i t; o i n t; a e n d; ä n d t; e n t o; i n d é; o n d o; o n i t; ü n d e,u n n t; i n t _; ä n n t; e i n t; i n d _; a n d e; _ a n d; o n e t; u n t e; e h n t; à n d _; _ u n t; o h n t; i n o t; à n d e; a n d a; e n n t; u n t _; ä i n t; e n t i; _ a n t; i n d i; i n d a; u n - d; i n t e; a n n t; _ e n d; ä i n d; a n t o; à n t i; i n ü t; u n t a; i a n t; a n d '; u n d e; o n a t; u n t i; i n t é; _ à n d; e n ä d; e n d o; i n d '; i n t ’; ù n d e; a n t e; e n u t; u n d '; i n t a; u a n t; e a n t; o n t _; a n e t; à n n t; æ n d e; e n d -; e n d '; e n ê t; e n t à; e n t ü; e u n t; i n ’ t; i n n d; i n t -; o n - t; ö n d o; ö n t i; o u n d; ü a n t; ü n d '; u n d ü; o n t a; i n d ’; a h n t; i n e d; u a n d; e a n d; e n d ’; i n t '; u e n t; ü n d ’; i n d e; a n t i
Craig,MKK,m g e k; m g ' k; m g k e; m i g k,m g e g
Craig,PLT,b i l d; b e l t; b l o t; p l ä t; b l u t; b a l d; p e l t; b l a t; p o l t; b l i t; b l u d; b l y t; p e l d; p l e t; p a l d; p l æ t; b l o d; b e l d; b l ä d; p l e d; p l é t; p l o d,p l a t; p l à t; p a l t; b l ä t; b l e d; b l a d; b l ö d; p l ö t; b o l d; p l i t; p l o t; b l ü t
Craig,LVR,l w a r; l v ' r; l w r e; l w ü r,l w e r; l i v r; l w r _; l w r i; l w u r
Craig,RPR,r e p r; r b r e; r p r i; r b r u; r b r ü; r b ä r; r p r e; r b ü r; r p r è; ’ r b r; r b i r; r p o r; r p r ä; r p r o; r u p r; r e b r,r b a r; r b r a; r o p r; r p e r; r b o r; r b e r; r p r a; r b r o; r b r ä; r b r i
Craig,APP,e b a b; e p i p; a p a p; e b u b; a p a b; a p e p; e b b p; e b o b; e b ö b; e p a p; o p b a; u p a b,é p u b; e b i b; e p u p; a b a b; _ a b p; a b e p; e b ä b; e p u b; e b e b
Craig,AKS,ä c h s; e u x _; a c h s; e c h s; i g s _; i e u x; i c h s; o c h s; u g u s; o g i s; a x e _; a u x _; e a u x; e x i e; u c k s; u c k z; e c k s; e x e _; i x e _; _ e x e; i k u s; _ e x _; e g i s; i k s _; _ a k z; i k ü s; e g a ß; u e g s; a a g s; e g g s; e g s e; a g e s; e g s i; a g e z; a g i s; e u x -; i g e z; o o g s; ü c k z; ü g s e; ü x e _; y c h s; ü c k s; e x e r; o c k s; u g e s; _ e x a; e g o s; i x ‚ _; o c a s; o c s _; o k u s; _ e x -; _ e x é; _ e x h; a c s _; a e h x; ä g e s; ä g s _; a k e s; a k s _; a k s a; a k u s; a x i _; é c i s; e c k z; é c o s; e e g s; e g s s; e g ü s; e h g s; e h x _; e k ä s; e k ä z; e k e s; e k i s; é k o s; e k o s; e x e h; e x h o; é x i o; i h x e; i x - h; ı g e z; o c é s; o c è s; ô c h s; o g g s; o g s e; o k s s; u a k s; u a x e; u c i s; u x i _; y e g s; y g e s; a x i e; y e u x; e g e s,"ü g e s; a g s _; i c k s; e g ' s; i g ' s; o u x _; à c h s; a g ' s; ü c h s; i g ü s; i g e s; _ i g s; a i x _; _ a g s; a g a z; e g s _; ä i g s; e g à s; a u x -; e g a s; i e g s; à c k s; a g s s; ä u g s; i g ’ s; o g ' s; ü e g s; u c h s; e k a s; a c e s; o i x _; u x e _; a c a s; ä c k s; a g s u; a i g s; a u g s; ä x e _; e , g s; e e e x; e e x _; e x i g; i c e s; i g o s; i g s a; i k s u; o c k z; o x e r; u c - s; u c s _; u e u x; u g s _; ü g s ä; o g e s; e i g s; i x i e; a c k s; e x i o; i k s e; ü g s a; _ e x i; e g ’ s; e g s a; o x e _; ö c h s"
Craig,MFN,m f a n,m f i n
Craig,MRT,m o r t; m r a d; m a r d; m i r t; m r i t,m e r t; m ö r d; m à r t; m o r d; m ä r t; m a r t; m r ä d; m e r d
Craig,NVL,n o w l; n v o l; n w ä l; n v i l; n v e l; n w i l,n w a l; n v a l
Craig,ARNF,e r n v; o r n v; i r n v,e r n f; u r n v
Craig,RPS,r b s e; r b e s; r p a s; r ä p s; r e b s; r i p s; r p ü s; r p s _; r a p ß; r b o ß; r b u s; r o b s; r ö b s; r r b s; r ü b s; r a b s,r i b s; r à b s; r a p s
Craig,HMT,h ä m t; h e m d; h ü m t; h a m d; h a m t,h à m t
Craig,VV,h w o w; w o w e; w i e w; _ v i v; v i v e; w y w e; w e b e; w y e w; _ w y w; w a - w; - v i v; v e b u; w o o w; v i v a; w e j w; _ w a w; v e b i; v i e w; v i v i; w ä b i; w e b a; w e i v; w e v a; w e v e; w e v i; w e w w; w i - w; w i w i; w o - w; w o b e; w v e r; w w e w,w i w e; _ w i w; w e w e; h w e w; w à w e; _ w à w; w i e v; h w ä w; w a w e; w ä w e; _ w e w; _ w i v; h w à w; w i v e; w e - w; w e w i
Craig,FL,_ v e l; _ f i l; f ä l l; _ v i l; f l i e; v e l l; _ f a l; v e e l; v o i l; f e l _; v e l o; _ f ä l; ’ f a l; f f e l; v i l l; v i l _; f ü h l; _ v a l; f e h l; _ f l e; _ f l i; v o l i; f e l a; f i l o; v a l e; f i e l; f ü e l; _ f ü l; p h i l; p h a l; f l ö u; f f l i; f l e j; f l ö ü; ' f ä l; v e l i; _ f l a; f l e i; v a i l; ’ f l ö; _ v o l; _ f é l; f é l i; f l i _; v a l _; v e i l; _ f l ä; f l u e; _ v ö l; f æ h l; v o l ü; _ f l y; ' f l ö; f u u l; v o l l; v e l _; f l e _; _ f l u; f f l e; v a l l; f e l l; f o l l; v o u l; f a a l; f l e u; _ f u l; f a l e; f f l o; f l a u; f l e r; f l e y; f l ö h; f l ö i; f o l _; f u l i; v e j l; f f a l; f ü l l; f ä h l; f l ö j; f f ä l; _ v u l; v u l '; f l a i; v e l e; _ f l û; _ v ' l; _ v ê l; - v e l; ' f l a; ' f l i; ' f l u; ’ f i l; ’ f l i; f ’ l _; f a l i; f ä u l; f e l o; f e y l; f h ä l; f h e l; f l e e; f l e n; f l u u; f o u l; h f l e; p h é l; v ' l a; v ê l o; v i l e; v i o l; v o l a; v o l e; _ v é l; v é l o; _ f e l; f l o h; f l e h; f ü l i; f ü l _,v i e l; ' f a l; f e l i; _ f l o; f a h l; f à l l; v o l u; f l i g; ' f i l; v a l i; ' f à l; f i l _; f a l l; f h a l; f l ü e; f e i l; f e l e; v i l i; f l a _; f l i a; f l i i; _ f o l; f o h l; _ f l ü; f ü l e; ’ f l ü; f i l '; f l a g; f l ä j; f l a ü; f l o _; f l ö e; f o l i; h f a l; v l e _; v o l é; v o l o; ' f o l; ’ f o l; f a u l; f l ä i; h f o l; v e l a; v o l _; _ f l ö; f i l l; v i l a; f i l e
Craig,RKV,r k w ü; r i k w; r i q u; r g w o; r q u o; r e q u; r g w ä; r g w e; r q u a; r q u ä; r q u é,r g e w; r g v o; r q u i; r q u e; r g a w; r k w i; r g v e; r u q u
Craig,PTSTS,p a z z; b e z z; b u z z; p i z z; b z e z; p y z z,b i z z; b z u z
Craig,AHN,e h u n; o h i n; e h ä n; a h i n; e h i n; i h ü n; é h ä n; e h ü n; ü h u n; i h u n,o h a n; a h à n; a h a n; a h u n; e h à n; i h à n; i h a n; ö h u n; o h u n; e h a n
Craig,TSLT,z l e t; z l ä d; z l e d; z l y t; z e l t,z i l d
Craig,NR,n e r e; n e r _; n ' r _; n n e r; n ä c h; n u r r; n n ' r; n e r o; _ n e r; n é r a; _ n o r; n e e r; h n ' r; n e r a; h n u r; - n ' r; _ n ' r; n u e r; n e u r; n r i _; n ‘ r _; h n ü r; n r e i; n n ‘ r; n o r r; n ‘ r e; n ä h r; n a r i; n ä r r; n i è r; n i r e; n ü c h; n ü r e; n e r r; n ’ r _; n o c h; n o r _; n ä r i; n r y _; _ n ä r; - n a r; n h a r; n ä r _; h n e r; _ n i r; n ä r e; n ’ r e; n e r u; _ n ü r; n e r -; n ü r _; _ n ‘ r; - n o r; ' n ‘ r; ’ n e r; h n ä r; h n r e; n - o r; n ’ r ’; n a r a; n a r e; n e j r; n è r _; n e r ‚; n e r ö; n e r y; n h o r; n n r ä; n ö c h; n ö j r; n o r i; n r a g; n r e j; n r i a; n ü h r; n ü y r; h n a r; n i r _; _ n ’ r; n r ü h; n h e r; n n è r,n u r _; _ n u r; n a c h; n - r _; n n - r; n r e _; - n r _; n à c h; _ n r _; _ n a r; n ' r e; n r ü e; n a r r; n a h r; n n ’ r; - n ’ r; h n - r; n - e r; n o u r; n r i e; n e r i; n ü e r; n - ' r; n n r _; n n r e; n r o o; h n ’ r; h n à r; h n r ä; ' n r _; h ' n r; h n r i; n - a r; n - r -; n a i r; n o r a; n e h r; n è r e; n h ö r; n u r e; n r u e; n i e r
Craig,NF,n o u v; n u f f; _ n e w; _ n u f; n e w e; n i v e; n ü ü f; n ä w e; n f e h; n n i v; n i f o; n f e r; n o f f; n ü n f; n e v ö; _ n u w; _ n ü w; n u w e; n a u f; n e w ä; n u e w; h n a w; n u u f; n e e w; n i e w; n ü w e; _ n ä w; n f ä j; n f e n; n e f f; n e u f; n e v a; n f e j; n f ü e; n n i f; n u f e; n ü f f; n v i e; n i n f; n i f i; h n ä w; n f u e; _ n a f; _ n e f; _ n f f; _ n i f; - i n v; - n u f; ’ i n v; ’ n u f; h n e w; h n v e; n - e w; n - o w; n - u f; n a f '; n a i v; n a w _; n æ w e; n e w y; n f æ h; n f f _; n f i a; n h e w; n h i f; n h o f; n h ö f; n i f u; n i w i; n n f a; n o h f; n ü e f; n i e f; n f a j; n h a f,_ n à w; n e v e; _ n e v; n e f i; n e w a; h n ü f; n n e f; n ü f e; _ n f _; _ n o f; n o f o; n o w e; n u f _; n f e _; n i w e; n u n f; _ n o w; n n e w; _ n a w; n v o i; n e f _; n ö v e; n f ü h; _ n o v; h n f a; n a v e; n e f ä; n é f i; n e f ü; n e u v; n e w i; n n a w; n o v e; n o w a; n ö w e; n ü f _; n ü f a; n ü e w; h n u f; n e v i; n f a h; n o f e; _ n i w
Craig,PNM,b n e m; p e n m,b n ä m; b n i m
Craig,RFM,r f u m,r f m e
Craig,HRP,h o r p; h i r p; h e r b,h ä r p
Craig,KTSK,k z e k; k z u k,k z o g
Craig,LKP,l a g b; l o k p; l g e b,l k o p
Craig,APV,a b w e; _ o b w; o b w o; _ a b v; a b v e; _ a b w; a p a w; a u b v; a u b w; u b v ö; u b w o,a b w a; a b w ä; a b w o; i b w i; o i b w; u p p w
Craig,HKST,h e x t; h e x d,h ä x t; h a x t
Craig,FV,f w e h; f i e w; f f w a; f a b e; f a w e; _ f a v; _ f a w; f f w y; _ f i v; f a a w; f a u w; f a v e; f a v o; f e e w; f e v i; f e w a; f e w i; f f e w; f f w e; f h w i; f i v e; p h a w,f e b a; f e b u; f v e r; - f a w; _ f é v; f - v e; f w a g; f h e w
Craig,SS,s e s _; s s e s; s a a s; s s i s; s e z _; s u s a; s u i s; _ s u s; s s e z; s e s s; s ü e s; h s i s; _ s o s; _ z s a; _ s o z; s o s o; s a i s; _ s i z; s i s s; s ü s _; _ s u z; _ s ü s; s e - s; _ s e s; s e z -; s o i s; s s ’ s; s s a s; s ü e ß; s ü s s; _ s e z; s a ß _; s a u s; s e h s; s s s u; s ü s e; s ä e s; s u e s; s ü s a; _ s i ß; _ s ü ß; - s ü s; ’ s i s; h s e s; h s e z; s ä j s; s a ö s; s e j s; s i s _; s i ß _; s i z _; s o - s; s o - z; s o s s; s u s -; s u s e; s ü ß e; s u u s; ß e e s; ß i s _; ß y s e; z h ü s; ß e s _,"s à i s; s a s s; _ s i s; _ s ä s; s i e s; s e i s; s ä s s; s o u s; s ä i s; ' s e s; ’ s a s; s - e s; _ s s s; s s - s; s e s a; s z ' h; z s a a; _ s ü z; - s e s; ' s i s; s - i s; s - s _; s a - s; s ä s _; s a s a; s à s s; s e , s; s e s e; s e z '; s i a s; s o z '; s s ’ z; z ' s à; z ' s a; z ' s i; _ s a s; s u s _; s - s e; _ s y s; ' s ä s; ’ s e s; s a s _; s s s _; s s s s; s ü ü s"
Craig,YST,j e z t; j e ß t; j s t _; j s t a,j s t ö
Craig,LN,_ l o n; l o n _; l e i n; l e n _; l l e n; l a a n; l ä n _; l o n n; l é o n; l l u n; h l e n; l o o n; l i e n; l i n e; l è n e; l a i n; l o h n; h l a n; _ l a n; l l a n; l l ä n; l i n _; _ l u n; l e o n; l l ’ n; l i o n; l e a n; l ’ n e; l o i n; l ä n e; l i n é; l u n a; l a n i; l l i n; l ' i n; l ’ i n; l i a n; l l n e; l n e r; l e n h; l ä ä n; l a u n; l e ' n; l e e n; l e n n; l o n i; l ü n _; l ü ü n; h l u n; l i n a; l ' n _; l l ' n; _ l y n; l ' a n; l ' e n; l ' u n; l ’ n _; l a n e; l ä n i; l e ’ n; l e n -; l é n i; l e n o; l e u n; l i ä n; l i n o; l i ö n; l l é n; l n a h; l n e _; l n e j; l n e n; l o n a; l ö ö n; l u e n; l u n _; l y n e; l y n i; l y o n; l h a n; l ü n n,l e h n; l l o n; _ l i n; _ l ä n; l a n _; l ä i n; l e n e; h l i n; _ l e n; _ l à n; ' l u n; l e - n; ' l à n; ' l i n; l à n _; l a h n; _ l n _; ' l ü n; h l ä n; l à n n; l i n n; l i n i; _ l ü n; ' l a n; l ü n e; - l à n; ’ l a n; l e n i; l h ü n; l i è n; l ü n a; _ l æ n; l ’ u n; l o n e
Craig,LPF,l i p f; l b v e; l ü p f; l i b f; l o b f; l ö b f,l o p f; l u p f; l e p f; l ä p f; l b a f
Craig,PXTR,b s d r,b s t r
Craig,MNP,m e n b; m a n b,m n i b
Craig,AMH,_ u m h; u m h ä; a m h a; a a m h; u m h ü; u m h a,u m m h
Craig,XH,c h h ü; c h h o; c h h i; c h h ö; s c h h; c h h ä,c h h e; c h h u; c h h à; c h h a
Craig,VKS,v e u x; v e x i; _ v e x; w e g z; ’ v e x; w i g s; w i k s; w u e x,w a k s; _ w e x; w e g s; w e x i; w o g s
Craig,PRK,p r e c; b ü r g; p r ä c; b r ä c; b r e c; b r i g; b e r g; p r u c; p r a k; b e r k; b i r g; p a r k; b r u c; p r ü c; b r i c; b a r c; b r a g; p r o g; b ä r g; b r y c; p r é c; p r e k,b r ü c; p r à c; b u r g; b r o c; b r a c; p r i c; b r i k; b o r g; b a r g; b r e g; b à r g; b r i q; p e r c; p r o k; b a r k; p r a c; b i r k; p r ü g; p r o c
Craig,YRK,j a r g; j e r g; j e r k; j r i g,j ö r g
Craig,LTSS,l e z z; l i z z; l u z z; l z u s,l z e s
Craig,AXPL,e s b l; u s b l; ü s p l,à s b l; ü s b l; a s b l
Craig,AFXT,e f s t,u f s t; o f s t
Craig,HX,h ô c h,h i c h; h ü s h; h e c h
Craig,AKSS,a x i s; e x - s; e x e z; ü x ü s,e x i s; e g s z; u c h ß; _ e x z
Craig,TMN,d e m n; t m a n; d m a n; d m e n; d m u n; t m o n; t m ä n; t m i n; t m e n,d m i n; d a m n
Craig,KL,_ g e l; g l a u; g e l e; _ g l ü; k e l _; g e l l; g l a a; g e l o; _ g l y; c k e l; k l a a; g l ü e; _ g o l; _ c e l; k l e _; c e l a; _ k o l; g g e l; c h l i; g e l a; c h l u; c h e l; c i l e; k e l e; g e l ü; _ k l e; k o l l; c k l e; k l a i; g e l ö; c h i l; k l e r; _ g l u; c h l ö; _ c l i; g l e i; _ k l ä; h g e l; c l i e; c h a l; _ g ä l; g e l i; _ c é l; _ k l a; k l a u; _ k e l; g ä l l; c h l o; c o l e; k e l o; g e l ä; k k e l; g l ö ü; g l e e; g l e r; _ g l ö; _ c a l; g l u e; - g l u; c e l e; k a l _; k l e i; k i l o; k l e e; _ k l i; g h o l; k o l o; g ä l _; - c l u; c é l e; k e h l; k k l e; k ü l i; c k l o; k k l i; k l i _; _ g l e; c h l a; _ k ä l; _ c l o; _ k l u; k a l i; k e e l; g l e _; k e l l; c é l i; k ü e l; c h l y; g ä h l; g a u l; g e e l; k o l a; _ c o l; g a l i; _ c y l; c y l i; k e l i; _ c l u; g h y l; g u l i; k l i e; k ö h l; k ö j l; _ k l ö; _ k ü l; - c a l; - g a l; c e l o; c h l æ; g e l '; g e l æ; g é l i; g g l ä; g g l y; g l a ö; g l ö u; g o l o; k l o o; k u l i; g e h l; g h a l; c a l _; g l o o; g o l _; k e l u; k ü l a; _ g æ l; - g e l; - k a l; - k l i; ' g e l; c a l l; c é l é; c e l u; c i l l; c k l u; c l ö i; c l o u; c o a l; g a a l; g ä ä l; g a i l; g e l ô; g g a l; g g l e; g g l i; g g u l; g h ü l; g i l l; g l ä i; g l ü ü; g ü l l; h - k l; h g l i; h k a l; k e i l; k e l .; k k l o; k l ä _; k l a o; k l e j; k l e y; k l i a; k l ö u; k œ j l; k ü l l; _ g i l; g a l a; c o l o; k l ä u; c e l l; c l a i; _ g ü l; c o l _; k a l e,_ g l i; g l a ü; k l i g; _ g ' l; g l i g; g l i _; _ g l a; c l e _; g ' l e; _ g a l; g ' l o; c k l i; _ g l o; g e l _; k l a g; g l o i; g l ä u; _ g à l; g ' l ü; _ g u l; g ' l i; _ k a l; g ' l a; g ' l u; g a l o; k l ä i; c h l à; k h a l; _ g l ä; k o h l; g l e h; c h ü l; g l o _; g ' l à; g à l l; g i l e; c h o l; g u i l; g a l e; c h l ä; _ k l ü; _ g ’ l; g ’ l a; g h u l; k a l a; c h l ü; g e l u; - c o l; c e - l; _ k l à; g l a _; g l a g; g l ä j; h g i l; k a l o; g l a i; k a h l; c o l l; _ c l a; c h u l; c o u l; c o l a; g l ö e; c h ä l; g l i e; g ’ l e; k ü l _; _ c i l; _ c l _; _ g l à; _ k l _; _ k u l; ' k l a; c e l é; c i e l; c k l _; c k l ü; g - l à; g ' l ä; g ’ l o; g à l a; g a ü l; g e i l; g e l -; g l i a; g l o h; g l ü a; g ü l _; h k l a; h k l o; k - l o; k l a _; k l a ü; k l i -; k l ö j; k l ü e; k u l a; c i l _; c u l i; k a l l; c h l e; g a l l; c h l _; _ c u l; c i l i; c u l o; k e l a; _ k i l; g a l _; k ü h l; _ k l o
Craig,PRN,p r i n; b r e n; p r e n; b r a n; b e r n; p r u n; b a r n; b o r n; p r ü n; p r o n,b r i n; b r ü n; b r u n; b r ä n; b r o n; p e r n; p r a n
Craig,SKF,z k ä f; s g e w; s g e f; s g f a; _ s c f; s c a f; s g f u; s s g f,s g ' f; s g a w; s g f i; s g ’ f; s g f ü; z k a f
Craig,STST,s z y t; s z e t,s z i t
Craig,ASTS,ü s z e; u s e z; u s z e; a u s z; _ u s z; u s z u; i s z i; o s z e; _ ü ß z; e s z y; ü ß z e; i s e z; ä ß z e; e s i z; e s z a; e s z e; e ß z e; i e s z; i s z e; i ß z u; u e ß z; u s z i; u u s z; i s s z; e s z i; ü s i z,_ ü s z; ü s z i; ü s s z; ü s z u; ü s z a; ü s z o; _ i s z; ü s e z; e s s z; e s z u; i s z à; i s z a; ü s z ä
Craig,TSVS,z w a z; z w u z; z w y s,z w i s; z w a s
Craig,TVL,t a w l; d w e l; t v i l; t w y l,t w i l; t i w l; t v o l; d u w l
Craig,HTS,h ä t s; h ä t z; h a z _; _ h a z; h e z _; _ h i z; h e z e; h i z _; _ h u z; h y t z; h u t z; h e t z; h a z a; _ h e z; h ä z _; h æ t s; h e i z; h o h z; h o z _,h i t z; h à t s; h a t s; h e t s; h a t z; h ä i z; h à t z; h e z i; h e z u; h i t s; h ü t z
Craig,TSPF,z o p f; z ö p f; z e p f; z u p f; z i p f,z a p f; z à p f; z ä p f
Craig,SLF,s e l f; s l e w; s e l v; s i l v; ß l ö f,s l ä w
Craig,HNL,h e n l,h i n l
Craig,AXV,i c h w,e c h v
Craig,NXP,n s p a; n n s b; n s b i; n s p u; n i s b; n n s p; n s b e; n s p o,n s p e; n o s p; n s p i
Craig,SKT,s a g t; s g e d; z g e d; s e k t; s k e t; s g e t; s a k t; s c a t; s g i t; s g ö t; s g u t; s k u d; ß g ö d; z k ü t,s à g t; s i k t
Craig,YR,j e r _; j o u r; h j e r; _ j e r; j r i _; j e r e; j r e _; j i e r; j a h r; j e r u; j ä h r; j r e r; j o r a; _ j a r; j a - r; j e ’ r; j e r ä; j e r o; j ü r _; _ j r _; - j e r; h j r o; j ä c h; j a r _; j e a r; j e r a; j e r ü; j o r i; j r i e; j r i g; j u r o; j u r y; _ j o r; _ j u r,_ j ö r; j o h r; j e r r; j o c h; _ j ü r; j - e r; j e r à; j u r e; j u c h; j o r _; j ü c h; j a c h; j e r i
Craig,TKT,d o k t; t e k t; d i c t; d i g t; t g e t; d i k t; d g u t; t c e t; t a k t; d a c t; d a k t; d i k d; d ö k t; d u k t; t k a t,t a c t; d g e d; t k i t; t k ü t; d g e t; t i g t; d o c t
Craig,APFL,ö p f l; a b f l; u b f l; o p f l,e p f l; ä p f l; i p f l; à p f l
Craig,FTSM,f t s m,f z i m
Craig,AFF,e f u f; o w e v; i f f f; o f p h; o w e f; u f f f,i f e f; o w e w; a f - f; a v e f; e f a w; e f è v; e w a f; e w i w; e w e f
Craig,ARKS,e r i x; e r g s; e r k s; a r x _; ü r g s; ä r k s; a r k s; e r a x; e r e x; i r i x; i r k s; i r x _; u r g s,ä r g s; a r g s; o r g s
Craig,ARPT,æ r b t,e r b t; i r b t; ä r b t
Craig,NSV,n s w ü; n s w u; n i s w; n s a w; n s w ä; n ¨ s w; n n s w; n s w e; n s w o; n ü s w,n s v e; n i s v; n s w a; n s w ö
Craig,AFN,e v u n; e w u n; e w e n; o f n a; a v o n; e f i n; u f e n; u f f n; o w u n; a v e n; e w i n; e f u n; e v o n; e v a n; o w e n; y v o n; e f e n; e w o n; ö f f n; e w ü n; ä w e n; u v e n; é f e n; o f o n; ü f e n; a w u n; é v è n; e v i n; i v e n; i v o n; i w ä n; i w i n; o v e n; u v a n; u v o n; u w a n; u w e n; u w ö n; a f e n,a f a n; e w a n; e f a n; u v i n; i f e n; _ u f n; e w ä n; e v e n; u f n à; o f f n; u f i n; a u f n; o f e n; u f n a; u f n e; u f n o; é f i n; a ü f n; a v i n; é f ä n; i f i n; o f n à; ö w i n; u f n ä; a v a n; e f o n; a f f n; e f f n; i v a n; i w e n; ü f n a; ü f u n; a f o n
Craig,PFK,p f - k; p f g ä; p f g e; p f i g; p f k ä; p f k i,_ p f g; p f g _; p f e g; p f k a
Craig,FTL,f t l i; f e t l; f t e l; f ä d l,f t l e; f à d l; f f t l
Craig,ATKL,i t g l,e t k l
Craig,ARTS,e r z _; e r z i; o c h z; e r z u; _ e r z; i r t s; u r z _; o r z e; a r z i; ä r d s; u r z u; e r d s; u r d s; e e r z; e r t s; o r t s; _ a r z; e r z a; a c h z; u r e z; e r z y; o r z ü; u r z e; ü e r z; o r d s; ü r t s; u r z i; a r d s; ä r z _; ä c h z; a e r z; æ r z e; ö r t s; u e r z; ü h r z; y e r z; y r e z; ü r z e; ü r z _,e r z ü; e r z e; a r z _; a r z e; e r z ä; u r t s; à r t s; a r t s; a r z a; i r d s; e r z o; i e r z; ä r z e; o r z o; i r z e; o r i z; i r t z; o r z i; o r z u; u r t z; ü c h z; ä r t s; o r z a; à c h z; a r - z; a r a z; e h r z; e r r z; i r e z; u c h z; e r z ö; e r e z; ä r z i
Craig,HNF,h a n f; h e n f,h i n f
Craig,PFL,p f l i; p f l a; p f l e; p f e l; p f l _; b f e l; b f l a; b f l i; p f ’ l; p f o l; p f l o; p f l u,p f l ü; p f l à; p f i l; p f a l; h p f l; p f l ä; b e f l; b f a l; _ p f l
Craig,RKN,r g n ü; r k n e; r g e n; r k n ö; r k u n; r g o n; ' r k n; r c o n; r g u n; r k i n; r g n ä; ' r g n; r g i n; r u k n,r k e n; r g a n; r g n u; r e g n; r k ü n; r g n i; r e k n; r g n e; r k n ü; r k a n; r g ä n
Craig,LTPL,l d b l,l t b l
Craig,AXF,i c h f,e c h f; e c h v
Craig,PMN,b m a n,p m a n
Craig,PF,_ p f e; _ p f i; _ p f u; p f e n; p f e _; b h a f; b u f f; _ b u f; p f e h; b e w y; _ b i w; b e f f; b e n f; b u e w; _ p f y; b e w a; p f o o; _ b ' f; b f e _; _ b ö f; b e f u; b e u f; b e v ö; p e v e; p f u u; p o u v; b e w e; _ p f o; p a u v; b e f ü; p f ü i; _ ’ p f; ’ p f e; b f ü e; p e v o; _ b i v; _ b u v; _ p a v; _ p i f; _ p o f; _ p u f; : p f e; b ' f o; b e - f; b e i w; b f e r; b i e f; b i v i; b i w e; b ö f e; b ö f i; b u v o; b v ö j; p a v i; p f ’ _; p f f o; p f i _; p f i e; p f i g; p f ü e; p f ü ü; p i e f; p i f f; p o f i; _ p f ö; ' o p f; b e f a,p f e r; _ p f a; _ b e f; _ b e w; b f a h; b h a w; _ b à w; b e f e; b e w i; _ b i f; b i f _; _ p f à; b e v o; b e i f; b e w o; _ b e v; _ b u w; b u w e; b e w u; _ b ü f; p f e i; p f o h; b ü f f; b ä u f; b f ü h; _ p a f; - p f e; b a f f; b e f ö; b i a w; b i e w; b i f a; p a f f; p é f ä; p e v ä; p f a _; b i f f; b ü e w; _ p f ä; p f u i; _ p f f; ’ o p f; b e f o; b e w ä; p u f f; _ p f ü; b e f i
Craig,NSH,n i s h; n s h _; n a s h; n s h ü; n ü s h,h n s h; n s h e; n n s h; n s h i
Craig,SFT,s f e d; s v a d; s a f d; s f e t; s ü f t; s v e t; z f ä d,s f a d; s a f t; s v a t
Craig,HRM,h a r m; h e r m; h u r m; h ü r m,h i r m
Craig,TTR,d o d r; d e d r; t e d r; d a d r; d t t r; t d a r; t d r ü,t i t r; t - d r; h t d r; t d r a
Craig,YKR,j e g r; j k r ü,j g a r
Craig,MRV,m e r w; m u r w; m ü r w,m e r v
Craig,RNV,r n w ü; r e n v; r n w u; r n ä w; r n e v; r n v i; r n e w; r o n v; r e n w; r n v ‘; r n v o; r n a w,r a n w; r n a v; r n à w; r n w i; r n v e
