"data","Freq"
"s e h n s",5
"s e i d _",5
"s e i g n",5
"s e i l l",5
"s e j d a",5
"s e l s c",5
"s e r e n",5
"s e r n e",5
"s e s s o",5
"s e y n _",5
"s e z - v",5
"s f a l l",5
"s f r i n",5
"s g ’ s c",5
"s g e h t",5
"s g e l a",5
"s g e l e",5
"s g e l o",5
"s g e w i",5
"s g e z ö",5
"s g s u e",5
"s h a l b",5
"s i e g e",5
"s i e h ’",5
"s i e r r",5
"s i g m o",5
"s i g n o",5
"s i t é _",5
"s k a s s",5
"s k e r l",5
"s k l a v",5
"s l a c h",5
"s l y t _",5
"s m a m e",5
"s o b a l",5
"s o n s _",5
"s o n t -",5
"s o r g t",5
"s o r i g",5
"s o r j _",5
"s p a a r",5
"s p ä h n",5
"s p a l t",5
"s p a s s",5
"s p ä ß _",5
"s p e c k",5
"s p e d e",5
"s p e d i",5
"s p f a f",5
"s p ü e r",5
"s r e m _",5
"s r e r _",5
"s s c h i",5
"s s e l o",5
"s s e s s",5
"s s g ' s",5
"s s g e j",5
"s s i t z",5
"s s m o l",5
"s s u r e",5
"s t a f f",5
"s t a n t",5
"s t a r w",5
"s t a t i",5
"s t a u f",5
"s t ä v e",5
"s t æ r b",5
"s t e i j",5
"s t e k t",5
"s t e t s",5
"s t i n k",5
"s t i s c",5
"s t ö c k",5
"s t o r b",5
"s t r ä h",5
"s t r a l",5
"s u b b e",5
"s u c h _",5
"s ü s s e",5
"s ü ü r _",5
"s v a t e",5
"s y m p a",5
"s z e k u",5
"t - c e -",5
"t - e m e",5
"t - i l s",5
"t a b l e",5
"t a d e l",5
"t a i f _",5
"t ä n d n",5
"t a u r a",5
"t a u s e",5
"t c h e n",5
"t e c h m",5
"t e h t ’",5
"t e h t s",5
"t e l e g",5
"t e n t a",5
"t e r b e",5
"t e r e m",5
"t e r e r",5
"t e r k i",5
"t e r n i",5
"t e r r i",5
"t e r s u",5
"t e t s _",5
"t h é l e",5
"t h e r _",5
"t h o n _",5
"t h s l e",5
"t i e n t",5
"t i f t _",5
"t i g e s",5
"t i m m u",5
"t i o n i",5
"t i v e _",5
"t j o h r",5
"t l a s s",5
"t l e s _",5
"t o l l e",5
"t o p f t",5
"t ö r e _",5
"t o s s e",5
"t o t s c",5
"t r a a c",5
"t r a m p",5
"t r a n s",5
"t r a o u",5
"t r ä r _",5
"t r ä u j",5
"t r ä u m",5
"t r e n n",5
"t r i s c",5
"t r o f e",5
"t r ö j e",5
"t r ü m e",5
"t s e j d",5
"t s f r a",5
"t s g s c",5
"t s k a s",5
"t s w a h",5
"t t ’ s c",5
"t t e l e",5
"t t e m _",5
"t t e r t",5
"t t f r a",5
"t t l i _",5
"t t r e _",5
"t t s e j",5
"t t s t _",5
"t ü d e n",5
"t ü e r z",5
"t u m m l",5
"t u m p e",5
"t ü n d l",5
"t ü s c h",5
"t z e k a",5
"t z t i _",5
"u ' e s t",5
"u a l l e",5
"u b i l ä",5
"u b l i c",5
"u b n i s",5
"ü c h ’ s",5
"u c h h e",5
"u c h s t",5
"u c h t s",5
"ü c h w e",5
"ü c k s t",5
"ü d a m _",5
"u d d e r",5
"ü d e n t",5
"u d i g e",5
"ü e b t _",5
"u e c h s",5
"u e c h u",5
"u e d e m",5
"u e d i _",5
"ü e d i _",5
"u e f a l",5
"ü e h i g",5
"ü e j e r",5
"u e k u n",5
"u e k ü n",5
"ü e l l e",5
"u e l q u",5
"u e n z _",5
"u e r s t",5
"u e s t e",5
"ü e t t e",5
"u e z i m",5
"u f f b a",5
"u f f i t",5
"u f f k l",5
"u f f m a",5
"u f f n e",5
"u f f w a",5
"u f g e h",5
"u f m e r",5
"u f r i e",5
"u f t r a",5
"ü g l i c",5
"ü h e r _",5
"u m b e _",5
"u m e d i",5
"u m é r o",5
"u m f a n",5
"u m f r e",5
"u m g s c",5
"u m m e -",5
"u m p e e",5
"u m s t e",5
"u n d s t",5
"u n e n d",5
"ü n f e f",5
"ü n g e r",5
"u n g e z",5
"u n g g s",5
"ü n n e _",5
"u n n e g",5
"u n n e r",5
"u n t r e",5
"u p e t t",5
"u p p e l",5
"ü p s t _",5
"u r a n t",5
"u r d ' r",5
"u r d e i",5
"u r e r _",5
"u r e u s",5
"ü r r a n",5
"u r t e i",5
"u r t s c",5
"u r t s s",5
"u r z e _",5
"u r z e r",5
"u r z l e",5
"u s e z _",5
"u s g e m",5
"ü s g e r",5
"u s g e z",5
"ü s g s u",5
"u s i n s",5
"ü s m a c",5
"ü s s g s",5
"u s s i e",5
"ü s s l a",5
"u s s u c",5
"ü s t ä v",5
"ü s z e i",5
"ü ß e r _",5
"ü t e n _",5
"u t i o n",5
"u t m a n",5
"u t r e _",5
"ü t t i _",5
"ü t z e r",5
"ü ü r s c",5
"u u u u u",5
"u v e a u",5
"u v e r t",5
"ü w e r s",5
"ü w w e _",5
"ü x e l _",5
"v ' r l a",5
"v ' r s a",5
"v a i l l",5
"v a i s _",5
"v e a u _",5
"v e e r z",5
"v e l i c",5
"v e l o c",5
"v e r f e",5
"v e r f o",5
"v e r g l",5
"v e r n i",5
"v e r s _",5
"v e r t e",5
"v i c e p",5
"v i e l i",5
"v i s - à",5
"v i t ä t",5
"v o l k s",5
"v o n n e",5
"v o r - e",5
"v o r e m",5
"v o r s p",5
"v o r ü s",5
"w a a c h",5
"w a a s e",5
"w a h n s",5
"w ä i j e",5
"w a l z e",5
"w ä l z e",5
"w a m m _",5
"w a n g _",5
"w a s ’ r",5
"w a t t e",5
"w a u e _",5
"w a z z l",5
"w æ r e _",5
"w b s w _",5
"w b s w b",5
"w e c k t",5
"w e f a l",5
"w e h n l",5
"w e i s e",5
"w e l t b",5
"w e n i j",5
"w e r e r",5
"w e r i _",5
"w e r i c",5
"w e r n i",5
"w e r r a",5
"w e y e _",5
"w i e b _",5
"w i e f l",5
"w i e l s",5
"w i l l ’",5
"w i n g _",5
"w i n s l",5
"w i r k e",5
"w o ’ r _",5
"w o h l g",5
"w ö h n e",5
"w o h n h",5
"w o l k e",5
"w o o r t",5
"w ö r t l",5
"w œ l l e",5
"w u e s s",5
"w u r d '",5
"w ü r m _",5
"w ü s s t",5
"w w e l t",5
"w w e r m",5
"w w l e _",5
"w y d d e",5
"w y e f e",5
"w y s e _",5
"x a k t _",5
"y e f e l",5
"y l i n d",5
"y n d l i",5
"y n g s c",5
"y r o d e",5
"y t t i g",5
"y t t z e",5
"y v o n n",5
"z a f t _",5
"z a h m _",5
"z a j t _",5
"z a p f e",5
"z e f a n",5
"z e l i e",5
"z e n e m",5
"z e n s _",5
"z e r l e",5
"z e r s t",5
"z e s t e",5
"z e z e h",5
"z i c h t",5
"z i f e r",5
"z i g j a",5
"z l o s _",5
"z s c h _",5
"z ü d a m",5
"z u e d e",5
"z u e f a",5
"z u f r i",5
"z ü g l i",5
"z w ä i t",5
"z w a n g",5
"z w e i j",5
"z w y e f",5
"z y t e r",5
"z z e r _",5
"_ . . . .",4
"_ ' m o l",4
"_ ' s - _",4
"_ ’ r u s",4
"_ ’ s : _",4
"_ 5 0 0 0",4
"_ a b b e",4
"_ a b b r",4
"_ a b g ’",4
"_ a b k o",4
"_ a b s p",4
"_ a c c i",4
"_ a d l e",4
"_ a e i n",4
"_ a e r _",4
"_ a e u j",4
"_ ä h n l",4
"_ a i j e",4
"_ a i m a",4
"_ a i m o",4
"_ ä i n i",4
"_ ä i n s",4
"_ a j e _",4
"_ a j e n",4
"_ a l i n",4
"_ a m a n",4
"_ â m e _",4
"_ a m t _",4
"_ a n d _",4
"_ a n o f",4
"_ a n p r",4
"_ a n v e",4
"_ a n z i",4
"_ a n z u",4
"_ a p r o",4
"_ a r c h",4
"_ a r g e",4
"_ ä r m _",4
"_ a u f e",4
"_ a u f t",4
"_ ä u j e",4
"_ a u r e",4
"_ a u s d",4
"_ a w ’ r",4
"_ b ' h ü",4
"_ b a d _",4
"_ b a i n",4
"_ b a r _",4
"_ b ä r _",4
"_ b ä u m",4
"_ b e d r",4
"_ b e g i",4
"_ b e k ö",4
"_ b e l o",4
"_ b e n g",4
"_ b e r _",4
"_ b e r g",4
"_ b e s _",4
"_ b e t e",4
"_ b i b i",4
"_ b i m m",4
"_ b i t s",4
"_ b i w w",4
"_ b l o n",4
"_ b l ö u",4
"_ b l u d",4
"_ b l y b",4
"_ b o d i",4
"_ b o e s",4
"_ b o i r",4
"_ b o n b",4
"_ b o t t",4
"_ b ö ü j",4
"_ b r ä d",4
"_ b r a i",4
"_ b r ä u",4
"_ b r o w",4
"_ b r u n",4
"_ b u e n",4
"_ b y c h",4
"_ c a m b",4
"_ c a n _",4
"_ c a p i",4
"_ c a r r",4
"_ c é l i",4
"_ c e t _",4
"_ c h e n",4
"_ c h e v",4
"_ c i e _",4
"_ c l a i",4
"_ c o e u",4
"_ c o l o",4
"_ c o m b",4
"_ c o n g",4
"_ c o n v",4
"_ c o u _",4
"_ c o û t",4
"_ c r i c",4
"_ c r i e",4
"_ c ü r a",4
"_ d . . .",4
"_ d a a j",4
"_ d ä j l",4
"_ d ä n e",4
"_ d a ö n",4
"_ d a t _",4
"_ d a u e",4
"_ d a u s",4
"_ d e b b",4
"_ d e b l",4
"_ d e f ü",4
"_ d e i _",4
"_ d e i l",4
"_ d é j à",4
"_ d e j h",4
"_ d e k o",4
"_ d é m a",4
"_ d e s h",4
"_ d e t _",4
"_ d e w w",4
"_ d h ä e",4
"_ d h ä l",4
"_ d h i e",4
"_ d i a m",4
"_ d i c t",4
"_ d i e h",4
"_ d i f _",4
"_ d i f i",4
"_ d ö j s",4
"_ d o l i",4
"_ d o n i",4
"_ d o o _",4
"_ d o o r",4
"_ d o u c",4
"_ d r ä i",4
"_ d r a t",4
"_ d r m i",4
"_ d r o l",4
"_ d r ü c",4
"_ d r y z",4
"_ d s c h",4
"_ d u e c",4
"_ d u n n",4
"_ d ü r _",4
"_ d u w a",4
"_ d y n a",4
"_ e - r e",4
"_ e a u _",4
"_ e h r g",4
"_ e h r w",4
"_ e i g n",4
"_ e i j c",4
"_ e j e t",4
"_ e n k e",4
"_ e n ö ö",4
"_ e p a t",4
"_ e p p e",4
"_ e r a a",4
"_ e r b l",4
"_ e r h o",4
"_ e r ü e",4
"_ e r z a",4
"_ e s s t",4
"_ e v o r",4
"_ e x a m",4
"_ e x p e",4
"_ e x p r",4
"_ e y e r",4
"_ f a n s",4
"_ f a x e",4
"_ f æ h l",4
"_ f e r c",4
"_ f ê t e",4
"_ f i r _",4
"_ f i x _",4
"_ f l a d",4
"_ f l e j",4
"_ f l o r",4
"_ f l o t",4
"_ f l u c",4
"_ f l ü e",4
"_ f o l l",4
"_ f r a m",4
"_ f r o e",4
"_ f u e d",4
"_ f u n d",4
"_ f ü r r",4
"_ g . . .",4
"_ g ' f l",4
"_ g ' f ü",4
"_ g ‘ s c",4
"_ g ’ f i",4
"_ g ’ s æ",4
"_ g ä l t",4
"_ g a s l",4
"_ g ä s t",4
"_ g a t t",4
"_ g a u e",4
"_ g ä x _",4
"_ g e b ä",4
"_ g e e n",4
"_ g e h o",4
"_ g e j _",4
"_ g e n o",4
"_ g e r _",4
"_ g e z ä",4
"_ g e z i",4
"_ g f ä l",4
"_ g f r ä",4
"_ g i g e",4
"_ g l a i",4
"_ g l o c",4
"_ g l o i",4
"_ g l o r",4
"_ g l u e",4
"_ g l u n",4
"_ g n i c",4
"_ g o g g",4
"_ g o s c",4
"_ g o û t",4
"_ g r ä s",4
"_ g r a u",4
"_ g r a w",4
"_ g s a s",4
"_ g u m b",4
"_ g ü t _",4
"_ h a b '",4
"_ h a j o",4
"_ h a n f",4
"_ h ä t s",4
"_ h a u _",4
"_ h a w '",4
"_ h a w ’",4
"_ h e e h",4
"_ h e l a",4
"_ h e r n",4
"_ h e r t",4
"_ h e r ü",4
"_ h e s t",4
"_ h i n u",4
"_ h i z _",4
"_ h ö f l",4
"_ h ö h e",4
"_ h o h k",4
"_ h o l l",4
"_ h ö l z",4
"_ h ö n s",4
"_ h o p s",4
"_ h o r n",4
"_ h u i _",4
"_ h u n t",4
"_ h ü ü s",4
"_ h y l e",4
"_ í c h _",4
"_ i c h '",4
"_ i c h s",4
"_ i i n _",4
"_ i m s t",4
"_ i n g '",4
"_ i n s c",4
"_ i n t i",4
"_ i r i d",4
"_ i s e _",4
"_ i s e h",4
"_ j a g d",4
"_ j ä h r",4
"_ j ä s c",4
"_ j e d _",4
"_ j e g e",4
"_ j e h t",4
"_ j o c h",4
"_ j o l i",4
"_ j o m e",4
"_ j u h u",4
"_ j u t _",4
"_ k ä f e",4
"_ k a n o",4
"_ k a p o",4
"_ k ä s c",4
"_ k ä u f",4
"_ k e h j",4
"_ k e l _",4
"_ k e s s",4
"_ k i s c",4
"_ k i t s",4
"_ k l ä u",4
"_ k l a v",4
"_ k o f f",4
"_ k ö j e",4
"_ k o r r",4
"_ k ö s t",4
"_ k œ n n",4
"_ k r e d",4
"_ k r o p",4
"_ k r ü p",4
"_ k ü e l",4
"_ k ü e n",4
"_ k ü h n",4
"_ k u n d",4
"_ k u s i",4
"_ k u t t",4
"_ l ' a u",4
"_ l ä b _",4
"_ l ä b e",4
"_ l a i j",4
"_ l a m p",4
"_ l a n z",4
"_ l a r i",4
"_ l a s t",4
"_ l æ w e",4
"_ l e d i",4
"_ l e r n",4
"_ l e s c",4
"_ l e w w",4
"_ l i e ß",4
"_ l i p f",4
"_ l i p p",4
"_ l i ß _",4
"_ l o h k",4
"_ l o j ü",4
"_ l o k a",4
"_ l ö s u",4
"_ l o t t",4
"_ l o u i",4
"_ l u d d",4
"_ l u i _",4
"_ l u m b",4
"_ l ü s c",4
"_ l ü t _",4
"_ m ’ s i",4
"_ m a a w",4
"_ m a i e",4
"_ m a l ä",4
"_ m a l c",4
"_ m a l d",4
"_ m a t i",4
"_ m a u v",4
"_ m e j _",4
"_ m é l a",4
"_ m e l d",4
"_ m é n a",4
"_ m e t t",4
"_ m i e ä",4
"_ m i e ß",4
"_ m i m m",4
"_ m i t k",4
"_ m i t l",4
"_ m ö i j",4
"_ m o i s",4
"_ m o p p",4
"_ m ö r d",4
"_ m o s e",4
"_ m o t i",4
"_ m ü h e",4
"_ m u n i",4
"_ m u n k",4
"_ m u r r",4
"_ m ü ü s",4
"_ m y s t",4
"_ n a h e",4
"_ n e s t",4
"_ n i è c",4
"_ n o m i",4
"_ n o n -",4
"_ n o r d",4
"_ n o r m",4
"_ n ö t h",4
"_ n o w l",4
"_ n ü b b",4
"_ n u m _",4
"_ n ü s k",4
"_ n ü s z",4
"_ n ü t z",4
"_ n ü w w",4
"_ o b s _",4
"_ o b w o",4
"_ o e h r",4
"_ ö f f n",4
"_ o h n _",4
"_ o j e _",4
"_ o k k a",4
"_ o l l e",4
"_ o o n f",4
"_ o o n s",4
"_ o o o o",4
"_ o p i n",4
"_ o w e d",4
"_ o w e n",4
"_ p ä ä r",4
"_ p ä b s",4
"_ p a i x",4
"_ p a l m",4
"_ p a p p",4
"_ p a r e",4
"_ p a s c",4
"_ p a u v",4
"_ p f ä t",4
"_ p f l e",4
"_ p f l u",4
"_ p f l ü",4
"_ p f ü n",4
"_ p i s t",4
"_ p l a p",4
"_ p l e u",4
"_ p o l t",4
"_ p o o r",4
"_ p r é t",4
"_ p r e v",4
"_ p r i v",4
"_ p r i x",4
"_ p r ü f",4
"_ p s t _",4
"_ q u e r",4
"_ r a a n",4
"_ r a a s",4
"_ r a i s",4
"_ r a s i",4
"_ r a t _",4
"_ r a t s",4
"_ r ä u m",4
"_ r a w e",4
"_ r b i _",4
"_ r e d l",4
"_ r é f r",4
"_ r e l i",4
"_ r e n o",4
"_ r é p u",4
"_ r e ü s",4
"_ r i d e",4
"_ r i e w",4
"_ r o m e",4
"_ r ö s l",4
"_ r ö s s",4
"_ r o t s",4
"_ r ü e r",4
"_ r u e s",4
"_ r ü h r",4
"_ r ü s c",4
"_ r w i l",4
"_ r z ü e",4
"_ s ä c k",4
"_ s ä i s",4
"_ s a i t",4
"_ s ä j _",4
"_ s a m t",4
"_ s a n g",4
"_ s a r d",4
"_ s ä t z",4
"_ s e h u",4
"_ s e n _",4
"_ s e r _",4
"_ s e r r",4
"_ s e u c",4
"_ s h u n",4
"_ s i w e",4
"_ s i z e",4
"_ s o b a",4
"_ s o g e",4
"_ s o i g",4
"_ s o r r",4
"_ s ö ü i",4
"_ s o u s",4
"_ s p r ü",4
"_ s p y z",4
"_ s t ä i",4
"_ s t i n",4
"_ s ü d f",4
"_ s ü s c",4
"_ s y e d",4
"_ t a d e",4
"_ t a k t",4
"_ t a r t",4
"_ t a s s",4
"_ t a t s",4
"_ t e n e",4
"_ t ê t e",4
"_ t e u f",4
"_ t e x t",4
"_ t h u t",4
"_ t i t e",4
"_ t o d s",4
"_ t o t a",4
"_ t r a l",4
"_ t r ä n",4
"_ t r a p",4
"_ t r e p",4
"_ t r o f",4
"_ t r ö u",4
"_ t r y w",4
"_ t s c h",4
"_ u e b e",4
"_ u e n s",4
"_ u j e h",4
"_ u m h ä",4
"_ u m k e",4
"_ u m z e",4
"_ u n b ä",4
"_ u n d a",4
"_ u n g ’",4
"_ u n g f",4
"_ u n g ü",4
"_ u n l i",4
"_ u n s i",4
"_ ü n s r",4
"_ ü s e n",4
"_ ü s g '",4
"_ ü s h a",4
"_ ü s p a",4
"_ ü s r i",4
"_ u s s e",4
"_ ü s s l",4
"_ ü s s m",4
"_ ü s s z",4
"_ ü s w e",4
"_ ü t z e",4
"_ v a i l",4
"_ v é l o",4
"_ v e n e",4
"_ v i e _",4
"_ v i e u",4
"_ v ö l k",4
"_ v o r f",4
"_ v o s _",4
"_ v o u l",4
"_ v u l '",4
"_ v u m '",4
"_ w a a r",4
"_ w ä i j",4
"_ w ä n _",4
"_ w a n g",4
"_ w ä r ’",4
"_ w ä r f",4
"_ w a s e",4
"_ w ä s s",4
"_ w a u e",4
"_ w æ r _",4
"_ w e i j",4
"_ w i e f",4
"_ w i f f",4
"_ w i n m",4
"_ w i n s",4
"_ w i ß t",4
"_ w i w e",4
"_ w o e l",4
"_ w o h _",4
"_ w o h i",4
"_ w ö l f",4
"_ w o l g",4
"_ w o r _",4
"_ w o r s",4
"_ w o z u",4
"_ y n b i",4
"_ y n b r",4
"_ z ä i j",4
"_ z ä j _",4
"_ z a w e",4
"_ z e h l",4
"_ z e n t",4
"_ z i c h",4
"_ z i e s",4
"_ z u c h",4
"_ z u e n",4
"_ z u s t",4
"_ z ü s t",4
"_ z w e l",4
"_ z w i c",4
"_ z y d d",4
"- à - d i",4
"- à - v i",4
"- c o c o",4
"- d i r e",4
"- h u p p",4
"- o - o _",4
"- p è r e",4
"- v i s _",4
"' é t a i",4
"' f i e h",4
"' f r ö u",4
"' f ü e h",4
"' h a i s",4
"' h a u p",4
"' h e b t",4
"' h e i m",4
"' h e n k",4
"' h ü e t",4
"' m o l _",4
"' r l a n",4
"' r l o r",4
"' r s a m",4
"' r t r ä",4
"' s c h o",4
"‘ r s t a",4
"’ f i e h",4
"’ h a u p",4
"’ h e i s",4
"’ i c h _",4
"’ r s c h",4
"’ s æ h n",4
"’ s c h a",4
"’ s e t z",4
"’ s i e u",4
"’ s o r i",4
"’ s ü e c",4
"5 0 0 0 _",4
"à - d i r",4
"à - v i s",4
"a a j e _",4
"a a n f ä",4
"a a n i g",4
"ä ä r e l",4
"a a r t _",4
"a a t ' r",4
"a a t s a",4
"a a t s g",4
"a a u t _",4
"a a u w e",4
"a b a r t",4
"a b b e d",4
"a b g e m",4
"a b g e w",4
"a b g s e",4
"a b h a n",4
"ä b s t l",4
"a c c i d",4
"ä c h d i",4
"a c h e -",4
"a c h g e",4
"a c h i _",4
"a c h l i",4
"a c h m i",4
"a c h t '",4
"a c k s _",4
"a c t a i",4
"a d d i e",4
"ä d e l e",4
"ä d e l t",4
"ä d e r i",4
"a d e z u",4
"a d i o -",4
"a d j e s",4
"a d l e _",4
"a d v o k",4
"a e n g e",4
"a e r m _",4
"a e r m e",4
"a f e l _",4
"ä f e l _",4
"a f f s c",4
"ä f t e l",4
"ä f t s _",4
"a g e s _",4
"a g e u r",4
"a g n e s",4
"a g t e n",4
"ä h j t e",4
"a h l e n",4
"ä h l e n",4
"ä h n l i",4
"ä h r e _",4
"ä h r t i",4
"a i b t _",4
"a i d e b",4
"ä i d e l",4
"a i d l _",4
"ä i f t _",4
"a i l t _",4
"a i m a b",4
"a i n s i",4
"a i r i e",4
"a i s e l",4
"a i s s -",4
"ä i s s t",4
"ä j e n e",4
"ä j l i _",4
"ä j t e _",4
"a k k e _",4
"a l a l a",4
"a l b s _",4
"a l b s t",4
"a l c h a",4
"a l e f i",4
"ä l f e _",4
"ä l f t _",4
"a l i n e",4
"a l j e s",4
"a l l a n",4
"a l l u _",4
"ä l t e _",4
"ä l t e s",4
"ä l t i _",4
"a l t o r",4
"a l w e l",4
"a l z e _",4
"a l z e r",4
"ä l z e r",4
"a m a n d",4
"a m a n t",4
"a m b a c",4
"a m b s h",4
"a m b u n",4
"a m e n s",4
"ä m e r m",4
"a m m e k",4
"a m m e t",4
"a m m t i",4
"a m p f e",4
"a m t s g",4
"a n c h _",4
"a n d - p",4
"a n d a _",4
"a n d a c",4
"a n d h u",4
"a n d i g",4
"a n d o _",4
"a n d s s",4
"a n e r k",4
"a n f ä l",4
"a n g ' s",4
"a n g e g",4
"a n g r i",4
"ä n g s c",4
"a n g s s",4
"ä n g s t",4
"a n h e n",4
"a n l e i",4
"a n n a d",4
"ä n n e _",4
"ä n n l i",4
"a n n s t",4
"a n o f f",4
"a n p r o",4
"a n s e _",4
"a n s p a",4
"a n s w u",4
"a n t a s",4
"ä n t e l",4
"a n t h r",4
"a n t h u",4
"a n v e r",4
"a n w e i",4
"a n z e f",4
"a n z e t",4
"a n z i e",4
"ä n z t _",4
"a n z t i",4
"a ö b s _",4
"a ö n z e",4
"a p e r l",4
"a p h i s",4
"a p i t e",4
"ä p p e l",4
"a p ü t t",4
"a r b l e",4
"a r c e _",4
"a r c e u",4
"ä r c h e",4
"a r d i _",4
"a r d i n",4
"a r d t _",4
"ä r e d r",4
"ä r i c h",4
"ä r i k _",4
"ä r i k e",4
"a r i s c",4
"a r i u s",4
"a r k e i",4
"a r k i _",4
"a r k i e",4
"ä r l e _",4
"a r n i e",4
"a r n s a",4
"a r r e n",4
"a r r e s",4
"a r r e w",4
"a r r h a",4
"a r r h e",4
"a r r i c",4
"a r r i k",4
"a r r i v",4
"a r r i w",4
"a r r j e",4
"a r t e f",4
"a r w ä i",4
"a r z h a",4
"ä s c h p",4
"a s c h ü",4
"ä s e l e",4
"a s e l s",4
"a s i e _",4
"a s s a n",4
"ä s s e _",4
"a t ' r _",4
"a t a l e",4
"a t h o l",4
"a t s a n",4
"a t t l i",4
"a t z e h",4
"a t z e l",4
"a t z l e",4
"ä u b h ä",4
"a u d e r",4
"a u f g a",4
"ä u m e _",4
"a u p t b",4
"ä u p t s",4
"a u r e _",4
"a u s d r",4
"ä u s e r",4
"a u s i g",4
"a u s s e",4
"a u s s t",4
"a u s z u",4
"a u t e u",4
"a u v a i",4
"a u v r e",4
"a u w e h",4
"a u w e r",4
"ä u w e r",4
"a v r e _",4
"a w ’ r _",4
"a w a l t",4
"ä w e s _",4
"a w e s d",4
"a z z e _",4
"a z z l e",4
"b ' h a u",4
"b ' h ü e",4
"b ' s t i",4
"b ’ h a n",4
"b ’ h a u",4
"b ’ s t i",4
"b a c h s",4
"b a c h t",4
"b a i n _",4
"b ä n d e",4
"b ä r e d",4
"b a r e n",4
"b a r k e",4
"b a r m e",4
"b a r s _",4
"b ä r t e",4
"b ä s c h",4
"b d a a _",4
"b e a u c",4
"b e c k _",4
"b e d u n",4
"b e d ü ü",4
"b e f a h",4
"b e k l a",4
"b e k ö ö",4
"b e l ä i",4
"b e l s c",4
"b e m ü h",4
"b e n d é",4
"b e n e _",4
"b e r a l",4
"b e r r t",4
"b e r u f",4
"b e s t _",4
"b e s t ä",4
"b ê t e _",4
"b e t r e",4
"b e w e g",4
"b g e l e",4
"b h e i t",4
"b i - c o",4
"b i b i -",4
"b i c h t",4
"b i e n ö",4
"b i e r h",4
"b i l d s",4
"b i l i e",4
"b i m b a",4
"b i n d _",4
"b i s h e",4
"b i s k w",4
"b l a d _",4
"b l a n g",4
"b l e i j",4
"b l e j _",4
"b l e s _",4
"b l e s s",4
"b l i k _",4
"b l ö i j",4
"b l ö j e",4
"b l o n _",4
"b l o n d",4
"b l ö u j",4
"b l u d d",4
"b l ü e h",4
"b l y e t",4
"b l y w e",4
"b o d i n",4
"b o h n e",4
"b ö i j e",4
"b o i r e",4
"b o l e r",4
"b o n b o",4
"b o n h o",4
"b o u c h",4
"b o u r g",4
"b o u t e",4
"b r a i t",4
"b r e t t",4
"b r i e l",4
"b r o w i",4
"b r r r _",4
"b r ü e c",4
"b r ü e j",4
"b r u e l",4
"b s c h ä",4
"b s c h i",4
"b s c h u",4
"b s h e i",4
"b s p e r",4
"b s t l i",4
"b s t u m",4
"b s t u n",4
"b t ' r _",4
"b u c k l",4
"b u m m _",4
"b u n g e",4
"b ü r e m",4
"b u r j _",4
"b u r r _",4
"b u r z e",4
"b u t z _",4
"b w o h l",4
"b y c h t",4
"b z e h o",4
"c a p i t",4
"c c i d e",4
"c é l i b",4
"c e u r _",4
"c h ‘ s c",4
"c h a f s",4
"c h a h n",4
"c h a l _",4
"c h a m _",4
"c h ä m s",4
"c h a u d",4
"c h b l e",4
"c h e f _",4
"c h e l d",4
"c h e l i",4
"c h e s t",4
"c h e t t",4
"c h e v a",4
"c h g e d",4
"c h g s c",4
"c h h e _",4
"c h i g _",4
"c h i k a",4
"c h i l e",4
"c h k u m",4
"c h l ä j",4
"c h l a m",4
"c h l e t",4
"c h l i _",4
"c h l i t",4
"c h l ö j",4
"c h l ö s",4
"c h l ö ü",4
"c h m ä r",4
"c h m e i",4
"c h m ü c",4
"c h n a s",4
"c h n u f",4
"c h n ü r",4
"c h o c e",4
"c h o f _",4
"c h o n e",4
"c h o o f",4
"c h o r _",4
"c h p e t",4
"c h r a n",4
"c h r ä n",4
"c h r e _",4
"c h r o t",4
"c h r ü b",4
"c h s e h",4
"c h s l u",4
"c h s m o",4
"c h s t i",4
"c h s t u",4
"c h t ' r",4
"c h t ’ r",4
"c h t a _",4
"c h t e d",4
"c h t h u",4
"c h t i c",4
"c h t i n",4
"c h t k a",4
"c h t s p",4
"c h t v '",4
"c h t w i",4
"c h ü b l",4
"c h ü e l",4
"c h ü s _",4
"c h u s s",4
"c h w ä n",4
"c h w e h",4
"c h w ö j",4
"c h z e h",4
"c h z e i",4
"c i d e n",4
"c i n g _",4
"c i p a l",4
"c i t a t",4
"c k e l h",4
"c k e l z",4
"c k e n d",4
"c k e r l",4
"c k e t i",4
"c k k e h",4
"c k s i c",4
"c k t i _",4
"c k z e z",4
"c l a i r",4
"c o c o _",4
"c o e u r",4
"c o l o g",4
"c o m b l",4
"c o n d i",4
"c o n v e",4
"c o û t e",4
"c r e t _",4
"c r i c _",4
"c t a i r",4
"c t e m e",4
"d a a d s",4
"d a a j _",4
"d a a t e",4
"d ä n e _",4
"d a ö b s",4
"d a ö n z",4
"d ä r f _",4
"d a r u m",4
"d ä u b h",4
"d ä u j _",4
"d a u r e",4
"d a u s i",4
"d ä u w i",4
"d d ' r _",4
"d d a ö _",4
"d d e l a",4
"d d e l s",4
"d d e r g",4
"d d r e _",4
"d e - n _",4
"d e a u _",4
"d e b i b",4
"d e b l o",4
"d e f a l",4
"d é j à _",4
"d e j h a",4
"d e l a n",4
"d é l é _",4
"d e l m a",4
"d e l s _",4
"d é m a r",4
"d e n t i",4
"d e p i p",4
"d e r f o",4
"d e r g l",4
"d e r h i",4
"d e r k u",4
"d e r k ü",4
