mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,H,_ h y; h e n; h u e; h a u; h e e; _ h o; h a a; h i e; h e u; h e h; h a i; _ h ö; h o e; _ h u; h ö ö; h o o; _ h é; h u u; _ h e; h e j; h a g; h i h; h e a; h ö e; _ h æ; h u i; h ä _; h ü ü; _ h ô; h a ö; h ö ü; h ü h; h y _; h e -; h e _; h ä h; h a j; h é _; h ô e; h h h; _ h œ; _ h â; h ä ä; h e o; h y e; h a h; h o -; h ä e; h u -; h a e; h ä ’; h a ë; h e ï; h é o; h i j; h i o; h i ö; h i ü; h o ’; h o j; h ô ô; h ö u; h y i; h ö j,h a _; h o _; _ h à; h ü e; h a ü; _ h i; h i g; _ h ä; h à _; h e i; h à h; h ä i; h o i; h i _; _ h ü; h ü a; h i a; h ö h; h ä u; h o h; h u _; h e r; h e ü; h o u; h ö _; h à i; h a -; h ü _; h i -; _ h a; h ö i; h ü -; h u a; h a '; h ä j; h a o; h à ü; h ä ü; h o '; h u h; h ü i; h ä -; h e ä
Craig,KSS,x - s; x e z; x ü s,x i s; k s z; g s z
Craig,LTS,l z e; l z _; l i z; l e z; l t s; l u z; l z u; l d s; l l z; l z ü; l o z; l a z; l ü z; l t z; l z i,l d z; h l z; l z ä
Craig,APS,e b s; u b s; i p s; ü p s; i p z; y b s; ö b s; ä b s; e b z; a p ß; æ b s; ö p s; u p s; ä p s; o p s,a b z; a b s; o b s; i b s; à b s; a p s; ü b s; à p s
Craig,KTL,k t l,g d l
Craig,PXT,b s d,b s t
Craig,RKS,r i x; r k s; r g s; r x _; r a x; r ä x; r e x; r o x,r c s
Craig,LSK,l s c; l s k; l s q,l z k; l s g
Craig,LN,l e n; l o n; l u n; l ä n; l è n; l n _; l a n; l n e; l ’ n; l l n; l n i; l n u; l y n; l ' n; l é n; l n a; l æ n,l à n; l i n; l ü n; _ l n
Craig,RP,_ r b; r e b; r b e; r o p; r e p; r b y; r ü b; r b u; r y b; r p a; r o b; r ö p; r b _; r a p; ' r b; r u b; r p ü; r r b; h r b; r b ü; r ü p; ' r p; ’ r b; r ä b; r b ö; r ö b; r p o; r p ö,r i b; r b a; r ä p; r à b; r i p; r u p; r é p; r p e; r à p; r b i; r b o; r b ä; r a b; r - b; h r p; r b '; r p _; r p i; r p u
Craig,ASM,e s m; i s m; i ß m; u s m; a ß m; e z m; o s m; o ß m; ü ß m; y z m,a s m; ü s m
Craig,RF,r v u; _ r v; r e v; r ü w; r f o; r a v; r o w; r a f; r e w; r e f; r v i; r ä f; _ r f; r v e; r y w; r y f; r f e; r f u; r i v; r é f; r v _; r ü f; r ö f; ’ r f; h r f; r - v; r - f; r ' v; r æ f; r f '; r f ‘; r f y; r u w; r v ä; r ä w; r ä v; r f ’; r v é; r u f,r v o; r f i; r a w; r i w; r o f; r f ü; r v a; r f a; r i f; r f ä; r f _; h r v; r o v; r é v; r v ö
Craig,YV,j e w; j w a; h j w; j e v; j w i; j u w; j v a; j v i; j v o,j a w; j o w
Craig,A,_ a u; a u _; a a _; u e _; a u e; a a u; e j _; e i j; u e h; ö u j; e e r; _ a a; e e n; _ u e; i e u; i j _; ä j _; i e j; ü e j; e n _; _ i e; a j _; u e r; u e n; ö ü j; _ e u; e u _; _ a e; _ e _; _ e j; u i _; i e r; u j _; o u i; u e j; a i j; _ o o; e y _; _ a i; _ ü e; ü e n; e e _; _ à _; a i _; ü e h; a y e; ö i j; ö e n; y e r; _ ö ö; e e h; e a u; _ o u; _ i i; a ö _; e u e; é e _; ü j _; o e n; _ e ’; ö ö _; y e _; _ e -; _ y o; e h ’; i i i; _ e '; o u _; e y e; ä i j; i i _; o y a; i e ’; _ u h; a e r; _ ö j; a e n; o o _; o ’ _; e e j; y o y; _ e e; _ a j; ä e j; o e r; a y _; i é _; _ e y; a e u; ö e j; a e i; ä e _; o e j; a a j; a u u; o e h; e - e; u e i; e j h; _ a y; a ç a; _ ö i; u u e; ö u i; i a u; o u e; u é _; e u j; ä u j; y o _; o - y; y o -; _ a ç; u o i; y a g; ö ü i; _ y _; i e _; ä ä j; o - e; a a g; e y -; a ç o; y ’ _; ö h _; u ' i; a e h; e - h; i e '; _ o ’; _ e a; u ' e; e e i; u e a; o y o; o u j; e ’ _; a o u; _ o e; o - a; _ ö _; a ö j; a u ’; i ’ _; ö ö ü; ü i j; a e _; ü h _; _ i o; a - a; ü i _; ö e h; a u j; e - a; ä y _; o o h; a a e; e o _; i e ä; i j h; a u -; ä ü ü; o ‚ _; o i -; o o j; o ü j; y e h; a a a; ä u i; ä h _; i e a; y e n; ü ü _; o e u; o o -; _ o -; i o -; ö i _; _ ä ä; a u a; æ j _; i - e; i u h; ö ö u; y - a; _ å _; ä ’ _; a a -; a ö h; a ö i; ä u -; ä y e; e ‚ _; e h ‘; e i ’; e j ’; e o i; ô e r; o i j; o u é; o y _; œ j _; u ’ _; u ’ i; u ’ u; u e e; ä i h; _ a -; e h -; u e -; o - o; a - h; i e e; u i j; y e u; _ o j; u u u; u - h; i - h; a y -; u i ’; _ a '; _ a ı; _ a ŭ; _ ä ü; _ æ h; _ ë _; _ í _; _ ï h; _ o ‚; _ o ù; _ o ü; _ ö ü; _ u ’; _ u i; _ u ı; _ u o; _ ü ü; _ y -; _ y a; _ y h; a - 1; a - e; a ’ _; a ‚ _; a a '; a a ‘; a a ’; ä ä e; ä ä u; ä ä ü; ä e h; a e ü; ä h ’; a j ’; ä o _; ä ö _; a ö a; a ŭ _; a u ä; a u è; a u h; a ü j; a y ’; a y a; a y o; æ h _; e - ä; e - i; e - o; e ’ '; e a _; e ä _; e ç a; é h _; e i o; e j '; e u h; e y ’; i a ä; i a e; i ä u; i é -; i é a; i é h; i e o; i h ’; i i j; i j '; i u e; ı e r; o ’ e; o a a; o a h; o a u; o e _; o e ü; ö e u; o h ‚; ö i i; ô i j; o o a; o o e; o ù _; ö ü _; o u -; o u a; ö ü e; ô u j; ô ü j; ü - e; ü - ü; ü ' '; u ' a; u ' o; u ’ y; ü ä u; û e _; ü e ’; u e ä; ü h ’; ü j h; u o h; ù ü _; ü ü '; u ü e; u y _; u y e; ü y i; e . _; o - h; i i .; e e -; _ ü _; e u ’; e ü j; u e ’; e ' _,ü e _; a g _; à h _; e i g; _ i _; a ü _; e i _; _ o _; _ a _; e i h; i e n; i g _; i e h; _ a g; _ e i; _ i h; o h _; _ e ü; a ü e; _ a ü; e h _; i h _; a h _; i e i; ü e r; i a _; _ o h; _ i g; _ e n; _ e h; a u i; ü a _; _ a h; _ i .; e i e; e ü e; _ ä i; à g _; _ a .; i . .; i a h; e h '; ü a g; _ o i; a . .; ö e r; ä ä _; ä u _; _ ä _; e i a; ä u e; _ e r; _ ä h; e u i; _ ü h; e ü _; à i h; o h -; _ o .; à i e; _ à i; a a h; a . _; o i g; u i e; à i _; o i a; _ y e; ä i _; i a g; a i e; u u h; à i g; ä i g; _ u .; i . _; i - i; o . _; o . .; _ u u; o i e; _ ä j; u i g; o i _; e ü i; ü i g; _ a ï; a ï e; ï e _; u a a; ü a h; _ u _; i ' _; _ e .; e . .; à - o; _ u a; _ è _; a ' _; u a _; ä i e; a i a; ö ö ö; u . _; ä ä ä; i à _; i - o; ä e r; à i -; a i i; e a h; e u a; i - a; o ' _; ü e -; u u _; i o _; ö j _; _ i -; _ ö h; o y e; ü e i; e i i; e i u; e j -; u a h; _ i '; _ y u; ä ü _; ö ö h; u - a; i e -; ü - h; e i '; i à g; i h '; _ ä -; _ e o; _ i è; _ i ö; _ i ü; _ u -; _ ü i; ä - ä; a - i; a ' a; ä ä i; à ç i; à h '; à ï _; a o _; à ü _; a ü i; à y _; e - _; e ' a; é a _; e ç o; e o u; i a ü; i i g; i ö ö; i ü a; i ü e; o a _; ö a h; ö e _; o i h; ö ö a; ö y e; u - i; u - u; u ’ e; u a g; ü i e; u i h; u u -; u u a; y é _; y i e; o o o; _ u j; _ i a; o j _; u h _; _ ä u; ä - h; i ö _; u e u; _ i u; ä ü j; e e e; i o h; o u h; o y é; o y i; u j -; y o u; e i -; i i e; a i g; e - u
Craig,KN,k a n; k ö n; k e n; g ä n; k i n; c h n; g e n; k n e; c a n; _ k n; c o n; k n ö; g n e; g u n; k o n; k n o; g n ä; g o n; g é n; g æ n; g è n; g n a; k k n; k n i; k œ n; c è n; g g n; g n è; - k n; c y n; g n y; h g n; k ' n; c i n; g n o; c k n,k ä n; k u n; g ' n; g a n; g n u; g à n; _ g n; g n i; k n ü; c e n; g n ü; k n ä; k ü n; c u n; g i n; k n à; k à n; g ü n; ' k n; g - n; g n n; k n a; g ê n; h k n
Craig,RSK,r s c; r s k; r z k; r z g,r z c; r s g
Craig,RT,r t i; r d i; r i d; h r t; r d o; r d _; r o d; r a t; r ü t; ' r d; r ä t; r y d; r t u; r d ü; r ä d; r ü d; r d ’; r d '; ‘ r d; ' r t; r é d; r é t; r t ’; r - d; r d t; r r d; h r d; r y t; r t o; r ö d; r ê t; ’ r d; r d d; r è t; r t ä; _ r d; r - t; r d ‘; r ö t; r d u,"r o t; r d e; r t _; r i t; r t a; r t ü; r t e; r a d; r e d; r d a; r r t; r t é; r d à; r t -; r e t; r à t; r u d; r d ä; r t '; r , d; r d é; r t ö; r t t; r d -; r u t"
Craig,KPL,g p l,k p l; g b l
Craig,KSN,x n u; x n i,x a n; x - n
Craig,AKST,e x t; i x t; i x d; o x t; ü x t; u x t; e x d,a x t; ä x t
Craig,XTK,s t k,s t c; s t g
Craig,LM,l i m; l m ä; l m e; l u m; l l m; h l m; l m i; l o m; l ä m; l a m; l y m; l e m; l m u; l ü m; l m ö,l m o; l m _; l m é; l m a; l à m; l m ü; l - m
Craig,TKS,t e x; d a x; t g s; d i x; t a x; t g z,d g s
Craig,FKS,v e x; f a x; f g s; f o x; f e x,f i x; f u x
Craig,LKS,l k s; l é x; l u x; l ü x; l x e; l a x,l i x; l e x; l g s
Craig,ASN,e s n; o s n; a s n; a ß n; i z n; o ß n,ü s n; u s n
Craig,SF,s a w; s e f; s i w; s a v; s f ü; s s f; s v e; s u f; s f u; s f a; s o w; s o f; s e w; s p h; ß f ü; s y f; z v o; s f e; s o v; s i f; h s f; s ä w; s f æ; s v i; ß e w; ß v e; s v a; s v ö; s - f; s ' f; s e v; s f y; s u w; s v h; ß f e; ß v ’; ß v ö; z f ä; z f i; z f y; z v ä; s - v,s f i; z ' f; s s v; s v o; s f ä; z v i; s ü f; _ z v; s i v; z f a; s a f; s à w; s é f; z f à; z - v
Craig,ATV,e t w; o t w; e d w; ü d w; i t w; i t v; u t w,a t w; i d w; a d v
Craig,SY,s s j; s j ö; z j e; ß j ö; s - j; s j ä; s j _; s j é; s j e; ß j e; ß j i,s j u; s j a
Craig,RTP,r t b,r d b; r t p
Craig,KT,g o t; g e d; c h d; k t e; k t i; g u t; k a t; k ä t; c a t; c a d; g ü t; c e t; g a d; k t a; k t '; c t a; g ö t; c o t; c u t; k d i; k e d; k i d; k t u; k a d; c t o; k u d; g a t; g t '; c t y; g ä d; g d i; g d ö; g o d; g ö d; g d e; k d e; c e d; g t ’; c è d; c t -; g â t; g d -; g d '; g d u; g é d; g ı t; g t é; g t ö; g t u; g y t; k - t; k h t; k k t; k t ‘; g t e; c h t; c ô t; k t ’; c k d,g t _; g i t; c k t; c i d; k à t; g d _; g t a; g e t; c t e; c t _; g t -; k t _; c i t; g h t; k e t; c t i; k ü t; c t u; g ä t; g d a; g t i; k d ü; k o t; k t o; k u t; k i t; k t -
Craig,KKR,g k r,g c r
Craig,SPL,z p l,z b l
Craig,ANF,i n f; a n f; ü n f; i n v; e n f; u n v; o n f; y n v; y n f; o n v; a n v; ä n f; e n v,u n f; à n f
Craig,TK,d i c; t g e; d o k; d i k; d i g; t i c; t ü c; d e k; t e c; d ä c; t i k; t g ’; d u c; t o g; t e k; t k e; d ü k; d u k; t ü k; t k u; t - c; d o g; d ö c; t ä g; t g i; h t g; t k a; d a g; d k o; d ü c; d g ’; d g u; d k a; t c e; t g ä; _ t c; d ’ g; d a k; d é g; d g i; d k ö; d ö k; d t c; d t g; d u g; t - g; t ’ g; t a q; t è g; t œ c; t t c; t t g; t ü g; t t k; t g a; t ö c; t o k,t a g; t o c; t à g; d é c; d o c; t k i; t e g; t i g; h t k; t c .; t a c; d e c; t i q; t g '; t à c; t ä c; d e g; d a c; t k o; t g à; d g ü; t k ü; t a k; d - k; d à c; d g '; d h c; d k ä; d g e; t u g; d g a; t u c; t k ä
Craig,LPV,l b v,l b w
Craig,VL,w y l; w ö l; w o l; v e l; w e l; v i l; w l i; v a l; v o l; w w l; v ö l; w ä l; w a l; w œ l; v é l; v u l; v ' l; v ê l; w ô l,w i l; w u l; w l e; w ü l; v ä l; v l e; w à l; w l _
Craig,LFS,l f z,l f s
Craig,TSR,z e r; z i r; z u r; d s r; z a r; z ä r; z é r; z è r,z o r; z ü r; t s r; z à r
Craig,NTR,n t r,n d r
Craig,ANL,a n l; e n l; y n l; u n l; ö n l,i n l
Craig,XTF,s t v,s t f
Craig,AKN,a g n; o g n; ü g n; u k n,i g n; e k n; u g n; e g n; i k n
Craig,APV,o b w; a b v; u b v; u b w,a b w; i b w
Craig,TR,d ' r; d ’ r; t r e; t ' r; d o r; t r ü; d i r; d r ü; t ’ r; d ‘ r; d r o; d r ä; t h r; t r y; t r ä; t ü r; t r o; t r ö; t r è; d r y; h t r; d r e; t t r; d æ r; t ‘ r; d ö r; t æ r; t u r; d é r; t y r; d y r; t r æ; d r '; t r é; d r ö; $ t r; d r ô; t r ’; t r ê; t r ô; d d r; t o r,d r _; _ d r; t i r; _ t r; t r u; d r i; t - r; d à r; d r u; d ä r; t r i; d u r; t r a; t r à; d r a; t a r; t e r; t ö r; d a r; d ü r; t ä r; d r à; ' t r; - d r; t é r; t è r; d e r; d è r; t ë r; t r _; - t r; d r .
Craig,YM,j e m; j a m; j ü m; j m e; h j m; j m ä; j m ö,j u m; j m o; j ä m; j - m; j o m
Craig,NN,n e n; n y n; n o n; n u n; n ä n; n ü n; n i n; n ' n; n ’ n; n ö n,n a n; n - n; n n n
Craig,ARV,u r w; i r w; ü r w; æ r w; ö r w; u r v; ä r w; o r v,e r v; o r w; e r w; a r w; à r w; è r w; a r v
Craig,SKL,s k l; s c l,s g l; z k l
Craig,PST,p s d; p ß t,p s t
Craig,FK,f f g; f g e; v e c; f g a; f f k; v i c; f a c; f i g; f a k; v e k; f ü c; f g ’; f y c; v a g; f g h; f k u; f e k; v o c; _ f c; f k o; v a k; f i c; f k a; v e g; _ f k; f - k; f a q; f æ c; f c i; f f c; f k e; f y g; f ü g; f g ä; f k ü; v a c; f i q; f k i,f e g; v o g; f e c; f g '; f u c; f ä c; f g à; f g _; f à g; f g o; f u g; f o c; v ö g; f g i; f k ä; v o k
Craig,RTH,r d h,r t h
Craig,PFV,p f w,p f v
Craig,ASH,i s h; e s h; a s h; u s h,ü s h; o s h
Craig,PS,b s _; b b s; b i s; p a ß; b a s; _ b s; p e z; b ’ s; b e z; b s o; p a s; b u s; b a ß; p ä ß; p s e; b ä s; b y s; p i z; p o z; b s e; b ü s; b o s; p y z; b s u; b i ß; b ‘ s; b u z; p ä s; p u s; p a z; b é s; b u ß; b ü ß; p ü s; p y s; b o ß; b œ s; b s '; b s ä; b s y; b y ß; h b s; p o ß; b ö s,b ' s; p o s; b e s; b z '; p i s; b s i; p e s; _ p s; b s a; p s s; p p s; b i z; b à s; b a z; b z ’; b s ü; p à s; p s a; p s _
Craig,AFH,o f h,u f h
Craig,MV,m w e; m a w; m w u; m ö w; m i w; _ m w; m e v; m e w,m w a; m w i; m w à; m m w; m w ä
Craig,AFL,o f l; y f l; é f l,i f l; e f l; ä f l; ö f l; a f l; ü f l; u f l
Craig,YR,j e r; j r e; j r i; j a r; j o r; j r o; _ j r; j r ä; j u r,j ö r; j ü r; j r _
Craig,PSL,b s l,p s l
Craig,R,"' r _; r a u; ’ r _; r i _; r o o; r r e; r a a; r a i; _ ' r; r e n; h r i; r ö u; r u e; _ ’ r; r e j; r r i; r i g; r i e; r ö ü; _ r ä; r e u; r r u; r h e; r h a; r e e; ‘ r _; r ä j; r e _; h ' r; r i è; _ r e; ’ r e; r ä h; _ r y; r o _; _ r o; r o h; r ö i; r e y; r e h; h r y; r e r; _ r .; _ r h; r . _; r é _; _ r ö; r h ö; r ü h; _ r _; ’ r u; r ä e; r a h; r y e; r ç o; r a j; r ä i; _ ‘ r; r ’ _; r u _; r e a; r ü ü; h r o; ' e r; ' r r; r a o; h ’ r; r ü i; r o y; r h o; r i u; r ö e; ‘ r e; r a ö; r œ j; r h y; r i ö; r ü j; r e -; h r ä; r r ü; _ r é; r u i; r o e; r i i; h r ö; h r ü; r a y; h r ’; r - i; r a î; r i h; r o ï; r r é; r u u; r i o; r u h; r h u; - o r; r r o; r r ä; _ r œ; - r i; - r o; ‘ r i; ‘ r u; ’ r o; ’ r ü; r ‚ _; r ä o; r o ü; r a -; ’ e r; ’ r a; r é e; _ r æ; r é u; r r ê; _ , r; _ $ r; _ h r; _ r è; _ r ô; - r u; , r a; ' ä r; ' o r; ‘ r r; ’ a r; ’ i r; ’ r ’; ’ r y; $ r a; 3 e r; h r -; r - à; r - o; r - u; r ‘ _; r ’ e; r a ’; r æ j; r ç a; r e ‚; r é a; r é j; r h æ; r ı g; r o -; r ô u; r r ’; r r ö; r y o; r ö j; - r a; r ü _; ' r -; r i ä; _ r a",r a ü; r a _; _ r i; _ r u; - r _; ' r e; ' r i; r a g; r e i; _ r ü; h r e; h r _; r ü e; r à i; r . .; h r a; r ' _; h r '; r e ü; ' r o; r ö h; _ r à; r r à; r r a; r o i; ' r ü; r o j; r o u; h r u; h - r; r i é; r ç i; r h ü; r r y; h r à; r i a; r r _; - ' r; r h i; - r e; r y _; r - e; r à g; r ä ü; r ü a; r ä ä; - e r; r ä _; ' r u; r a e; - r -; ' r a; r h ä; r ä u; 9 e r; r i à; - i r; - r à; - r ü; r - _; r - ä; r - h; r à _; r à à; r a ë; r à ü; r ç e; r e '; r e ç; r é i; r h _; r h à; r ü è; _ r '; - a r; ' a r; ’ r i; r - a; r i -; r i j
Craig,AVS,a v s; ä v s; e w s,à w s
Craig,ALV,e l w; ä l w; o l v; e l v; o l w; a l v; æ l w; i l v; y l w,a l w; i l w; à l w; u l w; u l v
Craig,TTS,d a z; t e z; t t z; d i z; d ä z; d u z; t h z; d ü z,t i z; d e z; d o z; d z u; d z i; t - z
Craig,AML,ä m l; u m l; o m l; æ m l,e m l; a m l; i m l; à m l; ü m l
Craig,VM,v u m; w e m; w o m; v e m; w u m; w i m,v o m; w a m
Craig,YH,j h e; j h a; j h u; j h ü; j h i,j h ä
Craig,FT,f t i; v a d; f f t; f e t; v i t; f t _; v e t; f i t; f d i; v e d; f f d; f e d; f d a; f a d; f ü d; f o d; v o t; v o d; f d ö; f ê t; f t '; v ä t; v i d; f ü t; p h t; f t ’; f ä d; f d e; v ä d; _ f t; ’ f t; f - d; f d ä; f d u; f t ‘; f t o; v é t; f t u,v a t; f à d; f t e; f t a; f à t; f t ü; f u t; f a t; f d ü; v t _; v t a; f ä t; f o t; v ô t; f i d
Craig,YP,j e b; j u b; j ü b; j b i; h j b; j p o; j u p; j a p; j b _; j e p; j b o,j o b
Craig,APM,ä b m; e b m,a b m
Craig,NSR,n z r,n s r
Craig,NKK,n g k,n k g
Craig,HT,h e t; h y t; h ä d; h a d; h u t; h ü t; h æ t; h e d; h o t; h i d; h ô t; h ü d; h o d; h é t; h ö t; h y d; h u d,h a t; h à t; h i t; h ä t
Craig,YN,j e n; j o n; j ä n; j a n; j n e; j i n; j æ n; j n a,j u n; j ü n
Craig,ATM,e d m; i d m; u t m; e t m; a t m,i t m; a d m
Craig,NKV,n g v; n g w; n q u,n k w
Craig,ALM,i l m; ä l m; u l m,e l m; a l m; à l m; o l m
Craig,TST,t z t; z y t; z e d; d s t; t s t; z e t; z y d; z u t; z i d; z ü d; z u d; t z d,z i t; t s d; z o t; z a t; z ü t; z ä t
Craig,ALTS,e l z; o l z; u l z; a l z; ö l z; i l z,ä l z
Craig,AS,a ß _; i ß _; u e s; e ß _; a i s; e i ß; u e ß; a a s; o ß _; ü s s; e z _; u s _; a u s; u s i; e e s; e h s; ü e ß; o u s; o ß e; u ß _; i e ß; _ a ß; e s e; o o s; ü ß _; e s i; u s e; u s s; a i ß; i ß e; e ß e; ä s i; e s _; _ ü ß; _ u s; y s e; ä s e; e s u; a ß '; i j s; ä i ß; u s a; ü ü s; e s a; o ß i; è s _; o s _; i z _; e j s; ö i s; o ß a; a s i; u u s; u i s; o e s; _ e ß; y z _; a z _; ä j s; ü ß e; _ y s; i s e; é s i; i s a; i s o; o i s; ä ß i; a ß e; ö ß e; o o ß; e s ü; y s s; o h s; i s -; é s e; o z _; a a ß; u ß e; y s a; a s '; o s o; ö ü s; y ß _; i s _; ö s _; a ß ’; o s a; i s '; ä s s; e - s; ä ß _; a u ß; ö u s; u e z; i s ’; e s ä; ö s s; ö j s; ö s i; i o s; u z _; i s u; a ß ‘; e u s; e i z; a ß i; ä u ß; ä z _; u j s; ö s e; é s _; i e z; e z -; a s e; ä u s; a s ’; ö s u; o s -; é s a; e y s; i ü s; ö e ß; o ß u; u u ß; a e s; a j s; a y s; e h z; e j ß; i ’ s; œ j s; a a z; a i z; æ s e; æ s s; é s u; e ß '; i é s; o - s; ö a s; o h z; o s u; œ s s; ü j s; ü s ’; u s ü; u ß i; ü ß u; i ö s; ä s _; y e z; e ’ s; u a s; ä e s; a s u; ä ß e; é u s; o ß ’; _ i ß; _ u ß; _ y ß; a ' s; a ‘ s; ä ä s; a ö s; a s ä; a s ü; æ s i; e . z; e e ß; é o s; e o s; é s -; è s -; e s '; e s ’; é s o; e s y; e ß -; e ß i; e u ß; é z _; i o ß; o a s; o ß -; o ß '; o ß y; o u z; ö ü z; ü - s; u ’ s; u é s; ü e z; u h s; ü i z; ü s '; u s ä; u s é; u s o; ü s o; ü s ü; u ß -; u u z; ü z _; y é s; y s i; y ß e; y z h; ä s o; i z h,"_ a s; ü e s; ü s e; e s o; a s s; e i s; _ ü s; o s s; _ e s; _ a z; ü s _; a z '; i s s; e s s; ü a s; à s s; a ü s; ü s i; i a s; ä i s; o s e; à i s; i s i; _ i z; a s a; i e s; ö e s; o s i; o y s; y s _; _ o s; i z '; o z '; a s _; ü s a; e ü s; ü h s; a z ’; a - s; u . s; _ ä s; a s o; o s ’; a s à; u i z; y e s; u s -; ä i z; é e s; i h s; e s -; i u s; e u z; à s e; è s e; i è s; a . s; à s _; ä s -; ä s '; à s i; à ü s; ä ü s; e , s; e a s; è i s; è s s; e ß a; e z '; i a ß; i i s; i ß a; o s é; o s ü; ü è s; ü i s; u s ‘; i s è; i ß i; _ i s; a u z; ä h z; ä u z; é - s; i ' s; i s ä; o - z; ö s a; i - s; ü s -; a s -"
Craig,VR,w ä r; w u r; v ' r; w ü r; w ' r; v ’ r; v r a; v ‘ r; w r i; w ‘ r; w æ r; w ’ r; w w r; v i r; w r e; w y r; _ v r; v ä r; v u r; w r a; ' w r; h w r; v - r,w à r; w i r; w a r; v o r; w o r; v é r; w e r; v a r; w ö r; v r e; w r _; v r é; w r o; v r i; _ w r
Craig,TP,d e b; t y p; t u b; d p u; d i p; t b e; d é p; d i b; d a b; t b o; d u p; t o p; t b u; d a p; d - p; t p a; d b e; t t b; t b ü; d b u; t - b; t ö p; t p e; d o p; d b a; d : p; d ' p; d é b; d y b; t - p; t b ä; t ö b; t y b; t u p; t i b; d u b; h t p,t e b; h t b; t b a; t b i; t a b; d b o; d e p; t e p; d o b; d t b; t b à; d ä p; t i p; d b i; t ä b; d b '; d ö p; d p o; t p i; t p u; t ü b; t a p; t o b
Craig,KSTS,x e z,k s z; x z e; g s z
Craig,ALR,e l r,ä l r
Craig,MS,m e s; m m s; m s e; m s _; m a s; m i s; m u ß; m u s; m ö s; m i ß; m ü ß; m ä ß; m y s; h m s; m ö ß; m ä s; m e ß; m s a; m u z; m s o; m e z; m a ß; m o s; m ’ s; m ' s; m - s; m æ s; m s i; m é s; m s ä; m s ü; m i z,m ü s; m s u; m à s; m z '; m à z
Craig,HP,h a b; h o p; h ö p; h u p; h o b; h ü b; h e b; h i b; h u b; h ü p; h ä b; h ö b; h e p; h i p,h ä p; h y p; h a p
Craig,KS,c h s; g s e; g ’ s; g s a; g e z; g s u; g e s; c h z; k ü s; c a s; k o s; x e _; g u s; k u s; k a z; g s _; g a ß; c u s; h g s; k ä s; g g s; g ‘ s; c k z; g i ß; x i e; k s e; c è s; k ö s; c e s; g s y; g s o; k ’ s; _ x _; g y z; k ä z; g s s; c é s; k u ß; ' e x; ’ g s; c i s; g e ß; g s -; x i _; k s i; k i s; c s _; k æ s; x ‚ _; - e x; c ä s; c e z; g u z; h x _; h x e; k ' s; k ‘ s; k a ß; k œ s; k s ’; k u z; q e s; x - h; x e h; x h o; x e r; _ x -; k s s; x i o,"g ' s; g s i; _ g s; k a s; g a s; k s _; g s à; g ä s; g s ä; c ü s; g à s; g s ü; c k s; k s a; k e s; g a z; g ü s; k z '; g i z; k e z; c o s; k à s; g i s; _ x a; , g s; c - s; c h ß; g è s; k - s; k s u; x i g; g o s"
