mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,AL,ö l l; y l _; i l i; e l o; e l e; o l i; u e l; o l l; e l _; e l l; u l e; e i l; e e l; e l a; a l i; o o l; ö j l; _ e l; ü l _; y l l; a l _; o i l; a i l; i a l; ü ü l; _ i l; e j l; u l _; i l à; ä u l; e l ö; e h l; é l è; i l o; ü h l; ä l _; o l é; i j l; u u l; ö e l; o l e; a u l; a l a; i l e; e a l; ä l l; i l u; i l ä; ö l _; o l o; ö ö l; é l i; i o l; _ u l; o u l; a l u; a l e; ü l l; i l é; é l é; è l e; é l e; ä j l; æ h l; u l u; y e l; y l e; e l ü; y l i; _ o l; œ l l; a l ö; é l a; ä l i; e l '; y a l; ü e l; é l o; a a l; e l æ; i l ’; e l ä; u l a; _ ä l; e u l; u l '; u l ü; u l è; a - l; ä ä l; ä e l; a j l; ä l ü; a l y; e l .; ê l é; ê l e; é l l; e l ô; ê l o; e l y; e y l; i h l; i l -; i l ü; o - l; o a l; ô l e; ô l l; œ j l; ü l u; ü l a; u l o; a l -; a e l; i i l; y l o,i l _; o h l; à l l; o l _; i l l; a h l; e l i; i e l; a l o; ü a l; ö h l; ä h l; u i l; a l ü; _ a l; u l i; o l ü; o l a; e ü l; ü l i; ä i l; a l ä; _ é l; u h l; u ä l; e l è; _ ö l; i l '; a l l; u a l; o l u; o e l; u l l; ü l e; _ à l; _ ü l; à h l; à i l; a ü l; e l é; ö i l; o l -; o l 1; o l ö; e - l; e l u; i l a; o l y; à l a; a l à; a ë l; ë l _; e l -; ä l e
Craig,KSM,x e m; k s m; x m a,x - m; x m i; x a m; g s m
Craig,LKT,l k t; l g d,l g t
Craig,LST,l s t,l z t; l s d
Craig,FV,f w e; f f w; f w a; f a v; f e w; f w y; f e v; f h w; f i v,f v e; f - v; f é v; f è v; f a w
Craig,MPT,m b t,m p t
Craig,ARP,o r b; e r p; a r b; o r p; u r p; ä r b; ö r b; æ r b; i r p,e r b; i r b; ö r p; ü r b; u r b; a r p; ä r p
Craig,NK,n i c; n ä c; n k _; n g u; n g g; n g ’; n k i; n k u; n c _; n c i; n k e; n c é; n c e; n u g; n c o; n o c; n g é; n g h; n g o; n k ’; n k k; n ü c; n e k; n k ü; n c è; n c u; n - k; n c a; h n k; n ’ g; n æ c; n g ‘; n k ‘; n k ä; n k æ; n k œ; n ö c; n g ü; n k o; n ü g; n a k; n k '; n k ö,n i g; n a c; n g a; n à c; n g i; n o g; n g _; n e g; n k a; n g e; n a g; n q _; n i q; n c y; n ä g; n g '; n g -; _ n g; n - g; n g à; n n g; n u k; n g è; n k -; n o k; n i k; n e c
Craig,AKV,e q u; i k w; a q u; e g w; é q u; ï q u; i g w; ü k v,i q u; o q u; a g w; u q u
Craig,KL,g e l; g l ü; k e l; k l e; _ k l; g l y; g o l; c e l; k o l; k l ä; c i l; c h l; g l u; _ c l; c l i; c a l; c é l; k k l; g ä l; k ä l; g g l; k l o; - g l; k l u; k ü l; c l o; - c l; k a l; c y l; g é l; g l ö; k l ö; c l è; h g l; - k l; c l ö; g æ l; c l u,g l i; g ' l; _ g l; g l a; c l e; g a l; g l o; k l i; g à l; c k l; g u l; c l a; g l ä; g ’ l; k i l; k l a; g i l; k l à; c o l; k l ü; h k l; g l e; k l _; c u l; ' k l; c l _; g - l; g l _; g l à; k - l; g ü l; k u l
Craig,LS,l o ß; l s _; l e s; l l s; l z _; l ä s; l i z; l e z; l ö s; l u s; l s e; l u ß; l s ä; l a ß; l s i; l ä ß; l u z; l i ß; l ü s; l æ s; l e ß; l s -; l l z; l ' s; l ‘ s; l o z; l ü ß; l y s; l a z; l s s; l ü z; l è s; l é s; l y ß,l s o; l i s; l s a; l o s; l a s; l à s; h l s; h l z; l z h; l ’ s; l s à; l s u; l - s
Craig,VT,w i d; v a d; w y t; v i t; v e t; w a d; w e d; v e d; w o d; w y d; w ä d; v o t; w ä t; v o d; v ä t; v i d; w e t; v ä d; v é t,v a t; w o t; w i t; w à t; w a t; w à d; v t _; v t a; w ü t; v ô t
Craig,ASF,u s f; e s v; i s f; o ß f; e z v; i ß v; e s f; a ß v; o s v; u ß f; ü ß f,ü s f; i s v; i z f; o s f
Craig,TT,t ä t; d ä t; d i d; d y t; t a d; d o d; t ü d; t i t; t e d; d e d; t u d; t d ö; d u t; d i t; t ä d; d u d; d ä d; t o d; t i d; h t d; t d a; d - d; t d ä; t d i; t t d; d a d; d ö d; t d œ; d â t; d t t; t ’ t; t d u; t d e; d ü t,t e t; d e t; t a t; d o t; t o t; d a t; d ' t; d ü d; d ’ t; t ö t; t t t; t ê t; t à d; t à t; t ü t; t u t; t - d
Craig,FF,f u f; f e f; v i v; f y f; f a v; f e w; f ä f; f e v; f i v; f p h; v e w; v e f,f a f; v i f; f v e; f i f; f - f; f - v; f é v; f è v; f a w; f f f
Craig,XTH,s d h,s t h
Craig,YL,j e l; j l i; j u l; j o l; j l e; j l l; j l a; j l o,j a l; j ü l
Craig,ATL,e t l; a d l; ä d l; ü t l; e d l; o d l; u d l; y t l; i d l; ö d l; u t l; a t l; ä t l; ö t l,ü d l; i t l; à d l; o t l
Craig,RXT,r s d,r s t
Craig,XTP,s t p,s t b
Craig,HKS,h e x,h ä x; h a x
Craig,NP,n b e; n a b; n ö p; n a p; n b i; n b u; n e p; n ü b; n e b; n b ü; n b ä; n b a; n i b; n p a; n - b; n b '; n b ’; n p o; n n b; n o p; n ä b; n b ‘; n b o,n ü p; n u p; n à p; n ä p; n i p; n p e; n o b; n - p
Craig,TL,d e l; t h l; t a l; d i l; t o l; d l i; d a l; t e l; t t l; t l i; t l o; d d l; d l _; t è l; d l o; t u l; d é l; t y l; d l u; t l _; d t l; ’ t l; d è l; d l ä; h d l; t é l; t l y; t ö l,t i l; d u l; t l e; d l a; t l a; t - l; d ä l; d o l; t ’ l; d l e; h t l; t ü l; t ' l; t l ä; d ' l; d ’ l; d ü l; t l u
Craig,TSS,z e s; z ö s; z e z; z u s; t z s; z e ß; z z _; z ü s; z a ß; z y s; t s z; z ä s; z o z,z i s; t z z; z a s; z u z; z ü z; z o s
Craig,SN,s y n; s e n; s a n; s i n; s n a; ß e n; s s n; s ’ n; ß u n; s ä n; z n e; s n o; s n u; ß n a; z n ä; s n ü; s - n; s é n; z - n; z n i; z n o; z n u; z n a; s ö n,s u n; s o n; _ s n; s n e; z ' n; _ z n; s à n; ’ s n; s ì n; s n i; s ü n
Craig,NF,n f a; n f e; n v e; n f _; n f ä; n u f; n e w; n i v; n ä w; n i f; n v i; n f o; n f u; n ü w; n u w; n f ü; n a w; n - f; n v o; n o f; h n v; n a f; n æ w; n f æ; n f f; n n f; n v '; n v ‘; n v ’; n o w,n à w; n e f; n f i; n e v; n ö v; n ü f; _ n f; h n f; n a v; n é f; n o v; n ö w; n i w; n v a
Craig,MH,h m h,m m h
Craig,YK,j a c; j e g; j g i; j e k; j e c; j i g; j a q; j i c; _ j c; h j k; j - k; j ä c; j c k; j k u; j u k; j g e,j a g; j u g; j a k; j ü g; j u c; j o c; j g a; j ä g; j à g; j k o; j o k; j ü c
Craig,NTL,n d l,n t l
Craig,NTV,n t w; n d w,n d v
Craig,PX,p c h; b s h,b c h
Craig,SH,s h _; _ s h; s h ä; s h u; s h ü; s h o; h s h; ' s h; ’ s h,s h a; s h e; s h i; s h à; s h ö
Craig,RM,r m a; r m i; _ r m; r m ä; r ä m; r m _; r a m; r ô m; h r m; r ü m; r m u; r ö m; ' r m; ‘ r m; r ' m; r ê m; r m ’; r m æ; r r m; r i m,r u m; r e m; r m ö; r o m; r m ü; r m e; r m o; r - m; r à m; r è m; r m é
Craig,P,"_ b a; b e _; _ b y; b e n; _ b u; b y _; b b _; p e r; _ p a; b e e; _ b o; p o o; b i e; _ b ä; b a a; _ b e; _ p e; _ b ü; _ b ’; b u e; b e r; p a _; h p e; p o u; h b i; p a u; p e u; _ b h; p a g; p a a; b h a; ' a b; p o e; p e n; _ p i; b ’ h; b i é; h b _; b ö ü; b ö j; b e a; b ü ü; b e h; - b a; p o _; - p a; b ü h; b a i; p i o; h b a; h b u; b ö ö; _ p è; b o e; p ü e; _ p ü; b h ä; b h ü; p e j; _ p ä; b h o; _ b ê; - a p; p ü h; b é _; b o i; p e e; b ’ _; b e j; p a y; _ b ‘; - p è; b b ’; b ö u; b u u; b b é; p o h; p i a; b ö i; p a i; b e y; b a y; b ö h; _ ' b; _ b .; _ b œ; _ p é; - b o; ’ a p; b . _; b ’ e; b b y; b o y; h p o; p é e; p e h; p e y; h p i; _ b â; p u i; p i _; h p a; p p a; p o i; p p i; _ ’ p; b ‘ h; b a o; b ü j; p - h; _ , b; _ b è; _ p '; _ p æ; - p e; - p ü; , b a; ' a p; ’ b h; b - o; b ä j; b a ö; b b '; b b o; b o î; b œ j; b u _; b ü _; b u h; b u i; b y ’; h - p; p ä _; p ä i; p e -; p i é; p i è; p o y; p p ü; p u _; p ü -; p ü ü; b e u; p i g; b o u; b o j; - b e; ' o p; b ä h; b b u; b e -; p a h; p u h; p ä h",b i _; _ b '; b b e; p e _; _ b à; b à h; b b i; p i e; b ö e; _ p u; b ü e; p p e; b o _; h - b; b a u; _ p à; b i g; _ p o; p é _; b a _; b ü a; b ä u; b a ü; _ b i; b a h; - b i; b ' _; ' b a; b h à; h ' b; p e i; b ' h; h b e; - b u; p p -; b ä _; h b o; b h e; b e i; - a b; b i à; _ b _; _ p .; b u a; h p u; p - i; p . _; p à à; p a ü; p p o; b a j; _ b é; h b ü; _ b ö; b ä i; p o è; ' b e; _ b -; b à à; p i -; _ p _; _ p -; _ p p; ' p u; b - h; b ä ä; b b ä; b é -; b i i; b i j; b u -; b u é; p à i; b o h; b i -; h p ä; b - e; b e o; p e a; p p _; p ä ä; b i a; b b a; b a e; b a g; b i '; p a -; p p é; _ p y; - b ü; - p i; ' b i; ' é p; ' p a; ’ o p; b b h; b h u; p ç o
Craig,V,_ w ä; _ v u; w w e; _ w u; w ä j; w i _; _ w ö; _ w y; w a i; w a h; w a j; h w e; _ w ü; _ v '; v o i; w e h; w e j; w ü e; v e e; v o u; v e _; w a a; w ä h; w u e; w e n; w y e; h w a; w o _; w e _; _ v ’; w a y; _ v ‘; w ö u; v a i; w e y; w e e; h w o; w i e; w ä u; w o o; h w y; w o '; w ü _; ç a v; w ä e; w ä y; h w ä; v e i; _ w æ; - w a; _ v ö; v é _; v ö u; w a -; h v e; _ v ä; w ä i; v ö _; v i o; w o ’; v a g; v u e; w ö j; w w i; v ö j; _ w œ; w æ j; w ö ü; _ w '; ' a v; w ' _; w ’ _; h w u; v e a; - v i; v e j; h w ü; v i _; w o e; _ w ’; v h _; w é e; h w æ; v o ’; v u a; w - o; w a e; w o -; v a _; v . _; w a u; _ v _; h v '; _ ‘ w; _ ’ v; _ ‚ w; _ v ê; _ w _; _ w .; _ w ô; - e w; - w -; - w o; - w ü; . . w; . w i; ' o v; ' v u; ‘ w a; ’ a v; ’ v _; ’ v e; ‚ w i; h h w; v ä i; v a u; v e -; v h e; v i .; v i i; v ö e; v o h; v ô j; v o o; w . .; w ' e; w ' i; w ä ’; w a ö; w é _; w e ’; w e ï; w i j; w ü h; w w ’; w y h; w y o; w ’ i; w ö i; _ v ô; v e n,v o _; _ w à; ' w i; w o h; w u _; _ v o; w a g; w i a; w à _; _ v a; w a _; v u _; _ v i; v i e; h w à; v e r; w e i; w - i; _ v e; ' w a; w i g; ' w ö; ' w o; ' w u; w i h; h w ö; w à h; ' w e; v e u; h w i; w e r; _ w a; w à g; w ö _; _ v é; - w i; w e -; w u '; . w .; v e h; v i a; w . _; w ü a; _ ' w; w u h; h - w; w à i; ' w à; ’ w a; ’ w i; w i i; - v e; _ w i; - w e; ’ w e; w ö h; h v o; _ ‘ v; ' w ä; ‘ v i; h v a; h w _; v ' _; v ä j; v o -; w ä _; w à y; w ö ö; w ü j; w ö e; - o w; w e a; - v o; _ v .; v é e; w i -; _ w e; w - y; _ w o; v o y
Craig,RMK,r m g,r m k
Craig,ANY,o n j; i n j; e n j; u n j,a n j
Craig,KR,_ k r; g r o; k r e; k e r; g r ü; g r u; k u r; k r ä; _ g r; k r ü; k r i; c a r; k r y; k ü r; g r ö; k r u; k o r; g ä r; k a r; k r o; g r y; k i r; _ c r; c r é; g u r; c o r; c u r; c e r; g e r; c r o; g ü r; c r a; c ü r; k k r; c r u; g o r; c è r; g é r; g r é; k æ r; c h r; ' k r; ‚ k r; c r ö; g ö r; g r ô; g i r; c i r,g ' r; g a r; g r a; c r e; k r à; c k r; g r _; g r à; k ä r; k r a; g r e; g r ä; k r ö; c r i; g è r; g ’ r; g r i; k ö r; g r è; - g r; ' g r; c r _; c r à; c r è; g à r; g g r; - k r; h k r
Craig,AR,e r u; ä r e; ä r _; e r i; o r _; u r r; a r i; e e r; o r r; u r i; e r o; e u r; e r ü; ä c h; o u r; e r a; u e r; u c h; y r o; ü ü r; ü r _; ö c h; i e r; e r e; è r e; ä h r; e r ä; o i r; e j r; y e r; o o r; u r u; a r o; u h r; _ u r; a a r; ü r a; e ’ r; ü h r; i r a; e o r; i r e; y r _; e ' r; e r y; ü r i; e r ô; i r r; a e r; a u r; é r i; ü r r; o e r; u r ü; é r o; i è r; u r a; ö r _; a r ç; ä r u; ä r i; œ u r; o ' r; _ a r; é r a; _ o r; a h r; u u r; ä r ’; ö r i; û r _; a r u; e r ö; æ r e; o ’ r; y r i; ä r r; i r é; æ r _; a r ü; ä r -; a r é; ö j r; u r ’; e r ’; a r -; u r o; u i r; e r æ; e a r; a o r; e r '; i i r; i j r; i o r; i r '; ô e r; û r e; y i r; y r e; ö r e; i r i; a - r; o r ’; o r é; i ä r; u é r; u r é; _ y r; ä j r; ä r '; a r ‘; a r ’; a y r; e ä r; è r _; e r ‚; é r ô; é r u; ï h r; i r ’; ı e r; ö h r; o r o; ö r r; œ r _; œ r e; u - r; u è r; ü i r; u j r; u r -; ü r -; u r '; u r ‚; ü r u; u r y; ü y r; y ’ r; y r ı; i r u; y o r; ö r ',"à r _; i r o; o r u; i h r; o h r; à c h; i r _; ü r e; a r _; ü e r; à r e; ü c h; u r _; à h r; a r e; e h r; u r e; e r r; ö e r; a r r; e ü r; o r i; _ e r; i a r; o r ü; o r -; ö r a; a c h; _ i r; ä i r; e r à; a r a; e i r; e r ç; o r a; a i r; à à r; é r e; e - r; ä r ä; ü r o; _ ä r; u a r; à r à; à r i; a r ä; i r à; i u r; ä e r; ä r a; i r è; ö r u; ä ä r; _ ü r; i r -; a r '; _ à r; a ü r; ë r _; e r ,; e y r; o a r; o r '; ü r ä; y r é; o r e; e r -; é r é; i - r; o - r; y r a; o c h"
Craig,YT,j t _; h j t; j e d; j d i; j t '; j d a; j u t; j o d; j t ’; j t e; j ' t; j d e; j t i; _ j t; j ’ t; j ä t; j h t; j t ‘; j ü d,j e t; j t -; j u d; j - d
Craig,APT,u p t; e b t; e b d; ä b t; o b t; ä b d; u b t; y b t; a p t; e p t; æ b d; o b d; ö b t; y b d; a b d,ü b t; i b t; ü p t; i p t; à b t; a b t; o p t; ü b d; y p t
Craig,HS,h e s; h o s; h ü ß; h i s; h u s; h e z; h a z; h u ß; h y s; h a ß; h ä z; h i z; h ö s; h u z; h ä ß; h ä s; h é s; h i ß; h o z; h ü z,h a s; h ü s
Craig,FL,f e l; v e l; f ä l; f l i; v i l; f l e; v a l; v o l; f l ö; f i l; f f l; f l a; f l ä; f l u; ' f l; v ö l; ’ f l; f é l; f l y; v é l; f u l; v u l; f ’ l; f l é; f l û; h f l; v ' l; v ê l; f l _,f l o; f a l; f à l; f l à; f l ü; f o l; _ f l; v ä l; v l e; f ü l
Craig,KSF,g s v; g s f; k s v; _ x v; x v .; x v e,x e w; x a v
Craig,NKS,n i x; n k z; n y x; n c s,n g s; n k s
Craig,PT,b i t; p e t; p t _; b e d; b b t; b o d; p a t; b a d; b d e; b e t; p i t; b u t; b u d; b t e; p ü t; p t i; p o d; b d a; b ü d; b t '; b ê t; b d i; p i d; b d _; p ä d; p ö d; p ö t; p p t; b d ’; b y d; p é t; p u d; p t o; b â t; b o t; p è d; b æ t; b b d; b t ä; b ü t; p ' t; p a d; p é d; p t '; p t u; p t ü; b t ’,b t _; p o t; p u t; p à t; p e d; b t i; p ä t; b a t; b ä d; b ä t; b t a; p t é; p t e; p t a; b t -; p - t; p ü d
Craig,ANS,a n z; ä n z; i n z; ö n z; ä n s; e n z; ö n s; y n s; ü n s; a n s; u n z; e n s; y n z; æ n z; o n z,à n z; à n s; o n s; u n s; i n s; ü n z
Craig,APN,u b n; e b n; y p n,a b n; ü b n
Craig,XTT,s t d,s t t
Craig,LF,l ä w; l u f; l i f; l v e; l f e; l f _; l e f; l o w; h l v; l y w; l a f; l e v; l ö f; l æ w; l p h; l ö w; l o v; l ü f; l ü w; l l f; l - v; l f ä; l f u; l f y; l l v; l v '; l v ö; l y f; l v i,l i w; l e w; l o f; l a v; l f a; l f i; l a w; l à w; l i v; l ä f; l è v; h l f; l à f; l f -; l f '; l f o; l - f; l f ’
Craig,LV,l ä w; l v e; l o w; l w e; h l v; l y w; l e v; l æ w; l ö w; l w y; l o v; l ü w; l w ä; l - v; l l v; l v '; l v ö; l v i,l i w; l e w; l a v; l a w; l w i; l l w; l à w; l w a; l i v; l è v; h l w; l w o; l w u; l w ü
Craig,KP,g e b; g e p; g i b; g ä b; c h p; k a p; c h b; k a b; k ö p; c i p; k b a; c e p; k ö b; g i p; k u p; c u p; g b o; g u b; k ü b; _ g p; g p i; k ä b; k i b; k i p; k ü p; g b i; g b u; k ä p,c a p; k o b; g à b; g a b; c k b; k o p; g o b; k à p; c k p; g o p; k p u; k b u; c b _; g - b; g a p; k b '; k e b; g b a; k e p; g y p; k b ü; k p i; c a b
Craig,AMR,a m r; u m r; e m r; i m r; y m r,o m r
Craig,KF,g e w; _ g f; g ’ f; g e f; g f ü; g f ä; g f i; g i f; c h f; c a f; k ö f; g u f; g f a; k ä f; k a v; k e f; c a v; g f y; g i v; c h v; c o f; g g f; k ü f; k u v; g v e; g f o; g ü w; c e v; c o w; g ‘ f; g ’ v; g e v; g i w; g ü v; h g f; k a w; k e v; k i f; k i w; k v i; g a f,g ' f; c k f; k u f; k f i; k a f; g f u; k o f; g v o; c i v; c u v; g à w; c e w; g f ù; k e w; g ä w; g f e; g a w; k f a; k f u
Craig,AFS,a v s; u f z; e f s; i f z; e f z; ä v s; y f z; o f z,u f s; a f s; i f s; ü f s; o f s
Craig,PF,p f i; p f u; b u f; _ p f; b i w; b f e; p f y; b v e; p f ü; p e v; b ' f; b ö f; p f ’; p f o; ’ p f; : p f; b a w; b i v; b u v; b v ö; p a v; p i f; p o f; p f f; p f ö; p f ä,p f e; p f a; b e f; p f _; b f a; b à w; p f à; b i f; b e w; b u w; b e v; b ü f; h p f; - p f; b a f; b f i; p a f; p é f; p f '; b f ü; p f -; p u f
Craig,PKR,b k r,b g r
Craig,AM,e m a; a m m; e m m; o m m; u e m; u m m; e m e; y m _; a i m; a a m; a m _; e h m; u m _; a m i; ä m _; i n m; a m a; o m e; e m u; ê m e; i è m; e m ü; è m e; i u m; a n m; ô m e; _ a m; e m i; _ i m; ë m i; o ë m; e e m; ä m e; a u m; é m i; ü m a; a h m; _ é m; e n m; ü m m; é m o; é m a; o o m; e m ä; _ ä m; ä m i; ä n m; u m é; a m u; _ â m; â m e; u m '; i - m; e m y; _ ü m; a - m; a m ’; ö m m; u u m; y m o; ä u m; u m e; o m è; a m -; a y m; e m ö; é m u; e y m; i j m; i m ’; i m é; ö e m; ö h m; o m é; ü ü m; y n m; e - m; e m -; u m o; e u m; e o m; _ ı m; ä - m; ä ä m; a e m; a ı m; a j m; a m ä; ä m o; a ö m; æ m _; æ m m; e ï m; e m ’; ï m _; i m ä; i m ü; i o m; ı m _; ı m '; o - m; ö j m; ö m _; ö m i; o m u; o m ü; u i m; u m ü; u m y; y a m; y m '; y m i; u n m; ü m o; o h m; ö m e; o m ö,e i m; à m m; i m m; _ e m; o m _; ä m m; ü e m; i m o; i h m; _ à m; i e m; à m _; a m o; e m o; i m _; a ü m; ä i m; é m e; à m i; e m _; i m i; ü m _; à i m; o m i; a m ü; ü m e; e j m; u h m; o m a; a m e; _ u m; i m a; i m e; ü a m; _ o m; u m a; u m -; à h m; à m e; o m ’; a m é; i m -; i m u; e m '; e m é; e ü m; o i m; u a m; ü u m; o m o; u m i; ü h m; o è m; ä h m; y m e; i a m; e a m
Craig,AXP,e s p; a s p; e s b; u s b; i s b; ä s b; ä s p; a s b; u s p,i s p; o s b; ü s b; à s b; ü s p; o s p
Craig,RSS,r s z,r z s
Craig,AFT,ä f t; u f t; a f t; o f t; i f t; o f d; ö f t; ä f d; e f t; a f d; i f d; e f d,à f t; ü f t; i v t; u f d
Craig,AX,y c h; e c h; i s h; é c h; æ c h; í c h; e s h; â c h; ê c h; ô c h; œ c h; a s h; u s h,ü s h; o s h
Craig,SS,s e s; s e z; s ü s; s o z; s u s; s o s; s i s; _ z s; s i z; z s a; s u z; s ’ s; ß i s; s a ß; _ s z; s - z; s i ß; s ü ß; ß s a; ß s u; ß y s; ß e s,s z '; s a s; z ' s; z ' z; s s z; s ä s; s s s; s ’ z; s à s; s ü z; s - s; s y s; z ’ s; z s i
Craig,ALH,e l h; a l h; u l h; ü l h,i l h; ä l h
Craig,AMTS,u m z,i m z
Craig,SR,s e r; ß e r; s o r; s i r; ß ' r; ß a r; s ’ r; s u r; s ' r; s û r; ß ’ r; ß ‘ r; s ä r; ß r a; s r o; s r y; ß r e; z r a; s r i; s ‘ r; s y r; ß r i; ß r o; z ’ r; s è r,s - r; s r e; _ z r; z r u; z ' r; s a r; s r ü; s ü r; s r u; z r e; _ s r; s é r; s s r; s r a
Craig,AFR,e f r; a v r; é f r; u v r; â v r; e v r; o f r; y f r; a f r; i f r,u f r; i v r; è v r; ö v r; é v r; o v r; ü f r; ä f r
Craig,AN,ö n n; i n i; e h n; o n _; a n _; e a n; y n _; a n n; a a n; e e n; ä n _; e n u; e n _; o n n; _ y n; u e n; i o n; y n e; a i n; u n e; y n i; ä n e; a n i; ü e n; _ ä n; ö ö n; ö e n; o o n; é o n; _ ü n; e u n; e n a; e n h; o e n; è n e; ä h n; i i n; e n o; a n h; _ a n; u n a; a u n; e n é; o n h; e n -; y n n; e ’ n; a e n; i a n; a n '; ö n i; a n o; i n h; a n a; e n ä; a ö n; i n e; u n h; ü h n; u n i; e y n; ä n i; a n u; i n u; a n ’; o n ä; ä ä n; æ n n; e n ö; ö n '; i n n; é n é; e o n; ü n n; ü n i; æ h n; i n ’; y n a; u n ’; ü i n; i n ä; i ö n; i n ‘; ı n _; u n ü; u u n; ü ü n; é n a; u ’ n; y e n; u n o; œ n n; ö n h; _ ö n; ä n -; a n ä; a n é; ä n u; a n y; e j n; e n '; i ’ n; î n e; o n y; u n ä; y ’ n; u n u; e n y; ä n o; _ é n; _ í n; a ’ n; a î n; ä n '; ä n ’; ä n ‚; ä n ä; a y n; æ n _; æ n i; é a n; e ä n; e n æ; e n ç; é n e; ê n é; é n o; i ä n; í n _; í n i; i n y; ı n n; o ’ n; ô n _; o n ü; ô ô n; ö o n; ü ’ n; u ı n; u j n; u n '; ü n ä; y a n; y h n; y n u; o i n; i n _; e ' n; o n -; i n -; u i n,à n _; à n n; ä n n; e n i; u n n; a n e; i e n; à n e; e i n; e n e; _ e n; _ o n; i h n; ä i n; ö n e; à h n; o n e; e n ü; _ à n; i n o; u n -; u h n; i n a; o n i; e n n; ö n _; i n '; _ i n; a n ç; o n o; a n à; u ' n; u n _; y o n; o n a; a n ö; a - n; a h n; ü n e; ö h n; e n à; ü a n; ü n _; i - n; i u n; y u n; _ ı n; _ ù n; à i n; a ï n; a o n; é i n; è n a; e n ê; ê n e; i è n; ì n _; ï n _; i n .; i n à; i n è; ı n ü; ö n ’; o u n; ù n _; u n é; o ' n; e - n; o h n; a n ü; é n i; i ' n; o - n; o n '; ü n a; i n é; a n -; i n ü; u a n
Craig,YS,j e s; j e z; j s _; j u s; j s a; h j s; j s i; j ü s; j a s; j ä s; j ß i; j ’ s; j i s; j s ü; j ' s; j a z; j ä z; j é s; j e ß,j o s; j s s; j s e
Craig,NT,n d i; n a d; n d t; n d a; n d _; n t u; h n d; n d u; n d d; n y d; n o d; n t ’; n e d; n ä d; n t è; n t t; n n d; n e t; n d -; n d é; n d ü; n t a; n d y; n t ä; n t -; n d ’; n ä t; n t é; n d ö; n d :; n t ‘; n t y,n n t; n t _; n a t; h n t; n ö t; n o t; n t i; n u t; n i t; n t e; n d '; n ü d; n - d; n i d; n d e; n t o; n ü t; n t '; _ n d; n - t; n ’ t; n ê t; n t à; n d o; n u d; n d ä; n t ü
Craig,MM,m a m; m y m; m o m; m ê m; m h m; m e m; m ü m; m m m; m - m; m ä m,m i m; m u m
Craig,XP,c h p; c h b; s p e; s p a; s b e; s b i; s b o; ’ s p; s p y; _ s p; s p ö; s b ä; s p ä; s b ö; s p u; s p o; h s p,' s p; s b u; s p à; s p è; s p ü; s p i; s b a; ' s b; s b ü; - s p
Craig,ATP,i t p; o d b,i t b; a d b; o t b; e t b
Craig,ART,u r d; ä r d; ü r d; i r t; ö r t; a r d; y r d; o r d; æ r t; ô r t; y r t,i r d; u r t; e r d; a r t; à r t; ö r d; e r t; ä r t; à r d; ü r t; o r t
Craig,RKV,r k w; r g w,r g v; r q u
Craig,RN,r e n; _ r n; r a n; r u n; r y n; r o n; r ä n; r r n; r ü n; r n ä; r ’ n; r n e; r n ü; r æ n; r ' n; r ô n; r n é,r n o; r n _; r i n; r à n; r n i; r n à; r n a; r n u; r - n; r ö n; r n h; r è n; h r n; r n '; r n n; r é n
Craig,RS,r o ß; r ü s; ' r s; _ r z; r r s; r e s; r s u; r ä s; r s _; r s i; r y z; r s a; r e z; r é s; r a ß; r z _; r a s; r s e; r ö ß; r i ß; r u s; r è s; r y s; ' r z; r ü ß; r s -; ‘ r s; r o z; r u ß; r e ß; ’ r z; r o s; r y ß; r ä ß; r s ä; h r z; r ' z; r é z; r ô s; r œ s; r s s; r u z; _ r s; ’ r s; r s ö,h r s; r i s; r s o; r i z; r z '; r s ü; r s à; r z h; r - s; r a z; - r s; r à s; r z -; r - z; r r z; r z ’; r ö s; r ' s; r ä z; r ’ s
Craig,ATSV,e z w; y z w,a z w; i z w
Craig,MK,m ö c; m g e; m u c; m e k; m ä g; m i q; m o g; m g a; m m c; m o k; m e c; m a k; m g h; m k i; m ü g; m u k; m ü k; m m k; m k a; m u g; m g ',m i g; m ö g; m a g; m a c; m ä c; m k e; _ m k; m k _; m o c; m k u; m i c; m e g; m à g; m g ’; m à c; m k o; m é c; m k ä; m ü c; m k ö
Craig,RNF,r n v,r n f
Craig,KFL,g f l,k f l
Craig,LP,l e b; l b e; l o b; h l b; l p e; l y b; l b a; l b u; l ä b; l b _; l u b; l a p; l æ b; l ä p; l b i; l b ü; l l b; l i p; l ü p; l ü b; h l p; l é p; l l p; l p a,l i b; l b o; l à b; l a b; l o p; l p o; l ö b; l b ä; l u p; l à p; l p i; l e p
Craig,AFK,i f c; i f g; e f k; e f c; o f g; o f k; ü f c,u f g; u f k; ü f g
Craig,LL,l i l; l e l; l a l; l o l; l à l; l l l; l u l,l ä l; l h l
